date,STX
2012-10-12,54
2012-10-13,44
2012-10-14,36
2012-10-15,49
2012-10-16,49
2012-10-17,45
2012-10-18,54
2012-10-19,44
2012-10-20,44
2012-10-21,35
2012-10-22,46
2012-10-23,54
2012-10-24,45
2012-10-25,47
2012-10-26,44
2012-10-27,44
2012-10-28,35
2012-10-29,47
2012-10-30,45
2012-10-31,49
2012-11-01,47
2012-11-02,51
2012-11-03,36
2012-11-04,40
2012-11-05,47
2012-11-06,45
2012-11-07,44
2012-11-08,44
2012-11-09,41
2012-11-10,33
2012-11-11,31
2012-11-12,45
2012-11-13,45
2012-11-14,52
2012-11-15,48
2012-11-16,50
2012-11-17,34
2012-11-18,31
2012-11-19,46
2012-11-20,50
2012-11-21,47
2012-11-22,44
2012-11-23,52
2012-11-24,36
2012-11-25,38
2012-11-26,53
2012-11-27,58
2012-11-28,53
2012-11-29,45
2012-11-30,43
2012-12-01,38
2012-12-02,38
2012-12-03,52
2012-12-04,58
2012-12-05,48
2012-12-06,55
2012-12-07,50
2012-12-08,40
2012-12-09,41
2012-12-10,50
2012-12-11,53
2012-12-12,54
2012-12-13,89
2012-12-14,61
2012-12-15,47
2012-12-16,49
2012-12-17,61
2012-12-18,60
2012-12-19,49
2012-12-20,48
2012-12-21,57
2012-12-22,36
2012-12-23,41
2012-12-24,44
2012-12-25,52
2012-12-26,49
2012-12-27,51
2012-12-28,100
2012-12-29,69
2012-12-30,51
2012-12-31,46
2013-01-01,37
2013-01-02,62
2013-01-03,60
2013-01-04,53
2013-01-05,49
2013-01-06,45
2013-01-07,62
2013-01-08,55
2013-01-09,58
2013-01-10,58
2013-01-11,54
2013-01-12,46
2013-01-13,51
2013-01-14,61
2013-01-15,58
2013-01-16,55
2013-01-17,58
2013-01-18,53
2013-01-19,48
2013-01-20,50
2013-01-21,56
2013-01-22,59
2013-01-23,66
2013-01-24,63
2013-01-25,64
2013-01-26,54
2013-01-27,47
2013-01-28,64
2013-01-29,70
2013-01-30,56
2013-01-31,61
2013-02-01,58
2013-02-02,44
2013-02-03,46
2013-02-04,53
2013-02-05,63
2013-02-06,58
2013-02-07,61
2013-02-08,55
2013-02-09,45
2013-02-10,45
2013-02-11,55
2013-02-12,59
2013-02-13,51
2013-02-14,62
2013-02-15,57
2013-02-16,55
2013-02-17,47
2013-02-18,58
2013-02-19,60
2013-02-20,55
2013-02-21,56
2013-02-22,52
2013-02-23,51
2013-02-24,58
2013-02-25,50
2013-02-26,62
2013-02-27,59
2013-02-28,61
2013-03-01,49
2013-03-02,53
2013-03-03,61
2013-03-04,57
2013-03-05,63
2013-03-06,60
2013-03-07,62
2013-03-08,58
2013-03-09,52
2013-03-10,58
2013-03-11,63
2013-03-12,59
2013-03-13,59
2013-03-14,53
2013-03-15,56
2013-03-16,55
2013-03-17,53
2013-03-18,60
2013-03-19,62
2013-03-20,56
2013-03-21,65
2013-03-22,61
2013-03-23,52
2013-03-24,52
2013-03-25,61
2013-03-26,55
2013-03-27,53
2013-03-28,52
2013-03-29,52
2013-03-30,51
2013-03-31,40
2013-04-01,51
2013-04-02,74
2013-04-03,79
2013-04-04,66
2013-04-05,60
2013-04-06,53
2013-04-07,47
2013-04-08,64
2013-04-09,68
2013-04-10,59
2013-04-11,59
2013-04-12,55
2013-04-13,49
2013-04-14,50
2013-04-15,65
2013-04-16,59
2013-04-17,57
2013-04-18,59
2013-04-19,58
2013-04-20,48
2013-04-21,47
2013-04-22,67
2013-04-23,61
2013-04-24,66
2013-04-25,64
2013-04-26,63
2013-04-27,51
2013-04-28,55
2013-04-29,69
2013-04-30,55
2013-05-01,64
2013-05-02,68
2013-05-03,73
2013-05-04,61
2013-05-05,65
2013-05-06,75
2013-05-07,67
2013-05-08,64
2013-05-09,53
2013-05-10,54
2013-05-11,52
2013-05-12,54
2013-05-13,70
2013-05-14,69
2013-05-15,73
2013-05-16,68
2013-05-17,60
2013-05-18,55
2013-05-19,58
2013-05-20,67
2013-05-21,62
2013-05-22,68
2013-05-23,73
2013-05-24,62
2013-05-25,60
2013-05-26,62
2013-05-27,76
2013-05-28,74
2013-05-29,70
2013-05-30,68
2013-05-31,56
2013-06-01,52
2013-06-02,54
2013-06-03,68
2013-06-04,63
2013-06-05,71
2013-06-06,66
2013-06-07,82
2013-06-08,56
2013-06-09,63
2013-06-10,77
2013-06-11,73
2013-06-12,64
2013-06-13,65
2013-06-14,67
2013-06-15,42
2013-06-16,57
2013-06-17,73
2013-06-18,66
2013-06-19,75
2013-06-20,72
2013-06-21,62
2013-06-22,48
2013-06-23,56
2013-06-24,60
2013-06-25,64
2013-06-26,59
2013-06-27,61
2013-06-28,63
2013-06-29,49
