date,STX
2016-08-02,71
2016-08-03,59
2016-08-04,59
2016-08-05,61
2016-08-06,49
2016-08-07,53
2016-08-08,66
2016-08-09,65
2016-08-10,58
2016-08-11,65
2016-08-12,59
2016-08-13,53
2016-08-14,55
2016-08-15,70
2016-08-16,62
2016-08-17,53
2016-08-18,55
2016-08-19,52
2016-08-20,47
2016-08-21,50
2016-08-22,65
2016-08-23,62
2016-08-24,60
2016-08-25,64
2016-08-26,59
2016-08-27,54
2016-08-28,48
2016-08-29,59
2016-08-30,61
2016-08-31,70
2016-09-01,67
2016-09-02,62
2016-09-03,51
2016-09-04,46
2016-09-05,57
2016-09-06,59
2016-09-07,67
2016-09-08,72
2016-09-09,62
2016-09-10,52
2016-09-11,49
2016-09-12,61
2016-09-13,65
2016-09-14,63
2016-09-15,53
2016-09-16,53
2016-09-17,49
2016-09-18,53
2016-09-19,58
2016-09-20,57
2016-09-21,53
2016-09-22,56
2016-09-23,57
2016-09-24,45
2016-09-25,45
2016-09-26,55
2016-09-27,52
2016-09-28,57
2016-09-29,57
2016-09-30,53
2016-10-01,47
2016-10-02,40
2016-10-03,59
2016-10-04,59
2016-10-05,52
2016-10-06,52
2016-10-07,47
2016-10-08,44
2016-10-09,41
2016-10-10,63
2016-10-11,68
2016-10-12,58
2016-10-13,56
2016-10-14,61
2016-10-15,47
2016-10-16,47
2016-10-17,61
2016-10-18,59
2016-10-19,65
2016-10-20,57
2016-10-21,57
2016-10-22,49
2016-10-23,49
2016-10-24,58
2016-10-25,55
2016-10-26,51
2016-10-27,48
2016-10-28,48
2016-10-29,47
2016-10-30,43
2016-10-31,48
2016-11-01,58
2016-11-02,60
2016-11-03,54
2016-11-04,55
2016-11-05,47
2016-11-06,51
2016-11-07,64
2016-11-08,70
2016-11-09,56
2016-11-10,55
2016-11-11,51
2016-11-12,52
2016-11-13,54
2016-11-14,60
2016-11-15,67
2016-11-16,61
2016-11-17,58
2016-11-18,65
2016-11-19,51
2016-11-20,47
2016-11-21,59
2016-11-22,57
2016-11-23,62
2016-11-24,51
2016-11-25,54
2016-11-26,51
2016-11-27,53
2016-11-28,65
2016-11-29,67
2016-11-30,60
2016-12-01,55
2016-12-02,60
2016-12-03,47
2016-12-04,44
2016-12-05,55
2016-12-06,60
2016-12-07,63
2016-12-08,53
2016-12-09,54
2016-12-10,46
2016-12-11,45
2016-12-12,56
2016-12-13,56
2016-12-14,59
2016-12-15,59
2016-12-16,57
2016-12-17,46
2016-12-18,50
2016-12-19,54
2016-12-20,53
2016-12-21,55
2016-12-22,49
2016-12-23,45
2016-12-24,38
2016-12-25,38
2016-12-26,52
2016-12-27,59
2016-12-28,57
2016-12-29,49
2016-12-30,51
2016-12-31,46
2017-01-01,44
2017-01-02,55
2017-01-03,86
2017-01-04,78
2017-01-05,66
2017-01-06,64
2017-01-07,53
2017-01-08,49
2017-01-09,60
2017-01-10,66
2017-01-11,65
2017-01-12,56
2017-01-13,61
2017-01-14,52
2017-01-15,50
2017-01-16,60
2017-01-17,62
2017-01-18,58
2017-01-19,66
2017-01-20,55
2017-01-21,53
2017-01-22,56
2017-01-23,65
2017-01-24,69
2017-01-25,86
2017-01-26,77
2017-01-27,59
2017-01-28,53
2017-01-29,54
2017-01-30,61
2017-01-31,57
2017-02-01,64
2017-02-02,60
2017-02-03,59
2017-02-04,54
2017-02-05,60
2017-02-06,56
2017-02-07,64
2017-02-08,59
2017-02-09,61
2017-02-10,59
2017-02-11,50
2017-02-12,51
2017-02-13,58
2017-02-14,57
2017-02-15,54
2017-02-16,64
2017-02-17,63
2017-02-18,57
2017-02-19,65
2017-02-20,66
2017-02-21,59
2017-02-22,71
2017-02-23,61
2017-02-24,66
2017-02-25,58
2017-02-26,65
2017-02-27,76
2017-02-28,64
2017-03-01,64
2017-03-02,61
2017-03-03,67
2017-03-04,60
2017-03-05,53
2017-03-06,67
2017-03-07,67
2017-03-08,63
2017-03-09,74
2017-03-10,64
2017-03-11,65
2017-03-12,63
2017-03-13,64
2017-03-14,61
2017-03-15,66
2017-03-16,63
2017-03-17,59
2017-03-18,49
2017-03-19,53
2017-03-20,62
2017-03-21,69
2017-03-22,63
2017-03-23,61
2017-03-24,64
2017-03-25,52
2017-03-26,55
2017-03-27,67
2017-03-28,61
2017-03-29,67
2017-03-30,59
2017-03-31,64
2017-04-01,54
2017-04-02,64
2017-04-03,70
2017-04-04,69
2017-04-05,71
2017-04-06,100
2017-04-07,66
2017-04-08,58
2017-04-09,58
2017-04-10,66
2017-04-11,60
2017-04-12,68
2017-04-13,61
2017-04-14,61
2017-04-15,42
2017-04-16,52
2017-04-17,63
2017-04-18,71
