date,ESRX,isPartial
2015-04-10,90,False
2015-04-11,0,False
2015-04-12,34,False
2015-04-13,70,False
2015-04-14,42,False
2015-04-15,57,False
2015-04-16,14,False
2015-04-17,0,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,42,False
2015-04-21,28,False
2015-04-22,42,False
2015-04-23,29,False
2015-04-24,30,False
2015-04-25,0,False
2015-04-26,0,False
2015-04-27,14,False
2015-04-28,97,False
2015-04-29,70,False
2015-04-30,44,False
2015-05-01,32,False
2015-05-02,17,False
2015-05-03,66,False
2015-05-04,14,False
2015-05-05,42,False
2015-05-06,14,False
2015-05-07,0,False
2015-05-08,45,False
2015-05-09,0,False
2015-05-10,0,False
2015-05-11,28,False
2015-05-12,28,False
2015-05-13,14,False
2015-05-14,58,False
2015-05-15,15,False
2015-05-16,17,False
2015-05-17,0,False
2015-05-18,28,False
2015-05-19,14,False
2015-05-20,14,False
2015-05-21,43,False
2015-05-22,45,False
2015-05-23,33,False
2015-05-24,0,False
2015-05-25,0,False
2015-05-26,14,False
2015-05-27,83,False
2015-05-28,56,False
2015-05-29,15,False
2015-05-30,0,False
2015-05-31,0,False
2015-06-01,14,False
2015-06-02,69,False
2015-06-03,28,False
2015-06-04,29,False
2015-06-05,30,False
2015-06-06,17,False
2015-06-07,0,False
2015-06-08,28,False
2015-06-09,42,False
2015-06-10,14,False
2015-06-11,14,False
2015-06-12,44,False
2015-06-13,17,False
2015-06-14,17,False
2015-06-15,41,False
2015-06-16,41,False
2015-06-17,28,False
2015-06-18,43,False
2015-06-19,15,False
2015-06-20,0,False
2015-06-21,34,False
2015-06-22,56,False
2015-06-23,42,False
2015-06-24,28,False
2015-06-25,14,False
2015-06-26,15,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,57,False
2015-06-30,70,False
2015-07-01,71,False
2015-07-02,0,False
2015-07-03,0,False
2015-07-04,0,False
2015-07-05,0,False
2015-07-06,69,False
2015-07-07,56,False
2015-07-08,28,False
2015-07-09,0,False
2015-07-10,29,False
2015-07-11,0,False
2015-07-12,17,False
2015-07-13,42,False
2015-07-14,57,False
2015-07-15,100,False
2015-07-16,29,False
2015-07-17,30,False
2015-07-18,0,False
2015-07-19,18,False
2015-07-20,75,False
2015-07-21,57,False
2015-07-22,14,False
2015-07-23,0,False
2015-07-24,44,False
2015-07-25,33,False
2015-07-26,0,False
2015-07-27,28,False
2015-07-28,42,False
2015-07-29,84,False
2015-07-30,28,False
2015-07-31,30,False
2015-08-01,34,False
2015-08-02,0,False
2015-08-03,28,False
2015-08-04,56,False
2015-08-05,56,False
2015-08-06,29,False
2015-08-07,30,False
2015-08-08,34,False
2015-08-09,0,False
2015-08-10,42,False
2015-08-11,28,False
2015-08-12,0,False
2015-08-13,0,False
2015-08-14,15,False
2015-08-15,17,False
2015-08-16,0,False
2015-08-17,28,False
2015-08-18,42,False
2015-08-19,42,False
2015-08-20,42,False
2015-08-21,15,False
2015-08-22,17,False
2015-08-23,0,False
2015-08-24,41,False
2015-08-25,41,False
2015-08-26,83,False
2015-08-27,42,False
2015-08-28,29,False
2015-08-29,0,False
2015-08-30,0,False
2015-08-31,68,False
2015-09-01,13,False
2015-09-02,41,False
2015-09-03,27,False
2015-09-04,0,False
2015-09-05,0,False
2015-09-06,32,False
2015-09-07,14,False
2015-09-08,0,False
2015-09-09,40,False
2015-09-10,27,False
2015-09-11,28,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,26,False
2015-09-15,0,False
2015-09-16,0,False
2015-09-17,27,False
2015-09-18,0,False
2015-09-19,0,False
2015-09-20,31,False
2015-09-21,27,False
2015-09-22,80,False
2015-09-23,13,False
2015-09-24,14,False
2015-09-25,28,False
2015-09-26,0,False
2015-09-27,16,False
2015-09-28,13,False
2015-09-29,52,False
2015-09-30,26,False
2015-10-01,66,False
2015-10-02,14,False
2015-10-03,16,False
2015-10-04,0,False
2015-10-05,67,False
2015-10-06,26,False
2015-10-07,53,False
2015-10-08,40,False
2015-10-09,0,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,0,False
2015-10-13,26,False
2015-10-14,13,False
2015-10-15,0,False
2015-10-16,41,False
2015-10-17,0,False
2015-10-18,15,False
2015-10-19,52,False
2015-10-20,13,False
2015-10-21,53,False
2015-10-22,39,False
2015-10-23,42,False
2015-10-24,0,False
2015-10-25,0,False
2015-10-26,13,False
2015-10-27,52,False
2015-10-28,64,False
2015-10-29,0,False
2015-10-30,41,False
2015-10-31,47,False
2015-11-01,0,False
2015-11-02,13,False
2015-11-03,26,False
2015-11-04,26,False
2015-11-05,0,False
2015-11-06,14,False
2015-11-07,30,False
2015-11-08,30,False
2015-11-09,77,False
2015-11-10,0,False
2015-11-11,13,False
2015-11-12,40,False
2015-11-13,55,False
2015-11-14,0,False
2015-11-15,15,False
2015-11-16,64,False
2015-11-17,26,False
2015-11-18,26,False
2015-11-19,13,False
2015-11-20,41,False
2015-11-21,0,False
2015-11-22,0,False
2015-11-23,0,False
2015-11-24,0,False
2015-11-25,52,False
2015-11-26,41,False
2015-11-27,0,False
2015-11-28,0,False
2015-11-29,0,False
2015-11-30,25,False
2015-12-01,13,False
2015-12-02,26,False
