date,ESRX,isPartial
2013-06-29,17,False
2013-06-30,0,False
2013-07-01,27,False
2013-07-02,27,False
2013-07-03,34,False
2013-07-04,14,False
2013-07-05,22,False
2013-07-06,35,False
2013-07-07,0,False
2013-07-08,21,False
2013-07-09,21,False
2013-07-10,97,False
2013-07-11,84,False
2013-07-12,51,False
2013-07-13,34,False
2013-07-14,0,False
2013-07-15,14,False
2013-07-16,27,False
2013-07-17,63,False
2013-07-18,43,False
2013-07-19,43,False
2013-07-20,17,False
2013-07-21,17,False
2013-07-22,14,False
2013-07-23,54,False
2013-07-24,48,False
2013-07-25,56,False
2013-07-26,36,False
2013-07-27,17,False
2013-07-28,17,False
2013-07-29,88,False
2013-07-30,94,False
2013-07-31,69,False
2013-08-01,35,False
2013-08-02,51,False
2013-08-03,17,False
2013-08-04,51,False
2013-08-05,35,False
2013-08-06,48,False
2013-08-07,49,False
2013-08-08,71,False
2013-08-09,15,False
2013-08-10,0,False
2013-08-11,25,False
2013-08-12,48,False
2013-08-13,27,False
2013-08-14,42,False
2013-08-15,73,False
2013-08-16,15,False
2013-08-17,17,False
2013-08-18,16,False
2013-08-19,20,False
2013-08-20,20,False
2013-08-21,47,False
2013-08-22,34,False
2013-08-23,21,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,53,False
2013-08-27,33,False
2013-08-28,33,False
2013-08-29,0,False
2013-08-30,42,False
2013-08-31,16,False
2013-09-01,16,False
2013-09-02,0,False
2013-09-03,20,False
2013-09-04,13,False
2013-09-05,13,False
2013-09-06,21,False
2013-09-07,16,False
2013-09-08,15,False
2013-09-09,52,False
2013-09-10,32,False
2013-09-11,45,False
2013-09-12,33,False
2013-09-13,34,False
2013-09-14,16,False
2013-09-15,15,False
2013-09-16,19,False
2013-09-17,38,False
2013-09-18,84,False
2013-09-19,20,False
2013-09-20,55,False
2013-09-21,31,False
2013-09-22,0,False
2013-09-23,13,False
2013-09-24,39,False
2013-09-25,52,False
2013-09-26,66,False
2013-09-27,27,False
2013-09-28,31,False
2013-09-29,23,False
2013-09-30,52,False
2013-10-01,44,False
2013-10-02,39,False
2013-10-03,13,False
2013-10-04,27,False
2013-10-05,15,False
2013-10-06,30,False
2013-10-07,45,False
2013-10-08,32,False
2013-10-09,19,False
2013-10-10,65,False
2013-10-11,41,False
2013-10-12,0,False
2013-10-13,15,False
2013-10-14,20,False
2013-10-15,13,False
2013-10-16,45,False
2013-10-17,33,False
2013-10-18,41,False
2013-10-19,15,False
2013-10-20,0,False
2013-10-21,25,False
2013-10-22,38,False
2013-10-23,38,False
2013-10-24,51,False
2013-10-25,100,False
2013-10-26,30,False
2013-10-27,15,False
2013-10-28,37,False
2013-10-29,63,False
2013-10-30,45,False
2013-10-31,46,False
2013-11-01,56,False
2013-11-02,30,False
2013-11-03,15,False
2013-11-04,31,False
2013-11-05,19,False
2013-11-06,56,False
2013-11-07,26,False
2013-11-08,27,False
2013-11-09,15,False
2013-11-10,15,False
2013-11-11,19,False
2013-11-12,25,False
2013-11-13,51,False
2013-11-14,19,False
2013-11-15,40,False
2013-11-16,15,False
2013-11-17,0,False
2013-11-18,31,False
2013-11-19,19,False
2013-11-20,31,False
2013-11-21,38,False
2013-11-22,13,False
2013-11-23,15,False
2013-11-24,0,False
2013-11-25,25,False
2013-11-26,37,False
2013-11-27,12,False
2013-11-28,13,False
2013-11-29,20,False
2013-11-30,15,False
2013-12-01,28,False
2013-12-02,48,False
2013-12-03,37,False
2013-12-04,37,False
2013-12-05,44,False
2013-12-06,33,False
2013-12-07,15,False
2013-12-08,0,False
2013-12-09,31,False
2013-12-10,31,False
2013-12-11,44,False
2013-12-12,38,False
2013-12-13,13,False
2013-12-14,15,False
2013-12-15,0,False
2013-12-16,50,False
2013-12-17,26,False
2013-12-18,13,False
2013-12-19,20,False
2013-12-20,14,False
2013-12-21,47,False
2013-12-22,0,False
2013-12-23,42,False
2013-12-24,39,False
2013-12-25,0,False
2013-12-26,21,False
2013-12-27,42,False
2013-12-28,15,False
2013-12-29,15,False
2013-12-30,14,False
2013-12-31,31,False
2014-01-01,48,False
2014-01-02,26,False
