date,ESRX,isPartial
2013-02-19,100,False
2013-02-20,46,False
2013-02-21,37,False
2013-02-22,19,False
2013-02-23,11,False
2013-02-24,21,False
2013-02-25,36,False
2013-02-26,27,False
2013-02-27,27,False
2013-02-28,27,False
2013-03-01,0,False
2013-03-02,0,False
2013-03-03,42,False
2013-03-04,18,False
2013-03-05,36,False
2013-03-06,54,False
2013-03-07,28,False
2013-03-08,28,False
2013-03-09,32,False
2013-03-10,21,False
2013-03-11,9,False
2013-03-12,9,False
2013-03-13,26,False
2013-03-14,54,False
2013-03-15,47,False
2013-03-16,11,False
2013-03-17,10,False
2013-03-18,35,False
2013-03-19,0,False
2013-03-20,18,False
2013-03-21,0,False
2013-03-22,9,False
2013-03-23,0,False
2013-03-24,11,False
2013-03-25,18,False
2013-03-26,18,False
2013-03-27,27,False
2013-03-28,48,False
2013-03-29,31,False
2013-03-30,22,False
2013-03-31,0,False
2013-04-01,9,False
2013-04-02,18,False
2013-04-03,36,False
2013-04-04,18,False
2013-04-05,19,False
2013-04-06,11,False
2013-04-07,0,False
2013-04-08,17,False
2013-04-09,18,False
2013-04-10,18,False
2013-04-11,9,False
2013-04-12,47,False
2013-04-13,11,False
2013-04-14,21,False
2013-04-15,27,False
2013-04-16,18,False
2013-04-17,18,False
2013-04-18,0,False
2013-04-19,9,False
2013-04-20,0,False
2013-04-21,21,False
2013-04-22,18,False
2013-04-23,0,False
2013-04-24,27,False
2013-04-25,19,False
2013-04-26,38,False
2013-04-27,11,False
2013-04-28,0,False
2013-04-29,44,False
2013-04-30,73,False
2013-05-01,20,False
2013-05-02,36,False
2013-05-03,58,False
2013-05-04,11,False
2013-05-05,0,False
2013-05-06,0,False
2013-05-07,18,False
2013-05-08,18,False
2013-05-09,0,False
2013-05-10,10,False
2013-05-11,22,False
2013-05-12,0,False
2013-05-13,35,False
2013-05-14,9,False
2013-05-15,27,False
2013-05-16,9,False
2013-05-17,19,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,36,False
2013-05-21,35,False
2013-05-22,35,False
2013-05-23,36,False
2013-05-24,9,False
2013-05-25,11,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,26,False
2013-05-29,9,False
2013-05-30,9,False
2013-05-31,9,False
2013-06-01,11,False
2013-06-02,0,False
2013-06-03,87,False
2013-06-04,9,False
2013-06-05,9,False
2013-06-06,9,False
2013-06-07,37,False
2013-06-08,11,False
2013-06-09,0,False
2013-06-10,26,False
2013-06-11,0,False
2013-06-12,0,False
2013-06-13,18,False
2013-06-14,0,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,18,False
2013-06-18,0,False
2013-06-19,27,False
2013-06-20,27,False
2013-06-21,56,False
2013-06-22,11,False
2013-06-23,0,False
2013-06-24,0,False
2013-06-25,35,False
2013-06-26,9,False
2013-06-27,9,False
2013-06-28,0,False
2013-06-29,0,False
2013-06-30,11,False
2013-07-01,27,False
2013-07-02,18,False
2013-07-03,27,False
2013-07-04,9,False
2013-07-05,20,False
2013-07-06,11,False
2013-07-07,0,False
2013-07-08,9,False
2013-07-09,36,False
2013-07-10,27,False
2013-07-11,46,False
2013-07-12,19,False
2013-07-13,34,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,9,False
2013-07-17,28,False
2013-07-18,0,False
2013-07-19,10,False
2013-07-20,0,False
2013-07-21,0,False
2013-07-22,9,False
2013-07-23,27,False
2013-07-24,18,False
2013-07-25,19,False
2013-07-26,67,False
2013-07-27,11,False
2013-07-28,11,False
2013-07-29,36,False
2013-07-30,53,False
2013-07-31,36,False
2013-08-01,9,False
2013-08-02,29,False
2013-08-03,0,False
2013-08-04,0,False
2013-08-05,27,False
2013-08-06,37,False
2013-08-07,37,False
2013-08-08,0,False
2013-08-09,0,False
2013-08-10,11,False
2013-08-11,33,False
2013-08-12,27,False
2013-08-13,18,False
2013-08-14,18,False
2013-08-15,48,False
2013-08-16,19,False
2013-08-17,11,False
2013-08-18,0,False
2013-08-19,0,False
2013-08-20,27,False
2013-08-21,27,False
2013-08-22,27,False
2013-08-23,28,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,34,False
2013-08-27,17,False
2013-08-28,18,False
2013-08-29,0,False
2013-08-30,0,False
2013-08-31,0,False
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,26,False
2013-09-04,9,False
2013-09-05,9,False
2013-09-06,9,False
2013-09-07,21,False
2013-09-08,0,False
2013-09-09,9,False
2013-09-10,25,False
2013-09-11,17,False
2013-09-12,51,False
2013-09-13,36,False
2013-09-14,10,False
2013-09-15,0,False
2013-09-16,25,False
2013-09-17,17,False
2013-09-18,25,False
2013-09-19,34,False
2013-09-20,27,False
2013-09-21,0,False
2013-09-22,0,False
2013-09-23,26,False
2013-09-24,8,False
2013-09-25,51,False
2013-09-26,9,False
2013-09-27,18,False
2013-09-28,0,False
2013-09-29,10,False
2013-09-30,25,False
2013-10-01,17,False
2013-10-02,9,False
2013-10-03,0,False
2013-10-04,0,False
2013-10-05,10,False
2013-10-06,10,False
2013-10-07,8,False
2013-10-08,42,False
2013-10-09,0,False
2013-10-10,35,False
2013-10-11,36,False
2013-10-12,0,False
2013-10-13,20,False
2013-10-14,35,False
2013-10-15,25,False
2013-10-16,17,False
2013-10-17,52,False
2013-10-18,35,False
2013-10-19,10,False
2013-10-20,0,False
2013-10-21,25,False
2013-10-22,25,False
2013-10-23,8,False
2013-10-24,17,False
2013-10-25,88,False
2013-10-26,10,False
2013-10-27,19,False
2013-10-28,24,False
2013-10-29,25,False
2013-10-30,25,False
2013-10-31,26,False
2013-11-01,36,False
2013-11-02,0,False
2013-11-03,0,False
2013-11-04,25,False
2013-11-05,0,False
2013-11-06,41,False
