date,ESRX,isPartial
2014-07-24,12,False
2014-07-25,12,False
2014-07-26,42,False
2014-07-27,28,False
2014-07-28,12,False
2014-07-29,81,False
2014-07-30,69,False
2014-07-31,23,False
2014-08-01,60,False
2014-08-02,14,False
2014-08-03,14,False
2014-08-04,46,False
2014-08-05,34,False
2014-08-06,12,False
2014-08-07,0,False
2014-08-08,24,False
2014-08-09,0,False
2014-08-10,14,False
2014-08-11,11,False
2014-08-12,23,False
2014-08-13,34,False
2014-08-14,35,False
2014-08-15,37,False
2014-08-16,0,False
2014-08-17,0,False
2014-08-18,34,False
2014-08-19,45,False
2014-08-20,46,False
2014-08-21,45,False
2014-08-22,47,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,22,False
2014-08-26,44,False
2014-08-27,22,False
2014-08-28,11,False
2014-08-29,35,False
2014-08-30,13,False
2014-08-31,13,False
2014-09-01,0,False
2014-09-02,11,False
2014-09-03,0,False
2014-09-04,22,False
2014-09-05,45,False
2014-09-06,0,False
2014-09-07,13,False
2014-09-08,11,False
2014-09-09,11,False
2014-09-10,0,False
2014-09-11,11,False
2014-09-12,11,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,0,False
2014-09-16,11,False
2014-09-17,54,False
2014-09-18,32,False
2014-09-19,34,False
2014-09-20,0,False
2014-09-21,0,False
2014-09-22,0,False
2014-09-23,32,False
2014-09-24,0,False
2014-09-25,0,False
2014-09-26,23,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,0,False
2014-09-30,11,False
2014-10-01,22,False
2014-10-02,0,False
2014-10-03,0,False
2014-10-04,26,False
2014-10-05,0,False
2014-10-06,32,False
2014-10-07,32,False
2014-10-08,21,False
2014-10-09,43,False
2014-10-10,33,False
2014-10-11,0,False
2014-10-12,0,False
2014-10-13,11,False
2014-10-14,21,False
2014-10-15,21,False
2014-10-16,21,False
2014-10-17,55,False
2014-10-18,0,False
2014-10-19,0,False
2014-10-20,10,False
2014-10-21,21,False
2014-10-22,21,False
2014-10-23,32,False
2014-10-24,55,False
2014-10-25,13,False
2014-10-26,25,False
2014-10-27,0,False
2014-10-28,0,False
2014-10-29,42,False
2014-10-30,11,False
2014-10-31,22,False
2014-11-01,25,False
2014-11-02,0,False
2014-11-03,0,False
2014-11-04,52,False
2014-11-05,21,False
2014-11-06,31,False
2014-11-07,22,False
2014-11-08,0,False
2014-11-09,12,False
2014-11-10,0,False
2014-11-11,10,False
2014-11-12,21,False
2014-11-13,31,False
2014-11-14,32,False
2014-11-15,36,False
2014-11-16,24,False
2014-11-17,10,False
2014-11-18,100,False
2014-11-19,21,False
2014-11-20,31,False
2014-11-21,22,False
2014-11-22,0,False
2014-11-23,0,False
2014-11-24,31,False
2014-11-25,41,False
2014-11-26,21,False
2014-11-27,11,False
2014-11-28,22,False
2014-11-29,12,False
2014-11-30,0,False
2014-12-01,0,False
2014-12-02,30,False
2014-12-03,20,False
2014-12-04,41,False
2014-12-05,76,False
2014-12-06,12,False
2014-12-07,12,False
2014-12-08,52,False
2014-12-09,41,False
2014-12-10,21,False
2014-12-11,42,False
2014-12-12,22,False
2014-12-13,12,False
2014-12-14,0,False
2014-12-15,41,False
2014-12-16,52,False
2014-12-17,63,False
2014-12-18,22,False
2014-12-19,45,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,77,False
2014-12-23,68,False
2014-12-24,77,False
2014-12-25,41,False
2014-12-26,12,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,44,False
2014-12-30,11,False
2014-12-31,25,False
2015-01-01,13,False
2015-01-02,45,False
2015-01-03,0,False
2015-01-04,12,False
2015-01-05,10,False
2015-01-06,30,False
2015-01-07,20,False
2015-01-08,40,False
2015-01-09,31,False
2015-01-10,12,False
2015-01-11,11,False
2015-01-12,40,False
2015-01-13,39,False
2015-01-14,30,False
2015-01-15,20,False
2015-01-16,31,False
2015-01-17,23,False
2015-01-18,12,False
2015-01-19,10,False
2015-01-20,39,False
2015-01-21,0,False
2015-01-22,0,False
2015-01-23,51,False
2015-01-24,0,False
2015-01-25,0,False
2015-01-26,20,False
2015-01-27,29,False
2015-01-28,20,False
2015-01-29,10,False
2015-01-30,10,False
2015-01-31,11,False
2015-02-01,11,False
2015-02-02,19,False
2015-02-03,0,False
2015-02-04,10,False
2015-02-05,30,False
2015-02-06,0,False
2015-02-07,0,False
2015-02-08,34,False
2015-02-09,0,False
2015-02-10,19,False
2015-02-11,39,False
2015-02-12,69,False
2015-02-13,10,False
2015-02-14,35,False
2015-02-15,12,False
2015-02-16,0,False
2015-02-17,30,False
2015-02-18,40,False
2015-02-19,20,False
2015-02-20,20,False
2015-02-21,0,False
2015-02-22,11,False
2015-02-23,48,False
2015-02-24,38,False
2015-02-25,19,False
2015-02-26,0,False
2015-02-27,20,False
2015-02-28,11,False
2015-03-01,11,False
2015-03-02,19,False
2015-03-03,29,False
2015-03-04,39,False
2015-03-05,0,False
2015-03-06,10,False
2015-03-07,35,False
2015-03-08,35,False
2015-03-09,19,False
2015-03-10,10,False
2015-03-11,10,False
2015-03-12,20,False
2015-03-13,10,False
2015-03-14,0,False
2015-03-15,0,False
2015-03-16,48,False
2015-03-17,19,False
2015-03-18,0,False
2015-03-19,39,False
2015-03-20,10,False
2015-03-21,0,False
2015-03-22,0,False
2015-03-23,29,False
2015-03-24,19,False
2015-03-25,28,False
2015-03-26,23,False
2015-03-27,20,False
2015-03-28,0,False
2015-03-29,12,False
2015-03-30,39,False
2015-03-31,49,False
2015-04-01,30,False
2015-04-02,41,False
2015-04-03,11,False
2015-04-04,24,False
2015-04-05,12,False
2015-04-06,10,False
2015-04-07,39,False
2015-04-08,39,False
2015-04-09,59,False
2015-04-10,41,False
