date,ESRX,isPartial
2012-06-04,10,False
2012-06-05,20,False
2012-06-06,0,False
2012-06-07,31,False
2012-06-08,11,False
2012-06-09,12,False
2012-06-10,0,False
2012-06-11,0,False
2012-06-12,20,False
2012-06-13,0,False
2012-06-14,20,False
2012-06-15,11,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,20,False
2012-06-19,20,False
2012-06-20,10,False
2012-06-21,0,False
2012-06-22,43,False
2012-06-23,0,False
2012-06-24,0,False
2012-06-25,0,False
2012-06-26,20,False
2012-06-27,0,False
2012-06-28,10,False
2012-06-29,22,False
2012-06-30,0,False
2012-07-01,25,False
2012-07-02,21,False
2012-07-03,0,False
2012-07-04,11,False
2012-07-05,0,False
2012-07-06,11,False
2012-07-07,0,False
2012-07-08,13,False
2012-07-09,41,False
2012-07-10,10,False
2012-07-11,10,False
2012-07-12,10,False
2012-07-13,11,False
2012-07-14,13,False
2012-07-15,13,False
2012-07-16,20,False
2012-07-17,0,False
2012-07-18,20,False
2012-07-19,31,False
2012-07-20,11,False
2012-07-21,13,False
2012-07-22,13,False
2012-07-23,20,False
2012-07-24,20,False
2012-07-25,10,False
2012-07-26,31,False
2012-07-27,0,False
2012-07-28,0,False
2012-07-29,13,False
2012-07-30,0,False
2012-07-31,0,False
2012-08-01,10,False
2012-08-02,10,False
2012-08-03,22,False
2012-08-04,13,False
2012-08-05,0,False
2012-08-06,10,False
2012-08-07,10,False
2012-08-08,72,False
2012-08-09,63,False
2012-08-10,21,False
2012-08-11,13,False
2012-08-12,13,False
2012-08-13,21,False
2012-08-14,20,False
2012-08-15,11,False
2012-08-16,11,False
2012-08-17,11,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,11,False
2012-08-21,10,False
2012-08-22,21,False
2012-08-23,10,False
2012-08-24,11,False
2012-08-25,0,False
2012-08-26,12,False
2012-08-27,0,False
2012-08-28,20,False
2012-08-29,30,False
2012-08-30,10,False
2012-08-31,31,False
2012-09-01,12,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,10,False
2012-09-05,30,False
2012-09-06,61,False
2012-09-07,21,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,39,False
2012-09-11,10,False
2012-09-12,0,False
2012-09-13,20,False
2012-09-14,10,False
2012-09-15,24,False
2012-09-16,0,False
2012-09-17,10,False
2012-09-18,29,False
2012-09-19,49,False
2012-09-20,20,False
2012-09-21,41,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,19,False
2012-09-25,19,False
2012-09-26,10,False
2012-09-27,29,False
2012-09-28,21,False
2012-09-29,35,False
2012-09-30,0,False
2012-10-01,39,False
2012-10-02,10,False
2012-10-03,39,False
2012-10-04,29,False
2012-10-05,29,False
2012-10-06,23,False
2012-10-07,11,False
2012-10-08,9,False
2012-10-09,9,False
2012-10-10,37,False
2012-10-11,29,False
2012-10-12,20,False
2012-10-13,23,False
2012-10-14,0,False
2012-10-15,18,False
2012-10-16,18,False
2012-10-17,9,False
2012-10-18,19,False
2012-10-19,0,False
2012-10-20,0,False
2012-10-21,0,False
