date,ESRX,isPartial
2017-05-29,6,False
2017-05-30,11,False
2017-05-31,19,False
2017-06-01,11,False
2017-06-02,20,False
2017-06-03,6,False
2017-06-04,6,False
2017-06-05,25,False
2017-06-06,19,False
2017-06-07,21,False
2017-06-08,13,False
2017-06-09,11,False
2017-06-10,7,False
2017-06-11,10,False
2017-06-12,21,False
2017-06-13,19,False
2017-06-14,22,False
2017-06-15,28,False
2017-06-16,26,False
2017-06-17,0,False
2017-06-18,0,False
2017-06-19,16,False
2017-06-20,18,False
2017-06-21,18,False
2017-06-22,13,False
2017-06-23,16,False
2017-06-24,6,False
2017-06-25,6,False
2017-06-26,14,False
2017-06-27,14,False
2017-06-28,42,False
2017-06-29,14,False
2017-06-30,17,False
2017-07-01,13,False
2017-07-02,6,False
2017-07-03,20,False
2017-07-04,11,False
2017-07-05,17,False
2017-07-06,11,False
2017-07-07,20,False
2017-07-08,13,False
2017-07-09,0,False
2017-07-10,31,False
2017-07-11,14,False
2017-07-12,11,False
2017-07-13,23,False
2017-07-14,12,False
2017-07-15,6,False
2017-07-16,0,False
2017-07-17,17,False
2017-07-18,8,False
2017-07-19,11,False
2017-07-20,14,False
2017-07-21,17,False
2017-07-22,13,False
2017-07-23,0,False
2017-07-24,14,False
2017-07-25,33,False
2017-07-26,33,False
2017-07-27,17,False
2017-07-28,26,False
2017-07-29,13,False
2017-07-30,6,False
2017-07-31,14,False
2017-08-01,16,False
2017-08-02,10,False
2017-08-03,13,False
2017-08-04,25,False
2017-08-05,13,False
2017-08-06,6,False
2017-08-07,24,False
2017-08-08,18,False
2017-08-09,29,False
2017-08-10,11,False
2017-08-11,17,False
2017-08-12,0,False
2017-08-13,6,False
2017-08-14,16,False
2017-08-15,8,False
2017-08-16,16,False
2017-08-17,16,False
2017-08-18,22,False
2017-08-19,0,False
2017-08-20,6,False
2017-08-21,13,False
2017-08-22,21,False
2017-08-23,19,False
2017-08-24,13,False
2017-08-25,9,False
2017-08-26,6,False
2017-08-27,0,False
2017-08-28,16,False
2017-08-29,21,False
2017-08-30,19,False
2017-08-31,11,False
2017-09-01,14,False
2017-09-02,0,False
2017-09-03,12,False
2017-09-04,0,False
2017-09-05,5,False
2017-09-06,16,False
2017-09-07,5,False
2017-09-08,8,False
2017-09-09,0,False
2017-09-10,0,False
2017-09-11,10,False
2017-09-12,18,False
2017-09-13,13,False
2017-09-14,13,False
2017-09-15,22,False
2017-09-16,12,False
2017-09-17,9,False
2017-09-18,16,False
2017-09-19,8,False
2017-09-20,21,False
2017-09-21,16,False
2017-09-22,22,False
2017-09-23,12,False
2017-09-24,6,False
2017-09-25,21,False
2017-09-26,18,False
2017-09-27,8,False
2017-09-28,21,False
2017-09-29,17,False
2017-09-30,12,False
2017-10-01,24,False
2017-10-02,23,False
2017-10-03,23,False
2017-10-04,23,False
2017-10-05,26,False
2017-10-06,16,False
2017-10-07,12,False
2017-10-08,0,False
2017-10-09,47,False
2017-10-10,48,False
2017-10-11,23,False
2017-10-12,16,False
2017-10-13,19,False
2017-10-14,12,False
2017-10-15,18,False
2017-10-16,18,False
2017-10-17,28,False
2017-10-18,44,False
2017-10-19,18,False
2017-10-20,5,False
2017-10-21,12,False
2017-10-22,6,False
2017-10-23,13,False
2017-10-24,46,False
2017-10-25,51,False
2017-10-26,44,False
2017-10-27,41,False
2017-10-28,6,False
2017-10-29,12,False
2017-10-30,28,False
2017-10-31,37,False
2017-11-01,13,False
2017-11-02,16,False
2017-11-03,27,False
2017-11-04,0,False
2017-11-05,0,False
2017-11-06,25,False
2017-11-07,13,False
2017-11-08,23,False
2017-11-09,20,False
2017-11-10,26,False
2017-11-11,9,False
2017-11-12,0,False
2017-11-13,7,False
2017-11-14,23,False
2017-11-15,28,False
2017-11-16,15,False
2017-11-17,16,False
2017-11-18,6,False
2017-11-19,0,False
2017-11-20,20,False
2017-11-21,18,False
2017-11-22,15,False
2017-11-23,5,False
2017-11-24,10,False
2017-11-25,6,False
2017-11-26,0,False
2017-11-27,17,False
2017-11-28,5,False
2017-11-29,13,False
2017-11-30,25,False
2017-12-01,18,False
2017-12-02,15,False
2017-12-03,11,False
2017-12-04,52,False
2017-12-05,37,False
2017-12-06,33,False
2017-12-07,18,False
2017-12-08,35,False
2017-12-09,9,False
2017-12-10,0,False
2017-12-11,25,False
2017-12-12,20,False
2017-12-13,25,False
2017-12-14,31,False
2017-12-15,27,False
2017-12-16,15,False
2017-12-17,12,False
2017-12-18,38,False
2017-12-19,16,False
2017-12-20,37,False
2017-12-21,35,False
2017-12-22,37,False
2017-12-23,12,False
2017-12-24,7,False
2017-12-25,13,False
2017-12-26,26,False
2017-12-27,14,False
2017-12-28,11,False
2017-12-29,37,False
2017-12-30,6,False
2017-12-31,0,False
2018-01-01,6,False
2018-01-02,29,False
2018-01-03,23,False
2018-01-04,30,False
2018-01-05,39,False
2018-01-06,9,False
2018-01-07,8,False
2018-01-08,20,False
2018-01-09,49,False
2018-01-10,40,False
2018-01-11,37,False
2018-01-12,44,False
2018-01-13,20,False
2018-01-14,8,False
2018-01-15,15,False
2018-01-16,27,False
2018-01-17,41,False
2018-01-18,37,False
2018-01-19,28,False
2018-01-20,8,False
2018-01-21,0,False
2018-01-22,32,False
2018-01-23,17,False
2018-01-24,22,False
2018-01-25,27,False
2018-01-26,33,False
2018-01-27,14,False
2018-01-28,6,False
2018-01-29,34,False
2018-01-30,100,False
2018-01-31,46,False
2018-02-01,29,False
2018-02-02,28,False
2018-02-03,6,False
2018-02-04,6,False
2018-02-05,15,False
2018-02-06,36,False
2018-02-07,15,False
2018-02-08,15,False
2018-02-09,35,False
2018-02-10,6,False
2018-02-11,0,False
2018-02-12,17,False
2018-02-13,15,False
