date,ESRX,isPartial
2011-09-18,0,False
2011-09-19,14,False
2011-09-20,14,False
2011-09-21,9,False
2011-09-22,10,False
2011-09-23,10,False
2011-09-24,0,False
2011-09-25,0,False
2011-09-26,19,False
2011-09-27,0,False
2011-09-28,14,False
2011-09-29,9,False
2011-09-30,10,False
2011-10-01,0,False
2011-10-02,0,False
2011-10-03,10,False
2011-10-04,19,False
2011-10-05,9,False
2011-10-06,47,False
2011-10-07,15,False
2011-10-08,0,False
2011-10-09,0,False
2011-10-10,14,False
2011-10-11,17,False
2011-10-12,27,False
2011-10-13,14,False
2011-10-14,19,False
2011-10-15,11,False
2011-10-16,11,False
2011-10-17,0,False
2011-10-18,23,False
2011-10-19,9,False
2011-10-20,9,False
2011-10-21,15,False
2011-10-22,0,False
2011-10-23,11,False
2011-10-24,9,False
2011-10-25,18,False
2011-10-26,23,False
2011-10-27,19,False
2011-10-28,10,False
2011-10-29,0,False
2011-10-30,11,False
2011-10-31,0,False
2011-11-01,14,False
2011-11-02,14,False
2011-11-03,23,False
2011-11-04,10,False
2011-11-05,0,False
2011-11-06,11,False
2011-11-07,14,False
2011-11-08,18,False
2011-11-09,14,False
2011-11-10,9,False
2011-11-11,15,False
2011-11-12,11,False
2011-11-13,22,False
2011-11-14,13,False
2011-11-15,9,False
2011-11-16,22,False
2011-11-17,9,False
2011-11-18,19,False
2011-11-19,11,False
2011-11-20,0,False
2011-11-21,18,False
2011-11-22,27,False
2011-11-23,9,False
2011-11-24,10,False
2011-11-25,30,False
2011-11-26,11,False
2011-11-27,0,False
2011-11-28,26,False
2011-11-29,18,False
2011-11-30,13,False
2011-12-01,45,False
2011-12-02,9,False
2011-12-03,11,False
2011-12-04,0,False
2011-12-05,9,False
2011-12-06,0,False
2011-12-07,18,False
2011-12-08,9,False
2011-12-09,9,False
2011-12-10,0,False
2011-12-11,11,False
2011-12-12,9,False
2011-12-13,0,False
2011-12-14,27,False
2011-12-15,18,False
2011-12-16,10,False
2011-12-17,0,False
2011-12-18,11,False
2011-12-19,9,False
2011-12-20,19,False
2011-12-21,9,False
2011-12-22,10,False
2011-12-23,16,False
2011-12-24,0,False
2011-12-25,0,False
2011-12-26,11,False
2011-12-27,14,False
2011-12-28,10,False
2011-12-29,0,False
2011-12-30,15,False
2011-12-31,0,False
2012-01-01,0,False
2012-01-02,0,False
2012-01-03,18,False
2012-01-04,9,False
2012-01-05,18,False
2012-01-06,14,False
2012-01-07,0,False
2012-01-08,10,False
2012-01-09,17,False
2012-01-10,34,False
2012-01-11,9,False
2012-01-12,13,False
2012-01-13,13,False
2012-01-14,10,False
2012-01-15,10,False
2012-01-16,0,False
2012-01-17,13,False
2012-01-18,25,False
2012-01-19,0,False
2012-01-20,9,False
2012-01-21,0,False
2012-01-22,10,False
2012-01-23,8,False
2012-01-24,8,False
2012-01-25,13,False
2012-01-26,13,False
2012-01-27,22,False
2012-01-28,10,False
2012-01-29,10,False
2012-01-30,0,False
2012-01-31,0,False
2012-02-01,17,False
2012-02-02,8,False
2012-02-03,0,False
2012-02-04,10,False
2012-02-05,0,False
2012-02-06,34,False
2012-02-07,33,False
2012-02-08,0,False
2012-02-09,17,False
2012-02-10,17,False
2012-02-11,10,False
2012-02-12,10,False
2012-02-13,12,False
2012-02-14,25,False
2012-02-15,34,False
2012-02-16,42,False
2012-02-17,9,False
2012-02-18,10,False
2012-02-19,0,False
2012-02-20,0,False
2012-02-21,13,False
2012-02-22,37,False
2012-02-23,42,False
2012-02-24,17,False
2012-02-25,20,False
2012-02-26,10,False
2012-02-27,33,False
2012-02-28,8,False
2012-02-29,16,False
2012-03-01,17,False
2012-03-02,9,False
2012-03-03,10,False
2012-03-04,0,False
2012-03-05,13,False
2012-03-06,0,False
2012-03-07,21,False
2012-03-08,13,False
2012-03-09,17,False
2012-03-10,10,False
2012-03-11,10,False
2012-03-12,16,False
2012-03-13,16,False
2012-03-14,29,False
2012-03-15,12,False
2012-03-16,17,False
2012-03-17,20,False
2012-03-18,10,False
2012-03-19,16,False
2012-03-20,8,False
2012-03-21,8,False
2012-03-22,8,False
2012-03-23,18,False
2012-03-24,10,False
2012-03-25,0,False
2012-03-26,20,False
2012-03-27,66,False
2012-03-28,8,False
2012-03-29,17,False
2012-03-30,18,False
2012-03-31,25,False
2012-04-01,20,False
2012-04-02,33,False
2012-04-03,100,False
2012-04-04,47,False
2012-04-05,26,False
2012-04-06,14,False
2012-04-07,0,False
2012-04-08,0,False
2012-04-09,20,False
2012-04-10,17,False
2012-04-11,20,False
2012-04-12,12,False
2012-04-13,26,False
2012-04-14,20,False
2012-04-15,0,False
2012-04-16,33,False
2012-04-17,49,False
2012-04-18,33,False
2012-04-19,25,False
2012-04-20,22,False
2012-04-21,10,False
2012-04-22,0,False
2012-04-23,16,False
2012-04-24,24,False
2012-04-25,16,False
2012-04-26,8,False
2012-04-27,9,False
2012-04-28,10,False
2012-04-29,10,False
2012-04-30,13,False
2012-05-01,9,False
2012-05-02,32,False
2012-05-03,12,False
2012-05-04,9,False
2012-05-05,10,False
2012-05-06,10,False
2012-05-07,24,False
2012-05-08,8,False
2012-05-09,16,False
2012-05-10,41,False
2012-05-11,30,False
2012-05-12,10,False
2012-05-13,10,False
2012-05-14,12,False
2012-05-15,12,False
2012-05-16,16,False
2012-05-17,13,False
2012-05-18,0,False
2012-05-19,15,False
2012-05-20,0,False
2012-05-21,24,False
2012-05-22,12,False
2012-05-23,16,False
2012-05-24,17,False
2012-05-25,13,False
2012-05-26,26,False
2012-05-27,0,False
2012-05-28,9,False
2012-05-29,16,False
2012-05-30,16,False
2012-05-31,12,False
2012-06-01,17,False
2012-06-02,10,False
2012-06-03,0,False
2012-06-04,8,False
