date,ESRX,isPartial
2016-05-04,13,False
2016-05-05,14,False
2016-05-06,28,False
2016-05-07,0,False
2016-05-08,8,False
2016-05-09,27,False
2016-05-10,13,False
2016-05-11,33,False
2016-05-12,7,False
2016-05-13,35,False
2016-05-14,8,False
2016-05-15,0,False
2016-05-16,20,False
2016-05-17,13,False
2016-05-18,13,False
2016-05-19,33,False
2016-05-20,14,False
2016-05-21,0,False
2016-05-22,8,False
2016-05-23,7,False
2016-05-24,20,False
2016-05-25,27,False
2016-05-26,7,False
2016-05-27,21,False
2016-05-28,0,False
2016-05-29,8,False
2016-05-30,0,False
2016-05-31,13,False
2016-06-01,0,False
2016-06-02,20,False
2016-06-03,21,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,7,False
2016-06-07,13,False
2016-06-08,13,False
2016-06-09,14,False
2016-06-10,28,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,7,False
2016-06-14,20,False
2016-06-15,13,False
2016-06-16,0,False
2016-06-17,21,False
2016-06-18,8,False
2016-06-19,0,False
2016-06-20,20,False
2016-06-21,27,False
2016-06-22,27,False
2016-06-23,14,False
2016-06-24,28,False
2016-06-25,8,False
2016-06-26,16,False
2016-06-27,27,False
2016-06-28,20,False
2016-06-29,27,False
2016-06-30,0,False
2016-07-01,14,False
2016-07-02,8,False
2016-07-03,0,False
2016-07-04,0,False
2016-07-05,0,False
2016-07-06,7,False
2016-07-07,22,False
2016-07-08,0,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,14,False
2016-07-12,35,False
2016-07-13,36,False
2016-07-14,41,False
2016-07-15,29,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,21,False
2016-07-19,14,False
2016-07-20,7,False
2016-07-21,22,False
2016-07-22,36,False
2016-07-23,8,False
2016-07-24,8,False
2016-07-25,35,False
2016-07-26,56,False
2016-07-27,63,False
2016-07-28,14,False
2016-07-29,15,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,14,False
2016-08-02,7,False
2016-08-03,14,False
2016-08-04,21,False
2016-08-05,23,False
2016-08-06,0,False
2016-08-07,9,False
2016-08-08,7,False
2016-08-09,21,False
2016-08-10,7,False
2016-08-11,15,False
2016-08-12,15,False
2016-08-13,9,False
2016-08-14,9,False
2016-08-15,23,False
2016-08-16,22,False
2016-08-17,23,False
2016-08-18,8,False
2016-08-19,8,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,22,False
2016-08-23,15,False
2016-08-24,22,False
2016-08-25,100,False
2016-08-26,37,False
2016-08-27,8,False
2016-08-28,16,False
2016-08-29,21,False
2016-08-30,14,False
2016-08-31,7,False
2016-09-01,0,False
2016-09-02,14,False
2016-09-03,8,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,41,False
2016-09-07,0,False
2016-09-08,7,False
2016-09-09,14,False
2016-09-10,8,False
2016-09-11,0,False
2016-09-12,21,False
2016-09-13,14,False
2016-09-14,7,False
2016-09-15,21,False
2016-09-16,36,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,27,False
2016-09-20,13,False
2016-09-21,7,False
2016-09-22,28,False
2016-09-23,0,False
2016-09-24,8,False
2016-09-25,0,False
2016-09-26,27,False
2016-09-27,0,False
2016-09-28,0,False
2016-09-29,14,False
2016-09-30,14,False
2016-10-01,0,False
2016-10-02,8,False
2016-10-03,14,False
2016-10-04,20,False
2016-10-05,27,False
2016-10-06,7,False
2016-10-07,7,False
2016-10-08,8,False
2016-10-09,0,False
2016-10-10,20,False
2016-10-11,20,False
2016-10-12,14,False
2016-10-13,27,False
2016-10-14,14,False
2016-10-15,0,False
2016-10-16,0,False
2016-10-17,0,False
2016-10-18,20,False
2016-10-19,20,False
2016-10-20,13,False
2016-10-21,35,False
