date,MU
2011-05-11,44
2011-05-12,45
2011-05-13,48
2011-05-14,63
2011-05-15,59
2011-05-16,45
2011-05-17,45
2011-05-18,44
2011-05-19,46
2011-05-20,47
2011-05-21,60
2011-05-22,61
2011-05-23,46
2011-05-24,48
2011-05-25,49
2011-05-26,48
2011-05-27,58
2011-05-28,100
2011-05-29,81
2011-05-30,53
2011-05-31,47
2011-06-01,48
2011-06-02,51
2011-06-03,50
2011-06-04,60
2011-06-05,61
2011-06-06,47
2011-06-07,45
2011-06-08,47
2011-06-09,47
2011-06-10,51
2011-06-11,62
2011-06-12,61
2011-06-13,50
2011-06-14,47
2011-06-15,47
2011-06-16,48
2011-06-17,49
2011-06-18,61
2011-06-19,61
2011-06-20,49
2011-06-21,46
2011-06-22,48
2011-06-23,50
2011-06-24,53
2011-06-25,63
2011-06-26,61
2011-06-27,49
2011-06-28,48
2011-06-29,49
2011-06-30,50
2011-07-01,53
2011-07-02,61
2011-07-03,60
2011-07-04,53
2011-07-05,49
2011-07-06,49
2011-07-07,49
2011-07-08,50
2011-07-09,61
2011-07-10,62
2011-07-11,49
2011-07-12,49
2011-07-13,50
2011-07-14,53
2011-07-15,54
2011-07-16,64
2011-07-17,66
2011-07-18,53
2011-07-19,53
2011-07-20,54
2011-07-21,54
2011-07-22,55
2011-07-23,63
2011-07-24,64
2011-07-25,54
2011-07-26,52
2011-07-27,54
2011-07-28,55
2011-07-29,56
2011-07-30,69
2011-07-31,71
2011-08-01,55
2011-08-02,55
2011-08-03,55
2011-08-04,54
2011-08-05,54
2011-08-06,67
2011-08-07,74
2011-08-08,56
2011-08-09,53
2011-08-10,53
2011-08-11,53
2011-08-12,56
2011-08-13,66
2011-08-14,69
2011-08-15,58
2011-08-16,53
2011-08-17,54
2011-08-18,54
2011-08-19,56
2011-08-20,67
2011-08-21,69
2011-08-22,57
2011-08-23,54
2011-08-24,53
2011-08-25,52
2011-08-26,53
2011-08-27,65
2011-08-28,79
2011-08-29,57
2011-08-30,52
2011-08-31,51
2011-09-01,52
2011-09-02,53
2011-09-03,64
2011-09-04,65
2011-09-05,51
2011-09-06,49
2011-09-07,51
2011-09-08,50
2011-09-09,51
2011-09-10,65
2011-09-11,65
2011-09-12,51
2011-09-13,49
2011-09-14,51
2011-09-15,51
2011-09-16,54
2011-09-17,69
2011-09-18,83
2011-09-19,53
2011-09-20,49
2011-09-21,50
2011-09-22,51
2011-09-23,53
2011-09-24,67
2011-09-25,67
2011-09-26,50
2011-09-27,50
2011-09-28,51
2011-09-29,52
2011-09-30,54
2011-10-01,66
2011-10-02,66
2011-10-03,50
2011-10-04,50
2011-10-05,51
2011-10-06,50
2011-10-07,52
2011-10-08,65
2011-10-09,65
2011-10-10,51
2011-10-11,51
2011-10-12,52
2011-10-13,51
2011-10-14,52
2011-10-15,74
2011-10-16,64
2011-10-17,49
2011-10-18,50
2011-10-19,49
2011-10-20,49
2011-10-21,52
2011-10-22,68
2011-10-23,86
2011-10-24,57
2011-10-25,52
2011-10-26,52
2011-10-27,52
2011-10-28,54
2011-10-29,68
2011-10-30,66
2011-10-31,54
2011-11-01,58
2011-11-02,53
2011-11-03,52
2011-11-04,52
2011-11-05,65
2011-11-06,62
2011-11-07,49
2011-11-08,48
2011-11-09,49
2011-11-10,48
2011-11-11,53
2011-11-12,64
2011-11-13,62
2011-11-14,49
2011-11-15,50
2011-11-16,50
2011-11-17,49
2011-11-18,52
2011-11-19,62
2011-11-20,65
2011-11-21,50
2011-11-22,51
2011-11-23,51
2011-11-24,51
2011-11-25,52
2011-11-26,70
2011-11-27,66
2011-11-28,50
2011-11-29,50
2011-11-30,51
2011-12-01,49
2011-12-02,51
2011-12-03,64
2011-12-04,65
2011-12-05,49
2011-12-06,49
2011-12-07,51
2011-12-08,52
2011-12-09,52
2011-12-10,62
2011-12-11,63
2011-12-12,49
2011-12-13,49
2011-12-14,49
2011-12-15,49
2011-12-16,51
2011-12-17,60
2011-12-18,64
2011-12-19,52
2011-12-20,52
2011-12-21,53
2011-12-22,54
2011-12-23,57
2011-12-24,62
2011-12-25,64
2011-12-26,64
2011-12-27,57
2011-12-28,56
2011-12-29,57
2011-12-30,56
2011-12-31,61
2012-01-01,63
2012-01-02,57
2012-01-03,53
2012-01-04,53
2012-01-05,52
2012-01-06,54
2012-01-07,64
2012-01-08,72
2012-01-09,50
2012-01-10,48
2012-01-11,50
2012-01-12,50
2012-01-13,52
2012-01-14,61
2012-01-15,62
2012-01-16,50
2012-01-17,48
2012-01-18,47
2012-01-19,50
2012-01-20,45
2012-01-21,45
2012-01-22,48
2012-01-23,38
2012-01-24,35
2012-01-25,34
2012-01-26,35
