date,MU
2015-04-10,39
2015-04-11,45
2015-04-12,74
2015-04-13,47
2015-04-14,39
2015-04-15,38
2015-04-16,39
2015-04-17,43
2015-04-18,100
2015-04-19,58
2015-04-20,41
2015-04-21,39
2015-04-22,38
2015-04-23,37
2015-04-24,37
2015-04-25,42
2015-04-26,52
2015-04-27,37
2015-04-28,37
2015-04-29,36
2015-04-30,38
2015-05-01,42
2015-05-02,45
2015-05-03,41
2015-05-04,37
2015-05-05,36
2015-05-06,36
2015-05-07,36
2015-05-08,39
2015-05-09,47
2015-05-10,44
2015-05-11,37
2015-05-12,37
2015-05-13,38
2015-05-14,39
2015-05-15,41
2015-05-16,44
2015-05-17,61
2015-05-18,41
2015-05-19,37
2015-05-20,37
2015-05-21,37
2015-05-22,37
2015-05-23,42
2015-05-24,46
2015-05-25,38
2015-05-26,38
2015-05-27,37
2015-05-28,37
2015-05-29,38
2015-05-30,41
2015-05-31,41
2015-06-01,36
2015-06-02,36
2015-06-03,37
2015-06-04,38
2015-06-05,38
2015-06-06,41
2015-06-07,42
2015-06-08,38
2015-06-09,37
2015-06-10,38
2015-06-11,38
2015-06-12,38
2015-06-13,40
2015-06-14,39
2015-06-15,37
2015-06-16,38
2015-06-17,39
2015-06-18,43
2015-06-19,41
2015-06-20,46
2015-06-21,46
2015-06-22,41
2015-06-23,40
2015-06-24,43
2015-06-25,42
2015-06-26,43
2015-06-27,46
2015-06-28,45
2015-06-29,41
2015-06-30,41
2015-07-01,42
2015-07-02,42
2015-07-03,43
2015-07-04,45
2015-07-05,46
2015-07-06,42
2015-07-07,41
2015-07-08,43
2015-07-09,42
2015-07-10,43
2015-07-11,48
2015-07-12,48
2015-07-13,47
2015-07-14,45
2015-07-15,42
2015-07-16,41
2015-07-17,40
2015-07-18,51
2015-07-19,44
2015-07-20,39
2015-07-21,41
2015-07-22,45
2015-07-23,43
2015-07-24,44
2015-07-25,58
2015-07-26,55
2015-07-27,43
2015-07-28,42
2015-07-29,45
2015-07-30,49
2015-07-31,41
2015-08-01,47
2015-08-02,45
2015-08-03,38
2015-08-04,40
2015-08-05,40
2015-08-06,40
2015-08-07,42
2015-08-08,68
2015-08-09,47
2015-08-10,40
2015-08-11,39
2015-08-12,39
2015-08-13,40
2015-08-14,46
2015-08-15,47
2015-08-16,43
2015-08-17,40
2015-08-18,47
2015-08-19,43
2015-08-20,42
2015-08-21,42
2015-08-22,57
2015-08-23,45
2015-08-24,39
2015-08-25,40
2015-08-26,44
2015-08-27,44
2015-08-28,44
2015-08-29,47
2015-08-30,59
2015-08-31,43
2015-09-01,42
2015-09-02,42
2015-09-03,40
2015-09-04,40
2015-09-05,44
2015-09-06,44
2015-09-07,40
2015-09-08,38
2015-09-09,39
2015-09-10,40
2015-09-11,41
2015-09-12,72
2015-09-13,54
2015-09-14,41
2015-09-15,48
2015-09-16,45
2015-09-17,40
2015-09-18,42
2015-09-19,46
2015-09-20,55
2015-09-21,45
2015-09-22,42
2015-09-23,44
2015-09-24,40
2015-09-25,40
2015-09-26,53
2015-09-27,46
2015-09-28,38
2015-09-29,40
2015-09-30,45
2015-10-01,41
2015-10-02,41
2015-10-03,46
2015-10-04,75
2015-10-05,45
2015-10-06,38
2015-10-07,38
2015-10-08,38
2015-10-09,38
2015-10-10,42
2015-10-11,42
2015-10-12,39
2015-10-13,39
2015-10-14,36
2015-10-15,36
2015-10-16,38
2015-10-17,50
2015-10-18,41
2015-10-19,38
2015-10-20,36
2015-10-21,40
2015-10-22,39
2015-10-23,40
2015-10-24,47
2015-10-25,70
2015-10-26,39
2015-10-27,37
2015-10-28,39
2015-10-29,35
2015-10-30,37
2015-10-31,47
2015-11-01,41
2015-11-02,38
2015-11-03,39
2015-11-04,38
2015-11-05,37
2015-11-06,39
2015-11-07,48
2015-11-08,44
2015-11-09,39
2015-11-10,39
2015-11-11,39
2015-11-12,39
2015-11-13,40
2015-11-14,41
2015-11-15,43
2015-11-16,38
2015-11-17,38
2015-11-18,38
2015-11-19,38
2015-11-20,39
2015-11-21,50
2015-11-22,45
2015-11-23,40
2015-11-24,40
2015-11-25,42
2015-11-26,40
2015-11-27,39
2015-11-28,51
2015-11-29,43
2015-11-30,37
2015-12-01,36
2015-12-02,37
2015-12-03,37
2015-12-04,39
2015-12-05,49
2015-12-06,44
2015-12-07,37
2015-12-08,45
2015-12-09,40
2015-12-10,39
2015-12-11,39
2015-12-12,46
2015-12-13,43
2015-12-14,38
2015-12-15,38
2015-12-16,38
2015-12-17,38
2015-12-18,40
2015-12-19,50
2015-12-20,46
2015-12-21,43
2015-12-22,45
2015-12-23,41
2015-12-24,44
2015-12-25,47
2015-12-26,53
