date,MU
2011-01-01,53
2011-01-02,54
2011-01-03,46
2011-01-04,46
2011-01-05,43
2011-01-06,45
2011-01-07,46
2011-01-08,53
2011-01-09,54
2011-01-10,44
2011-01-11,42
2011-01-12,42
2011-01-13,44
2011-01-14,46
2011-01-15,52
2011-01-16,56
2011-01-17,43
2011-01-18,44
2011-01-19,42
2011-01-20,43
2011-01-21,45
2011-01-22,55
2011-01-23,54
2011-01-24,42
2011-01-25,46
2011-01-26,45
2011-01-27,45
2011-01-28,47
2011-01-29,54
2011-01-30,53
2011-01-31,44
2011-02-01,43
2011-02-02,43
2011-02-03,41
2011-02-04,46
2011-02-05,52
2011-02-06,50
2011-02-07,42
2011-02-08,44
2011-02-09,42
2011-02-10,43
2011-02-11,44
2011-02-12,59
2011-02-13,53
2011-02-14,43
2011-02-15,44
2011-02-16,44
2011-02-17,45
2011-02-18,47
2011-02-19,55
2011-02-20,55
2011-02-21,44
2011-02-22,45
2011-02-23,47
2011-02-24,45
2011-02-25,46
2011-02-26,57
2011-02-27,56
2011-02-28,44
2011-03-01,50
2011-03-02,48
2011-03-03,46
2011-03-04,48
2011-03-05,57
2011-03-06,64
2011-03-07,49
2011-03-08,46
2011-03-09,45
2011-03-10,45
2011-03-11,46
2011-03-12,63
2011-03-13,57
2011-03-14,44
2011-03-15,45
2011-03-16,43
2011-03-17,43
2011-03-18,47
2011-03-19,57
2011-03-20,56
2011-03-21,43
2011-03-22,43
2011-03-23,43
2011-03-24,44
2011-03-25,45
2011-03-26,56
2011-03-27,54
2011-03-28,42
2011-03-29,43
2011-03-30,43
2011-03-31,42
2011-04-01,44
2011-04-02,58
2011-04-03,58
2011-04-04,43
2011-04-05,43
2011-04-06,49
2011-04-07,46
2011-04-08,46
2011-04-09,59
2011-04-10,58
2011-04-11,43
2011-04-12,49
2011-04-13,49
2011-04-14,45
2011-04-15,45
2011-04-16,60
2011-04-17,59
2011-04-18,46
2011-04-19,47
2011-04-20,45
2011-04-21,50
2011-04-22,54
2011-04-23,62
2011-04-24,63
2011-04-25,52
2011-04-26,49
2011-04-27,46
2011-04-28,44
2011-04-29,48
2011-04-30,59
2011-05-01,68
2011-05-02,44
2011-05-03,44
2011-05-04,51
2011-05-05,48
2011-05-06,49
2011-05-07,63
2011-05-08,84
2011-05-09,51
2011-05-10,44
2011-05-11,44
2011-05-12,47
2011-05-13,48
2011-05-14,63
2011-05-15,59
2011-05-16,43
2011-05-17,44
2011-05-18,44
2011-05-19,44
2011-05-20,47
2011-05-21,60
2011-05-22,60
2011-05-23,47
2011-05-24,47
2011-05-25,48
2011-05-26,48
2011-05-27,58
2011-05-28,100
2011-05-29,78
2011-05-30,52
2011-05-31,47
2011-06-01,48
2011-06-02,49
2011-06-03,49
2011-06-04,60
2011-06-05,60
2011-06-06,46
2011-06-07,45
2011-06-08,47
2011-06-09,47
2011-06-10,49
2011-06-11,60
2011-06-12,60
2011-06-13,50
2011-06-14,47
2011-06-15,47
2011-06-16,47
2011-06-17,49
2011-06-18,61
2011-06-19,61
2011-06-20,49
2011-06-21,47
2011-06-22,48
2011-06-23,49
2011-06-24,53
2011-06-25,61
2011-06-26,63
2011-06-27,49
2011-06-28,49
2011-06-29,48
2011-06-30,51
2011-07-01,52
2011-07-02,60
2011-07-03,62
2011-07-04,50
2011-07-05,49
2011-07-06,47
2011-07-07,48
2011-07-08,51
2011-07-09,60
2011-07-10,63
2011-07-11,49
2011-07-12,50
2011-07-13,49
2011-07-14,53
2011-07-15,53
2011-07-16,64
2011-07-17,64
2011-07-18,53
2011-07-19,53
2011-07-20,54
2011-07-21,53
2011-07-22,55
2011-07-23,63
2011-07-24,63
2011-07-25,52
2011-07-26,52
2011-07-27,54
2011-07-28,53
2011-07-29,55
2011-07-30,70
2011-07-31,69
2011-08-01,54
2011-08-02,52
2011-08-03,55
2011-08-04,54
2011-08-05,54
2011-08-06,68
2011-08-07,73
2011-08-08,56
2011-08-09,52
2011-08-10,52
2011-08-11,54
2011-08-12,54
2011-08-13,66
2011-08-14,69
2011-08-15,55
2011-08-16,52
2011-08-17,51
2011-08-18,53
2011-08-19,56
2011-08-20,67
2011-08-21,67
2011-08-22,56
2011-08-23,53
2011-08-24,50
2011-08-25,54
2011-08-26,53
2011-08-27,64
2011-08-28,76
2011-08-29,57
2011-08-30,51
2011-08-31,51
2011-09-01,52
2011-09-02,51
2011-09-03,64
2011-09-04,64
2011-09-05,50
2011-09-06,48
2011-09-07,51
2011-09-08,50
2011-09-09,50
2011-09-10,65
2011-09-11,64
2011-09-12,51
2011-09-13,48
2011-09-14,51
2011-09-15,50
2011-09-16,53
2011-09-17,69
2011-09-18,82
