date,MU
2012-01-26,66
2012-01-27,68
2012-01-28,87
2012-01-29,77
2012-01-30,63
2012-01-31,66
2012-02-01,65
2012-02-02,65
2012-02-03,68
2012-02-04,83
2012-02-05,100
2012-02-06,70
2012-02-07,65
2012-02-08,62
2012-02-09,66
2012-02-10,68
2012-02-11,95
2012-02-12,73
2012-02-13,61
2012-02-14,61
2012-02-15,64
2012-02-16,70
2012-02-17,68
2012-02-18,76
2012-02-19,73
2012-02-20,64
2012-02-21,63
2012-02-22,64
2012-02-23,71
2012-02-24,68
2012-02-25,83
2012-02-26,80
2012-02-27,65
2012-02-28,63
2012-02-29,61
2012-03-01,64
2012-03-02,67
2012-03-03,76
2012-03-04,88
2012-03-05,65
2012-03-06,62
2012-03-07,60
2012-03-08,74
2012-03-09,64
2012-03-10,72
2012-03-11,78
2012-03-12,62
2012-03-13,58
2012-03-14,58
2012-03-15,66
2012-03-16,64
2012-03-17,73
2012-03-18,75
2012-03-19,59
2012-03-20,59
2012-03-21,57
2012-03-22,58
2012-03-23,60
2012-03-24,71
2012-03-25,74
2012-03-26,65
2012-03-27,58
2012-03-28,57
2012-03-29,60
2012-03-30,60
2012-03-31,71
2012-04-01,73
2012-04-02,66
2012-04-03,61
2012-04-04,60
2012-04-05,64
2012-04-06,64
2012-04-07,67
2012-04-08,74
2012-04-09,63
2012-04-10,56
2012-04-11,57
2012-04-12,57
2012-04-13,58
2012-04-14,68
2012-04-15,71
2012-04-16,58
2012-04-17,56
2012-04-18,55
2012-04-19,57
2012-04-20,58
2012-04-21,65
2012-04-22,71
2012-04-23,54
2012-04-24,57
2012-04-25,55
2012-04-26,55
2012-04-27,57
2012-04-28,68
2012-04-29,72
2012-04-30,92
2012-05-01,74
2012-05-02,55
2012-05-03,55
2012-05-04,57
2012-05-05,67
2012-05-06,69
2012-05-07,56
2012-05-08,51
2012-05-09,56
2012-05-10,56
2012-05-11,58
2012-05-12,66
2012-05-13,76
2012-05-14,56
2012-05-15,57
2012-05-16,55
2012-05-17,53
2012-05-18,58
2012-05-19,69
2012-05-20,64
2012-05-21,53
2012-05-22,53
2012-05-23,55
2012-05-24,56
2012-05-25,59
2012-05-26,67
2012-05-27,66
2012-05-28,55
2012-05-29,54
2012-05-30,55
2012-05-31,54
2012-06-01,57
2012-06-02,68
2012-06-03,64
2012-06-04,55
2012-06-05,55
2012-06-06,55
2012-06-07,57
2012-06-08,58
2012-06-09,64
2012-06-10,61
2012-06-11,51
2012-06-12,52
2012-06-13,54
2012-06-14,53
2012-06-15,55
2012-06-16,62
2012-06-17,62
2012-06-18,54
2012-06-19,55
2012-06-20,58
2012-06-21,54
2012-06-22,54
2012-06-23,63
2012-06-24,60
2012-06-25,50
2012-06-26,52
2012-06-27,51
2012-06-28,53
2012-06-29,57
2012-06-30,64
2012-07-01,61
2012-07-02,52
2012-07-03,53
2012-07-04,57
2012-07-05,55
2012-07-06,58
2012-07-07,64
2012-07-08,64
2012-07-09,54
2012-07-10,56
2012-07-11,55
2012-07-12,56
2012-07-13,57
2012-07-14,64
2012-07-15,63
2012-07-16,57
2012-07-17,55
2012-07-18,58
2012-07-19,59
2012-07-20,62
2012-07-21,70
2012-07-22,69
2012-07-23,58
2012-07-24,59
2012-07-25,63
2012-07-26,61
2012-07-27,62
2012-07-28,67
2012-07-29,69
2012-07-30,60
2012-07-31,58
2012-08-01,59
2012-08-02,61
2012-08-03,61
2012-08-04,67
2012-08-05,67
2012-08-06,56
2012-08-07,60
2012-08-08,67
2012-08-09,61
2012-08-10,61
2012-08-11,70
2012-08-12,68
2012-08-13,55
2012-08-14,57
2012-08-15,60
2012-08-16,62
2012-08-17,63
2012-08-18,70
2012-08-19,67
2012-08-20,64
2012-08-21,60
2012-08-22,56
2012-08-23,57
2012-08-24,58
2012-08-25,74
2012-08-26,67
2012-08-27,58
2012-08-28,56
2012-08-29,55
2012-08-30,57
2012-08-31,56
2012-09-01,66
2012-09-02,71
2012-09-03,60
2012-09-04,56
2012-09-05,56
2012-09-06,57
2012-09-07,58
2012-09-08,70
2012-09-09,67
2012-09-10,55
2012-09-11,54
2012-09-12,55
2012-09-13,56
2012-09-14,60
2012-09-15,72
2012-09-16,64
2012-09-17,56
2012-09-18,53
2012-09-19,60
2012-09-20,65
2012-09-21,58
2012-09-22,70
2012-09-23,83
2012-09-24,59
2012-09-25,56
2012-09-26,59
2012-09-27,56
2012-09-28,56
2012-09-29,72
2012-09-30,64
2012-10-01,58
2012-10-02,58
2012-10-03,55
2012-10-04,56
2012-10-05,58
2012-10-06,67
2012-10-07,70
2012-10-08,59
2012-10-09,56
2012-10-10,55
2012-10-11,52
2012-10-12,57
