date,MU
2015-08-18,65
2015-08-19,58
2015-08-20,58
2015-08-21,55
2015-08-22,77
2015-08-23,61
2015-08-24,53
2015-08-25,54
2015-08-26,59
2015-08-27,58
2015-08-28,58
2015-08-29,64
2015-08-30,79
2015-08-31,59
2015-09-01,60
2015-09-02,56
2015-09-03,54
2015-09-04,56
2015-09-05,60
2015-09-06,59
2015-09-07,54
2015-09-08,52
2015-09-09,53
2015-09-10,53
2015-09-11,57
2015-09-12,98
2015-09-13,72
2015-09-14,56
2015-09-15,66
2015-09-16,60
2015-09-17,55
2015-09-18,56
2015-09-19,63
2015-09-20,76
2015-09-21,60
2015-09-22,58
2015-09-23,59
2015-09-24,54
2015-09-25,54
2015-09-26,71
2015-09-27,61
2015-09-28,51
2015-09-29,54
2015-09-30,61
2015-10-01,56
2015-10-02,56
2015-10-03,64
2015-10-04,100
2015-10-05,59
2015-10-06,51
2015-10-07,52
2015-10-08,52
2015-10-09,52
2015-10-10,58
2015-10-11,57
2015-10-12,53
2015-10-13,52
2015-10-14,50
2015-10-15,50
2015-10-16,50
2015-10-17,67
2015-10-18,57
2015-10-19,51
2015-10-20,49
2015-10-21,53
2015-10-22,53
2015-10-23,55
2015-10-24,62
2015-10-25,97
2015-10-26,55
2015-10-27,50
2015-10-28,52
2015-10-29,48
2015-10-30,51
2015-10-31,63
2015-11-01,56
2015-11-02,52
2015-11-03,53
2015-11-04,51
2015-11-05,51
2015-11-06,52
2015-11-07,66
2015-11-08,58
2015-11-09,53
2015-11-10,52
2015-11-11,52
2015-11-12,54
2015-11-13,55
2015-11-14,58
2015-11-15,59
2015-11-16,51
2015-11-17,52
2015-11-18,54
2015-11-19,52
2015-11-20,53
2015-11-21,69
2015-11-22,61
2015-11-23,55
2015-11-24,54
2015-11-25,57
2015-11-26,55
2015-11-27,53
2015-11-28,70
2015-11-29,60
2015-11-30,51
2015-12-01,50
2015-12-02,51
2015-12-03,52
2015-12-04,54
2015-12-05,65
2015-12-06,61
2015-12-07,51
2015-12-08,62
2015-12-09,55
2015-12-10,51
2015-12-11,55
2015-12-12,62
2015-12-13,60
2015-12-14,51
2015-12-15,51
2015-12-16,51
2015-12-17,52
2015-12-18,54
2015-12-19,69
2015-12-20,61
2015-12-21,59
2015-12-22,60
2015-12-23,56
2015-12-24,59
2015-12-25,63
2015-12-26,73
2015-12-27,65
2015-12-28,77
2015-12-29,64
2015-12-30,60
2015-12-31,59
2016-01-01,63
2016-01-02,65
2016-01-03,62
2016-01-04,53
2016-01-05,54
2016-01-06,54
2016-01-07,53
2016-01-08,55
2016-01-09,61
2016-01-10,60
2016-01-11,54
2016-01-12,57
2016-01-13,56
2016-01-14,54
2016-01-15,54
2016-01-16,60
2016-01-17,79
2016-01-18,57
2016-01-19,58
2016-01-20,52
2016-01-21,54
2016-01-22,54
2016-01-23,65
2016-01-24,58
2016-01-25,52
2016-01-26,52
2016-01-27,52
2016-01-28,53
2016-01-29,56
2016-01-30,57
2016-01-31,54
2016-02-01,53
2016-02-02,52
2016-02-03,53
2016-02-04,52
2016-02-05,52
2016-02-06,61
2016-02-07,82
2016-02-08,59
2016-02-09,49
2016-02-10,50
2016-02-11,53
2016-02-12,53
2016-02-13,66
2016-02-14,55
2016-02-15,50
2016-02-16,48
2016-02-17,49
2016-02-18,54
2016-02-19,52
2016-02-20,56
2016-02-21,56
2016-02-22,51
2016-02-23,50
2016-02-24,51
2016-02-25,53
2016-02-26,55
2016-02-27,59
2016-02-28,92
2016-02-29,53
2016-03-01,49
2016-03-02,55
2016-03-03,53
2016-03-04,52
2016-03-05,56
2016-03-06,63
2016-03-07,52
2016-03-08,53
2016-03-09,49
2016-03-10,66
2016-03-11,57
2016-03-12,57
2016-03-13,62
2016-03-14,52
2016-03-15,49
2016-03-16,48
2016-03-17,64
2016-03-18,56
2016-03-19,55
2016-03-20,71
2016-03-21,56
2016-03-22,53
2016-03-23,52
2016-03-24,53
2016-03-25,55
2016-03-26,56
2016-03-27,56
2016-03-28,53
2016-03-29,51
2016-03-30,52
2016-03-31,61
2016-04-01,65
2016-04-02,61
2016-04-03,67
2016-04-04,53
2016-04-05,50
2016-04-06,52
2016-04-07,51
2016-04-08,52
2016-04-09,57
2016-04-10,73
2016-04-11,56
2016-04-12,50
2016-04-13,55
2016-04-14,50
2016-04-15,50
2016-04-16,62
2016-04-17,55
2016-04-18,50
2016-04-19,49
2016-04-20,53
2016-04-21,51
2016-04-22,52
2016-04-23,66
2016-04-24,57
2016-04-25,50
2016-04-26,51
2016-04-27,51
2016-04-28,52
2016-04-29,53
2016-04-30,61
2016-05-01,96
2016-05-02,55
2016-05-03,51
2016-05-04,49
