date,MU
2017-01-19,56
2017-01-20,55
2017-01-21,78
2017-01-22,61
2017-01-23,54
2017-01-24,55
2017-01-25,55
2017-01-26,64
2017-01-27,57
2017-01-28,59
2017-01-29,72
2017-01-30,60
2017-01-31,56
2017-02-01,62
2017-02-02,57
2017-02-03,60
2017-02-04,63
2017-02-05,74
2017-02-06,60
2017-02-07,57
2017-02-08,58
2017-02-09,56
2017-02-10,59
2017-02-11,79
2017-02-12,64
2017-02-13,57
2017-02-14,55
2017-02-15,56
2017-02-16,66
2017-02-17,60
2017-02-18,64
2017-02-19,73
2017-02-20,60
2017-02-21,60
2017-02-22,68
2017-02-23,62
2017-02-24,62
2017-02-25,69
2017-02-26,100
2017-02-27,69
2017-02-28,61
2017-03-01,60
2017-03-02,60
2017-03-03,58
2017-03-04,81
2017-03-05,60
2017-03-06,56
2017-03-07,56
2017-03-08,61
2017-03-09,68
2017-03-10,61
2017-03-11,66
2017-03-12,69
2017-03-13,93
2017-03-14,68
2017-03-15,59
2017-03-16,68
2017-03-17,65
2017-03-18,64
2017-03-19,76
2017-03-20,58
2017-03-21,58
2017-03-22,55
2017-03-23,58
2017-03-24,60
2017-03-25,61
2017-03-26,61
2017-03-27,57
2017-03-28,59
2017-03-29,59
2017-03-30,59
2017-03-31,60
2017-04-01,73
