date,MU
2015-12-26,52
2015-12-27,48
2015-12-28,56
2015-12-29,47
2015-12-30,42
2015-12-31,44
2016-01-01,45
2016-01-02,47
2016-01-03,46
2016-01-04,38
2016-01-05,39
2016-01-06,40
2016-01-07,39
2016-01-08,39
2016-01-09,44
2016-01-10,42
2016-01-11,39
2016-01-12,41
2016-01-13,40
2016-01-14,39
2016-01-15,39
2016-01-16,44
2016-01-17,58
2016-01-18,41
2016-01-19,42
2016-01-20,38
2016-01-21,39
2016-01-22,39
2016-01-23,48
2016-01-24,41
2016-01-25,38
2016-01-26,39
2016-01-27,38
2016-01-28,39
2016-01-29,40
2016-01-30,41
2016-01-31,38
2016-02-01,38
2016-02-02,38
2016-02-03,37
2016-02-04,38
2016-02-05,38
2016-02-06,44
2016-02-07,59
2016-02-08,43
2016-02-09,36
2016-02-10,36
2016-02-11,37
2016-02-12,38
2016-02-13,46
2016-02-14,39
2016-02-15,37
2016-02-16,35
2016-02-17,36
2016-02-18,39
2016-02-19,38
2016-02-20,40
2016-02-21,41
2016-02-22,37
2016-02-23,37
2016-02-24,37
2016-02-25,39
2016-02-26,40
2016-02-27,41
2016-02-28,66
2016-02-29,39
2016-03-01,36
2016-03-02,39
2016-03-03,38
2016-03-04,38
2016-03-05,41
2016-03-06,46
2016-03-07,38
2016-03-08,39
2016-03-09,36
2016-03-10,47
2016-03-11,42
2016-03-12,40
2016-03-13,46
2016-03-14,38
2016-03-15,36
2016-03-16,36
2016-03-17,46
2016-03-18,41
2016-03-19,40
2016-03-20,51
2016-03-21,40
2016-03-22,39
2016-03-23,38
2016-03-24,39
2016-03-25,40
2016-03-26,41
2016-03-27,41
2016-03-28,39
2016-03-29,37
2016-03-30,38
2016-03-31,42
2016-04-01,48
2016-04-02,44
2016-04-03,47
2016-04-04,39
2016-04-05,35
2016-04-06,36
2016-04-07,37
2016-04-08,38
2016-04-09,41
2016-04-10,52
2016-04-11,40
2016-04-12,36
2016-04-13,41
2016-04-14,36
2016-04-15,36
2016-04-16,45
2016-04-17,39
2016-04-18,36
2016-04-19,36
2016-04-20,38
2016-04-21,37
2016-04-22,38
2016-04-23,48
2016-04-24,41
2016-04-25,37
2016-04-26,37
2016-04-27,36
2016-04-28,37
2016-04-29,38
2016-04-30,43
2016-05-01,69
2016-05-02,40
2016-05-03,36
2016-05-04,36
2016-05-05,37
2016-05-06,39
2016-05-07,44
2016-05-08,40
2016-05-09,37
2016-05-10,43
2016-05-11,37
2016-05-12,36
2016-05-13,36
2016-05-14,40
2016-05-15,45
2016-05-16,37
2016-05-17,41
2016-05-18,37
2016-05-19,37
2016-05-20,39
2016-05-21,57
2016-05-22,46
2016-05-23,38
2016-05-24,37
2016-05-25,38
2016-05-26,39
2016-05-27,40
2016-05-28,42
2016-05-29,41
2016-05-30,38
2016-05-31,36
2016-06-01,36
2016-06-02,37
2016-06-03,36
2016-06-04,41
2016-06-05,42
2016-06-06,42
2016-06-07,42
2016-06-08,42
2016-06-09,42
2016-06-10,43
2016-06-11,44
2016-06-12,43
2016-06-13,39
2016-06-14,39
2016-06-15,39
2016-06-16,40
2016-06-17,40
2016-06-18,43
2016-06-19,41
2016-06-20,39
2016-06-21,38
2016-06-22,38
2016-06-23,38
2016-06-24,40
2016-06-25,43
2016-06-26,42
2016-06-27,38
2016-06-28,37
2016-06-29,39
2016-06-30,40
2016-07-01,43
2016-07-02,45
2016-07-03,43
2016-07-04,40
2016-07-05,35
2016-07-06,35
2016-07-07,36
2016-07-08,37
2016-07-09,39
2016-07-10,39
2016-07-11,36
2016-07-12,38
2016-07-13,39
2016-07-14,40
2016-07-15,43
2016-07-16,57
2016-07-17,46
2016-07-18,41
2016-07-19,40
2016-07-20,43
2016-07-21,46
2016-07-22,60
2016-07-23,51
2016-07-24,46
2016-07-25,46
2016-07-26,43
2016-07-27,41
2016-07-28,44
2016-07-29,46
2016-07-30,56
2016-07-31,54
2016-08-01,43
2016-08-02,43
2016-08-03,46
2016-08-04,44
2016-08-05,46
2016-08-06,49
2016-08-07,73
2016-08-08,47
2016-08-09,44
2016-08-10,45
2016-08-11,46
2016-08-12,44
2016-08-13,47
2016-08-14,64
2016-08-15,47
2016-08-16,42
2016-08-17,41
2016-08-18,43
2016-08-19,59
2016-08-20,54
2016-08-21,45
2016-08-22,41
2016-08-23,42
2016-08-24,41
2016-08-25,43
2016-08-26,44
2016-08-27,60
2016-08-28,48
2016-08-29,40
2016-08-30,39
2016-08-31,41
2016-09-01,42
2016-09-02,43
2016-09-03,47
2016-09-04,44
2016-09-05,41
2016-09-06,38
2016-09-07,41
2016-09-08,43
2016-09-09,46
2016-09-10,100
2016-09-11,47
