date,ATVI,isPartial
2014-03-16,6,False
2014-03-17,5,False
2014-03-18,25,False
2014-03-19,30,False
2014-03-20,40,False
2014-03-21,16,False
2014-03-22,12,False
2014-03-23,6,False
2014-03-24,24,False
2014-03-25,29,False
2014-03-26,35,False
2014-03-27,20,False
2014-03-28,10,False
2014-03-29,6,False
2014-03-30,6,False
2014-03-31,25,False
2014-04-01,20,False
2014-04-02,20,False
2014-04-03,30,False
2014-04-04,16,False
2014-04-05,6,False
2014-04-06,12,False
2014-04-07,25,False
2014-04-08,20,False
2014-04-09,10,False
2014-04-10,10,False
2014-04-11,32,False
2014-04-12,6,False
2014-04-13,18,False
2014-04-14,10,False
2014-04-15,10,False
2014-04-16,36,False
2014-04-17,5,False
2014-04-18,17,False
2014-04-19,12,False
2014-04-20,6,False
2014-04-21,0,False
2014-04-22,10,False
2014-04-23,30,False
2014-04-24,31,False
2014-04-25,32,False
2014-04-26,12,False
2014-04-27,6,False
2014-04-28,25,False
2014-04-29,30,False
2014-04-30,30,False
2014-05-01,11,False
2014-05-02,43,False
2014-05-03,12,False
2014-05-04,6,False
2014-05-05,35,False
2014-05-06,39,False
2014-05-07,49,False
2014-05-08,46,False
2014-05-09,5,False
2014-05-10,24,False
2014-05-11,12,False
2014-05-12,15,False
2014-05-13,20,False
2014-05-14,30,False
2014-05-15,30,False
2014-05-16,16,False
2014-05-17,12,False
2014-05-18,6,False
2014-05-19,20,False
2014-05-20,15,False
2014-05-21,11,False
2014-05-22,44,False
2014-05-23,17,False
2014-05-24,7,False
2014-05-25,7,False
2014-05-26,11,False
2014-05-27,22,False
2014-05-28,22,False
2014-05-29,11,False
2014-05-30,17,False
2014-05-31,20,False
2014-06-01,0,False
2014-06-02,5,False
2014-06-03,38,False
2014-06-04,32,False
2014-06-05,39,False
2014-06-06,18,False
2014-06-07,21,False
2014-06-08,7,False
2014-06-09,17,False
2014-06-10,51,False
2014-06-11,22,False
2014-06-12,34,False
2014-06-13,12,False
2014-06-14,0,False
2014-06-15,7,False
2014-06-16,11,False
2014-06-17,22,False
2014-06-18,6,False
2014-06-19,57,False
2014-06-20,6,False
2014-06-21,7,False
2014-06-22,7,False
2014-06-23,17,False
2014-06-24,22,False
2014-06-25,22,False
2014-06-26,22,False
2014-06-27,36,False
2014-06-28,14,False
2014-06-29,7,False
2014-06-30,22,False
2014-07-01,6,False
2014-07-02,11,False
2014-07-03,52,False
2014-07-04,25,False
2014-07-05,7,False
2014-07-06,21,False
2014-07-07,28,False
2014-07-08,39,False
2014-07-09,34,False
2014-07-10,34,False
2014-07-11,47,False
2014-07-12,13,False
2014-07-13,7,False
2014-07-14,22,False
2014-07-15,28,False
2014-07-16,35,False
2014-07-17,51,False
2014-07-18,41,False
2014-07-19,7,False
2014-07-20,0,False
2014-07-21,22,False
2014-07-22,0,False
2014-07-23,17,False
2014-07-24,34,False
2014-07-25,36,False
2014-07-26,0,False
2014-07-27,7,False
2014-07-28,28,False
2014-07-29,17,False
2014-07-30,34,False
2014-07-31,11,False
2014-08-01,30,False
2014-08-02,34,False
2014-08-03,0,False
2014-08-04,33,False
2014-08-05,73,False
2014-08-06,97,False
2014-08-07,41,False
2014-08-08,59,False
2014-08-09,14,False
2014-08-10,7,False
2014-08-11,28,False
2014-08-12,17,False
2014-08-13,22,False
2014-08-14,45,False
2014-08-15,42,False
2014-08-16,34,False
2014-08-17,20,False
2014-08-18,33,False
2014-08-19,22,False
2014-08-20,39,False
2014-08-21,28,False
2014-08-22,23,False
2014-08-23,26,False
2014-08-24,6,False
2014-08-25,27,False
2014-08-26,5,False
2014-08-27,32,False
2014-08-28,28,False
2014-08-29,51,False
2014-08-30,20,False
2014-08-31,6,False
2014-09-01,32,False
2014-09-02,47,False
2014-09-03,37,False
2014-09-04,37,False
2014-09-05,28,False
2014-09-06,19,False
2014-09-07,19,False
2014-09-08,32,False
2014-09-09,52,False
2014-09-10,63,False
2014-09-11,58,False
2014-09-12,44,False
2014-09-13,6,False
2014-09-14,19,False
2014-09-15,21,False
2014-09-16,47,False
2014-09-17,47,False
2014-09-18,58,False
2014-09-19,71,False
2014-09-20,19,False
2014-09-21,6,False
2014-09-22,36,False
2014-09-23,58,False
2014-09-24,47,False
2014-09-25,37,False
2014-09-26,17,False
2014-09-27,13,False
2014-09-28,6,False
2014-09-29,26,False
2014-09-30,21,False
2014-10-01,42,False
2014-10-02,48,False
2014-10-03,11,False
2014-10-04,45,False
2014-10-05,6,False
2014-10-06,37,False
2014-10-07,26,False
2014-10-08,31,False
2014-10-09,42,False
2014-10-10,54,False
2014-10-11,6,False
2014-10-12,19,False
2014-10-13,16,False
2014-10-14,36,False
2014-10-15,26,False
2014-10-16,41,False
2014-10-17,38,False
2014-10-18,0,False
2014-10-19,19,False
2014-10-20,41,False
2014-10-21,35,False
2014-10-22,21,False
2014-10-23,10,False
2014-10-24,11,False
2014-10-25,19,False
2014-10-26,0,False
2014-10-27,36,False
2014-10-28,30,False
2014-10-29,52,False
2014-10-30,36,False
2014-10-31,50,False
2014-11-01,25,False
2014-11-02,30,False
2014-11-03,52,False
2014-11-04,100,False
2014-11-05,76,False
2014-11-06,97,False
2014-11-07,59,False
2014-11-08,24,False
2014-11-09,18,False
2014-11-10,41,False
2014-11-11,50,False
2014-11-12,25,False
