date,ATVI,isPartial
2017-10-06,14,False
2017-10-07,9,False
2017-10-08,9,False
2017-10-09,24,False
2017-10-10,16,False
2017-10-11,20,False
2017-10-12,19,False
2017-10-13,21,False
2017-10-14,3,False
2017-10-15,6,False
2017-10-16,23,False
2017-10-17,15,False
2017-10-18,24,False
2017-10-19,20,False
2017-10-20,15,False
2017-10-21,7,False
2017-10-22,1,False
2017-10-23,15,False
2017-10-24,17,False
2017-10-25,21,False
2017-10-26,20,False
2017-10-27,17,False
2017-10-28,12,False
2017-10-29,13,False
2017-10-30,27,False
2017-10-31,26,False
2017-11-01,25,False
2017-11-02,72,False
2017-11-03,82,False
2017-11-04,28,False
2017-11-05,7,False
2017-11-06,55,False
2017-11-07,45,False
2017-11-08,65,False
2017-11-09,37,False
2017-11-10,22,False
2017-11-11,11,False
2017-11-12,6,False
2017-11-13,27,False
2017-11-14,25,False
2017-11-15,27,False
2017-11-16,26,False
2017-11-17,18,False
2017-11-18,11,False
2017-11-19,5,False
2017-11-20,17,False
2017-11-21,19,False
2017-11-22,22,False
2017-11-23,20,False
2017-11-24,18,False
2017-11-25,3,False
2017-11-26,5,False
2017-11-27,13,False
2017-11-28,27,False
2017-11-29,24,False
2017-11-30,38,False
2017-12-01,18,False
2017-12-02,8,False
2017-12-03,4,False
2017-12-04,29,False
2017-12-05,26,False
2017-12-06,24,False
2017-12-07,21,False
2017-12-08,19,False
2017-12-09,10,False
2017-12-10,5,False
2017-12-11,24,False
2017-12-12,13,False
2017-12-13,16,False
2017-12-14,21,False
2017-12-15,30,False
2017-12-16,4,False
2017-12-17,4,False
2017-12-18,16,False
2017-12-19,19,False
2017-12-20,16,False
2017-12-21,20,False
2017-12-22,22,False
2017-12-23,7,False
2017-12-24,5,False
2017-12-25,5,False
2017-12-26,11,False
2017-12-27,8,False
2017-12-28,12,False
2017-12-29,14,False
2017-12-30,4,False
2017-12-31,5,False
2018-01-01,3,False
2018-01-02,15,False
2018-01-03,17,False
2018-01-04,18,False
2018-01-05,15,False
2018-01-06,8,False
2018-01-07,8,False
2018-01-08,14,False
2018-01-09,21,False
2018-01-10,22,False
2018-01-11,50,False
2018-01-12,34,False
2018-01-13,4,False
2018-01-14,5,False
2018-01-15,18,False
2018-01-16,28,False
2018-01-17,22,False
2018-01-18,25,False
2018-01-19,22,False
2018-01-20,7,False
2018-01-21,4,False
2018-01-22,19,False
2018-01-23,20,False
2018-01-24,19,False
2018-01-25,26,False
2018-01-26,22,False
2018-01-27,5,False
2018-01-28,1,False
2018-01-29,20,False
2018-01-30,23,False
2018-01-31,26,False
2018-02-01,28,False
2018-02-02,28,False
2018-02-03,3,False
2018-02-04,7,False
2018-02-05,20,False
2018-02-06,48,False
2018-02-07,23,False
2018-02-08,69,False
2018-02-09,74,False
2018-02-10,11,False
2018-02-11,5,False
2018-02-12,24,False
2018-02-13,17,False
2018-02-14,20,False
2018-02-15,23,False
2018-02-16,23,False
2018-02-17,3,False
2018-02-18,4,False
2018-02-19,5,False
2018-02-20,16,False
2018-02-21,22,False
2018-02-22,21,False
2018-02-23,22,False
2018-02-24,3,False
2018-02-25,7,False
2018-02-26,30,False
2018-02-27,18,False
2018-02-28,26,False
2018-03-01,18,False
2018-03-02,21,False
2018-03-03,5,False
2018-03-04,4,False
2018-03-05,13,False
2018-03-06,16,False
2018-03-07,21,False
2018-03-08,30,False
2018-03-09,23,False
2018-03-10,11,False
2018-03-11,4,False
2018-03-12,28,False
2018-03-13,26,False
2018-03-14,18,False
2018-03-15,14,False
2018-03-16,17,False
2018-03-17,7,False
2018-03-18,9,False
2018-03-19,17,False
2018-03-20,19,False
2018-03-21,16,False
2018-03-22,21,False
2018-03-23,23,False
2018-03-24,7,False
2018-03-25,4,False
2018-03-26,19,False
2018-03-27,20,False
2018-03-28,28,False
2018-03-29,25,False
2018-03-30,8,False
2018-03-31,14,False
2018-04-01,1,False
2018-04-02,19,False
2018-04-03,28,False
2018-04-04,13,False
2018-04-05,33,False
2018-04-06,20,False
2018-04-07,8,False
2018-04-08,5,False
2018-04-09,7,False
2018-04-10,16,False
2018-04-11,21,False
2018-04-12,13,False
2018-04-13,14,False
2018-04-14,4,False
2018-04-15,5,False
2018-04-16,9,False
2018-04-17,17,False
2018-04-18,19,False
2018-04-19,18,False
2018-04-20,18,False
2018-04-21,6,False
2018-04-22,8,False
2018-04-23,12,False
2018-04-24,16,False
2018-04-25,6,False
2018-04-26,16,False
2018-04-27,15,False
2018-04-28,3,False
2018-04-29,5,False
2018-04-30,19,False
2018-05-01,20,False
2018-05-02,30,False
2018-05-03,100,False
2018-05-04,51,False
2018-05-05,4,False
2018-05-06,7,False
2018-05-07,11,False
2018-05-08,21,False
2018-05-09,19,False
2018-05-10,18,False
2018-05-11,26,False
2018-05-12,5,False
2018-05-13,3,False
2018-05-14,8,False
2018-05-15,15,False
2018-05-16,21,False
2018-05-17,19,False
2018-05-18,16,False
2018-05-19,6,False
2018-05-20,7,False
2018-05-21,24,False
2018-05-22,21,False
2018-05-23,5,False
2018-05-24,13,False
2018-05-25,9,False
2018-05-26,14,False
2018-05-27,6,False
2018-05-28,12,False
2018-05-29,21,False
2018-05-30,17,False
2018-05-31,13,False
2018-06-01,22,False
