date,ATVI,isPartial
2014-12-01,26,False
2014-12-02,11,False
2014-12-03,23,False
2014-12-04,31,False
2014-12-05,28,False
2014-12-06,9,False
2014-12-07,5,False
2014-12-08,43,False
2014-12-09,15,False
2014-12-10,38,False
2014-12-11,16,False
2014-12-12,20,False
2014-12-13,9,False
2014-12-14,23,False
2014-12-15,39,False
2014-12-16,15,False
2014-12-17,20,False
2014-12-18,20,False
2014-12-19,21,False
2014-12-20,24,False
2014-12-21,10,False
2014-12-22,16,False
2014-12-23,17,False
2014-12-24,24,False
2014-12-25,21,False
2014-12-26,9,False
2014-12-27,14,False
2014-12-28,9,False
2014-12-29,33,False
2014-12-30,29,False
2014-12-31,19,False
2015-01-01,10,False
2015-01-02,17,False
2015-01-03,9,False
2015-01-04,13,False
2015-01-05,15,False
2015-01-06,15,False
2015-01-07,30,False
2015-01-08,11,False
2015-01-09,16,False
2015-01-10,17,False
2015-01-11,0,False
2015-01-12,41,False
2015-01-13,37,False
2015-01-14,15,False
2015-01-15,15,False
2015-01-16,39,False
2015-01-17,9,False
2015-01-18,9,False
2015-01-19,19,False
2015-01-20,30,False
2015-01-21,18,False
2015-01-22,34,False
2015-01-23,4,False
2015-01-24,4,False
2015-01-25,4,False
2015-01-26,15,False
2015-01-27,37,False
2015-01-28,22,False
2015-01-29,4,False
2015-01-30,22,False
2015-01-31,9,False
2015-02-01,13,False
2015-02-02,11,False
2015-02-03,11,False
2015-02-04,36,False
2015-02-05,77,False
2015-02-06,100,False
2015-02-07,9,False
2015-02-08,9,False
2015-02-09,36,False
2015-02-10,43,False
2015-02-11,29,False
2015-02-12,22,False
2015-02-13,8,False
2015-02-14,0,False
2015-02-15,0,False
2015-02-16,15,False
2015-02-17,30,False
2015-02-18,33,False
2015-02-19,22,False
2015-02-20,4,False
2015-02-21,13,False
2015-02-22,13,False
2015-02-23,18,False
2015-02-24,40,False
2015-02-25,11,False
2015-02-26,18,False
2015-02-27,23,False
2015-02-28,17,False
2015-03-01,8,False
2015-03-02,14,False
2015-03-03,11,False
2015-03-04,25,False
2015-03-05,26,False
2015-03-06,15,False
2015-03-07,0,False
2015-03-08,9,False
2015-03-09,18,False
2015-03-10,18,False
2015-03-11,18,False
2015-03-12,15,False
2015-03-13,27,False
2015-03-14,4,False
2015-03-15,0,False
2015-03-16,29,False
2015-03-17,18,False
2015-03-18,15,False
2015-03-19,15,False
2015-03-20,7,False
2015-03-21,21,False
2015-03-22,17,False
2015-03-23,11,False
2015-03-24,25,False
2015-03-25,0,False
2015-03-26,21,False
2015-03-27,15,False
2015-03-28,9,False
2015-03-29,4,False
2015-03-30,4,False
2015-03-31,22,False
2015-04-01,7,False
2015-04-02,8,False
2015-04-03,12,False
2015-04-04,4,False
2015-04-05,9,False
2015-04-06,23,False
2015-04-07,18,False
2015-04-08,15,False
2015-04-09,15,False
2015-04-10,19,False
2015-04-11,13,False
2015-04-12,4,False
2015-04-13,7,False
2015-04-14,22,False
2015-04-15,15,False
2015-04-16,4,False
2015-04-17,30,False
2015-04-18,4,False
2015-04-19,13,False
2015-04-20,22,False
2015-04-21,22,False
2015-04-22,22,False
2015-04-23,15,False
2015-04-24,19,False
2015-04-25,9,False
2015-04-26,9,False
2015-04-27,25,False
2015-04-28,18,False
2015-04-29,22,False
2015-04-30,15,False
2015-05-01,25,False
2015-05-02,17,False
2015-05-03,4,False
2015-05-04,15,False
2015-05-05,14,False
2015-05-06,55,False
2015-05-07,37,False
2015-05-08,31,False
2015-05-09,13,False
2015-05-10,13,False
2015-05-11,0,False
2015-05-12,22,False
2015-05-13,33,False
2015-05-14,26,False
2015-05-15,15,False
2015-05-16,0,False
2015-05-17,9,False
2015-05-18,29,False
2015-05-19,25,False
2015-05-20,14,False
2015-05-21,22,False
2015-05-22,15,False
2015-05-23,18,False
2015-05-24,22,False
2015-05-25,8,False
2015-05-26,14,False
2015-05-27,21,False
2015-05-28,22,False
2015-05-29,27,False
2015-05-30,22,False
2015-05-31,13,False
2015-06-01,7,False
2015-06-02,22,False
2015-06-03,29,False
2015-06-04,11,False
2015-06-05,15,False
2015-06-06,9,False
2015-06-07,4,False
2015-06-08,0,False
2015-06-09,18,False
2015-06-10,18,False
2015-06-11,15,False
2015-06-12,19,False
2015-06-13,22,False
2015-06-14,4,False
2015-06-15,32,False
2015-06-16,14,False
2015-06-17,22,False
2015-06-18,30,False
2015-06-19,15,False
2015-06-20,4,False
2015-06-21,9,False
2015-06-22,33,False
2015-06-23,15,False
2015-06-24,22,False
2015-06-25,18,False
2015-06-26,8,False
2015-06-27,9,False
2015-06-28,0,False
2015-06-29,11,False
2015-06-30,26,False
2015-07-01,19,False
2015-07-02,7,False
2015-07-03,4,False
2015-07-04,9,False
2015-07-05,4,False
2015-07-06,11,False
2015-07-07,14,False
2015-07-08,22,False
2015-07-09,7,False
2015-07-10,8,False
2015-07-11,18,False
2015-07-12,4,False
2015-07-13,7,False
2015-07-14,15,False
2015-07-15,11,False
2015-07-16,0,False
2015-07-17,16,False
2015-07-18,9,False
2015-07-19,14,False
2015-07-20,11,False
2015-07-21,11,False
2015-07-22,7,False
2015-07-23,22,False
2015-07-24,8,False
2015-07-25,13,False
2015-07-26,4,False
2015-07-27,11,False
2015-07-28,11,False
2015-07-29,11,False
2015-07-30,18,False
2015-07-31,4,False
2015-08-01,4,False
2015-08-02,18,False
2015-08-03,7,False
2015-08-04,33,False
