date,ATVI,isPartial
2017-05-29,12,False
2017-05-30,20,False
2017-05-31,21,False
2017-06-01,10,False
2017-06-02,18,False
2017-06-03,8,False
2017-06-04,4,False
2017-06-05,12,False
2017-06-06,19,False
2017-06-07,13,False
2017-06-08,23,False
2017-06-09,16,False
2017-06-10,8,False
2017-06-11,3,False
2017-06-12,17,False
2017-06-13,22,False
2017-06-14,19,False
2017-06-15,16,False
2017-06-16,16,False
2017-06-17,5,False
2017-06-18,5,False
2017-06-19,12,False
2017-06-20,18,False
2017-06-21,22,False
2017-06-22,17,False
2017-06-23,15,False
2017-06-24,5,False
2017-06-25,1,False
2017-06-26,23,False
2017-06-27,16,False
2017-06-28,14,False
2017-06-29,22,False
2017-06-30,11,False
2017-07-01,5,False
2017-07-02,0,False
2017-07-03,9,False
2017-07-04,5,False
2017-07-05,13,False
2017-07-06,11,False
2017-07-07,13,False
2017-07-08,5,False
2017-07-09,0,False
2017-07-10,10,False
2017-07-11,9,False
2017-07-12,20,False
2017-07-13,15,False
2017-07-14,24,False
2017-07-15,9,False
2017-07-16,7,False
2017-07-17,17,False
2017-07-18,15,False
2017-07-19,13,False
2017-07-20,30,False
2017-07-21,17,False
2017-07-22,4,False
2017-07-23,4,False
2017-07-24,14,False
2017-07-25,24,False
2017-07-26,19,False
2017-07-27,17,False
2017-07-28,19,False
2017-07-29,5,False
2017-07-30,4,False
2017-07-31,25,False
2017-08-01,26,False
2017-08-02,36,False
2017-08-03,100,False
2017-08-04,64,False
2017-08-05,14,False
2017-08-06,7,False
2017-08-07,38,False
2017-08-08,21,False
2017-08-09,21,False
2017-08-10,21,False
2017-08-11,24,False
2017-08-12,9,False
2017-08-13,6,False
2017-08-14,16,False
2017-08-15,25,False
2017-08-16,17,False
2017-08-17,16,False
2017-08-18,14,False
2017-08-19,7,False
2017-08-20,6,False
2017-08-21,18,False
2017-08-22,19,False
2017-08-23,22,False
2017-08-24,21,False
2017-08-25,14,False
2017-08-26,5,False
2017-08-27,1,False
2017-08-28,15,False
2017-08-29,19,False
2017-08-30,14,False
2017-08-31,32,False
2017-09-01,16,False
2017-09-02,6,False
2017-09-03,6,False
2017-09-04,8,False
2017-09-05,19,False
2017-09-06,12,False
2017-09-07,18,False
2017-09-08,20,False
2017-09-09,3,False
2017-09-10,7,False
2017-09-11,16,False
2017-09-12,16,False
2017-09-13,14,False
