date,ATVI,isPartial
2012-01-26,24,False
2012-01-27,18,False
2012-01-28,14,False
2012-01-29,0,False
2012-01-30,29,False
2012-01-31,17,False
2012-02-01,18,False
2012-02-02,23,False
2012-02-03,31,False
2012-02-04,7,False
2012-02-05,28,False
2012-02-06,52,False
2012-02-07,47,False
2012-02-08,41,False
2012-02-09,100,False
2012-02-10,37,False
2012-02-11,0,False
2012-02-12,14,False
2012-02-13,58,False
2012-02-14,47,False
2012-02-15,24,False
2012-02-16,18,False
2012-02-17,18,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,6,False
2012-02-21,36,False
2012-02-22,41,False
2012-02-23,47,False
2012-02-24,48,False
2012-02-25,14,False
2012-02-26,28,False
2012-02-27,11,False
2012-02-28,29,False
2012-02-29,80,False
2012-03-01,49,False
2012-03-02,44,False
2012-03-03,36,False
2012-03-04,21,False
2012-03-05,6,False
2012-03-06,17,False
2012-03-07,11,False
2012-03-08,18,False
2012-03-09,37,False
2012-03-10,14,False
2012-03-11,21,False
2012-03-12,12,False
2012-03-13,29,False
2012-03-14,23,False
2012-03-15,41,False
2012-03-16,49,False
2012-03-17,14,False
2012-03-18,0,False
2012-03-19,52,False
2012-03-20,58,False
2012-03-21,29,False
2012-03-22,12,False
2012-03-23,43,False
2012-03-24,14,False
2012-03-25,14,False
2012-03-26,29,False
2012-03-27,46,False
2012-03-28,18,False
2012-03-29,24,False
2012-03-30,12,False
2012-03-31,0,False
2012-04-01,14,False
2012-04-02,29,False
2012-04-03,35,False
2012-04-04,18,False
2012-04-05,25,False
2012-04-06,14,False
2012-04-07,22,False
2012-04-08,22,False
2012-04-09,28,False
2012-04-10,54,False
2012-04-11,41,False
2012-04-12,23,False
2012-04-13,55,False
2012-04-14,21,False
2012-04-15,0,False
2012-04-16,28,False
2012-04-17,17,False
2012-04-18,11,False
2012-04-19,35,False
2012-04-20,36,False
2012-04-21,21,False
2012-04-22,0,False
2012-04-23,23,False
2012-04-24,23,False
2012-04-25,29,False
2012-04-26,29,False
2012-04-27,37,False
2012-04-28,29,False
2012-04-29,7,False
2012-04-30,43,False
2012-05-01,38,False
2012-05-02,35,False
2012-05-03,29,False
2012-05-04,30,False
2012-05-05,21,False
