date,ATVI,isPartial
2014-07-24,12,False
2014-07-25,38,False
2014-07-26,0,False
2014-07-27,0,False
2014-07-28,4,False
2014-07-29,24,False
2014-07-30,28,False
2014-07-31,20,False
2014-08-01,29,False
2014-08-02,14,False
2014-08-03,20,False
2014-08-04,20,False
2014-08-05,51,False
2014-08-06,56,False
2014-08-07,46,False
2014-08-08,13,False
2014-08-09,10,False
2014-08-10,24,False
2014-08-11,8,False
2014-08-12,27,False
2014-08-13,16,False
2014-08-14,33,False
2014-08-15,13,False
2014-08-16,10,False
2014-08-17,5,False
2014-08-18,16,False
2014-08-19,20,False
2014-08-20,31,False
2014-08-21,12,False
2014-08-22,29,False
2014-08-23,9,False
2014-08-24,5,False
2014-08-25,15,False
2014-08-26,35,False
2014-08-27,15,False
2014-08-28,16,False
2014-08-29,12,False
2014-08-30,24,False
2014-08-31,9,False
2014-09-01,12,False
2014-09-02,30,False
2014-09-03,23,False
2014-09-04,23,False
2014-09-05,24,False
2014-09-06,5,False
2014-09-07,5,False
2014-09-08,38,False
2014-09-09,26,False
2014-09-10,37,False
2014-09-11,34,False
2014-09-12,39,False
2014-09-13,14,False
2014-09-14,13,False
2014-09-15,34,False
2014-09-16,33,False
2014-09-17,30,False
2014-09-18,53,False
2014-09-19,20,False
2014-09-20,0,False
2014-09-21,13,False
2014-09-22,26,False
2014-09-23,30,False
2014-09-24,26,False
2014-09-25,42,False
2014-09-26,35,False
2014-09-27,5,False
2014-09-28,4,False
2014-09-29,19,False
2014-09-30,33,False
2014-10-01,19,False
2014-10-02,31,False
2014-10-03,24,False
2014-10-04,9,False
2014-10-05,9,False
2014-10-06,19,False
2014-10-07,30,False
2014-10-08,18,False
2014-10-09,26,False
2014-10-10,20,False
2014-10-11,9,False
2014-10-12,17,False
2014-10-13,19,False
2014-10-14,22,False
2014-10-15,7,False
2014-10-16,29,False
2014-10-17,15,False
2014-10-18,0,False
2014-10-19,4,False
2014-10-20,26,False
2014-10-21,26,False
2014-10-22,4,False
2014-10-23,22,False
2014-10-24,23,False
2014-10-25,4,False
2014-10-26,4,False
2014-10-27,18,False
2014-10-28,33,False
2014-10-29,29,False
2014-10-30,38,False
2014-10-31,16,False
2014-11-01,0,False
2014-11-02,17,False
2014-11-03,63,False
2014-11-04,72,False
2014-11-05,82,False
2014-11-06,58,False
2014-11-07,49,False
2014-11-08,26,False
2014-11-09,4,False
2014-11-10,22,False
2014-11-11,43,False
2014-11-12,18,False
2014-11-13,43,False
2014-11-14,41,False
2014-11-15,4,False
2014-11-16,12,False
2014-11-17,28,False
2014-11-18,35,False
2014-11-19,22,False
2014-11-20,66,False
2014-11-21,84,False
2014-11-22,4,False
2014-11-23,4,False
2014-11-24,21,False
2014-11-25,21,False
2014-11-26,22,False
2014-11-27,11,False
2014-11-28,23,False
2014-11-29,8,False
2014-11-30,0,False
2014-12-01,24,False
2014-12-02,14,False
2014-12-03,14,False
2014-12-04,39,False
2014-12-05,41,False
