date,WFM
2015-04-10,47
2015-04-11,19
2015-04-12,24
2015-04-13,41
2015-04-14,59
2015-04-15,50
2015-04-16,47
2015-04-17,47
2015-04-18,30
2015-04-19,29
2015-04-20,44
2015-04-21,53
2015-04-22,42
2015-04-23,47
2015-04-24,42
2015-04-25,24
2015-04-26,29
2015-04-27,38
2015-04-28,46
2015-04-29,46
2015-04-30,56
2015-05-01,33
2015-05-02,29
2015-05-03,29
2015-05-04,40
2015-05-05,36
2015-05-06,73
2015-05-07,100
2015-05-08,60
2015-05-09,24
2015-05-10,22
2015-05-11,47
2015-05-12,44
2015-05-13,48
2015-05-14,45
2015-05-15,40
2015-05-16,30
2015-05-17,38
2015-05-18,51
2015-05-19,42
2015-05-20,43
2015-05-21,53
2015-05-22,51
2015-05-23,23
2015-05-24,31
2015-05-25,32
2015-05-26,52
2015-05-27,37
2015-05-28,45
2015-05-29,35
2015-05-30,32
2015-05-31,32
2015-06-01,51
2015-06-02,42
2015-06-03,46
2015-06-04,42
2015-06-05,39
2015-06-06,26
2015-06-07,35
2015-06-08,41
2015-06-09,39
2015-06-10,47
2015-06-11,53
2015-06-12,44
2015-06-13,19
2015-06-14,33
2015-06-15,54
2015-06-16,47
2015-06-17,38
2015-06-18,31
2015-06-19,40
2015-06-20,28
2015-06-21,25
2015-06-22,46
2015-06-23,40
2015-06-24,54
2015-06-25,50
2015-06-26,38
2015-06-27,31
2015-06-28,40
2015-06-29,46
2015-06-30,39
2015-07-01,40
2015-07-02,46
2015-07-03,32
2015-07-04,29
2015-07-05,34
2015-07-06,40
2015-07-07,38
2015-07-08,46
2015-07-09,41
2015-07-10,45
2015-07-11,28
2015-07-12,22
2015-07-13,42
2015-07-14,42
2015-07-15,39
2015-07-16,40
2015-07-17,47
2015-07-18,26
2015-07-19,29
2015-07-20,44
2015-07-21,47
2015-07-22,50
2015-07-23,43
2015-07-24,34
2015-07-25,28
2015-07-26,21
2015-07-27,45
2015-07-28,51
2015-07-29,82
2015-07-30,97
2015-07-31,57
2015-08-01,29
2015-08-02,47
2015-08-03,52
2015-08-04,53
2015-08-05,41
2015-08-06,43
2015-08-07,49
2015-08-08,29
2015-08-09,27
2015-08-10,47
2015-08-11,49
2015-08-12,43
2015-08-13,44
2015-08-14,39
2015-08-15,25
2015-08-16,29
2015-08-17,52
2015-08-18,40
2015-08-19,43
2015-08-20,44
2015-08-21,53
2015-08-22,24
2015-08-23,27
2015-08-24,51
2015-08-25,43
2015-08-26,50
2015-08-27,46
2015-08-28,40
2015-08-29,23
2015-08-30,33
2015-08-31,46
2015-09-01,42
2015-09-02,42
2015-09-03,42
2015-09-04,41
2015-09-05,28
2015-09-06,22
2015-09-07,34
2015-09-08,40
2015-09-09,44
2015-09-10,26
2015-09-11,44
2015-09-12,34
2015-09-13,34
2015-09-14,50
2015-09-15,46
2015-09-16,44
2015-09-17,43
2015-09-18,53
2015-09-19,31
2015-09-20,29
2015-09-21,42
2015-09-22,41
2015-09-23,48
2015-09-24,54
2015-09-25,48
2015-09-26,23
2015-09-27,33
2015-09-28,44
2015-09-29,53
2015-09-30,52
2015-10-01,43
2015-10-02,51
2015-10-03,38
2015-10-04,35
2015-10-05,41
2015-10-06,52
2015-10-07,51
2015-10-08,37
2015-10-09,44
2015-10-10,33
2015-10-11,33
2015-10-12,45
2015-10-13,42
2015-10-14,42
2015-10-15,49
2015-10-16,48
2015-10-17,31
2015-10-18,33
2015-10-19,42
2015-10-20,40
2015-10-21,41
2015-10-22,43
2015-10-23,48
2015-10-24,19
2015-10-25,27
2015-10-26,44
2015-10-27,53
2015-10-28,46
2015-10-29,50
2015-10-30,32
2015-10-31,25
2015-11-01,33
2015-11-02,43
2015-11-03,59
2015-11-04,92
2015-11-05,91
2015-11-06,64
2015-11-07,35
2015-11-08,36
2015-11-09,37
2015-11-10,44
2015-11-11,53
2015-11-12,47
2015-11-13,36
2015-11-14,28
2015-11-15,19
2015-11-16,35
2015-11-17,41
2015-11-18,39
2015-11-19,39
2015-11-20,45
2015-11-21,35
2015-11-22,26
2015-11-23,47
2015-11-24,41
2015-11-25,39
2015-11-26,30
2015-11-27,32
2015-11-28,24
2015-11-29,25
2015-11-30,38
2015-12-01,42
2015-12-02,44
2015-12-03,44
2015-12-04,47
2015-12-05,28
2015-12-06,17
2015-12-07,41
2015-12-08,39
2015-12-09,43
2015-12-10,41
2015-12-11,64
2015-12-12,30
2015-12-13,26
2015-12-14,45
2015-12-15,38
2015-12-16,50
2015-12-17,46
2015-12-18,46
2015-12-19,33
2015-12-20,25
2015-12-21,29
2015-12-22,44
2015-12-23,47
2015-12-24,34
2015-12-25,30
2015-12-26,24
