date,WFM
2016-09-11,42
2016-09-12,77
2016-09-13,91
2016-09-14,91
2016-09-15,87
2016-09-16,91
2016-09-17,52
2016-09-18,57
2016-09-19,89
2016-09-20,71
2016-09-21,87
2016-09-22,81
2016-09-23,81
2016-09-24,56
2016-09-25,39
2016-09-26,89
2016-09-27,90
2016-09-28,75
2016-09-29,71
2016-09-30,63
2016-10-01,49
2016-10-02,54
2016-10-03,76
2016-10-04,84
2016-10-05,79
2016-10-06,89
2016-10-07,88
2016-10-08,71
2016-10-09,42
2016-10-10,86
2016-10-11,77
2016-10-12,70
2016-10-13,72
2016-10-14,85
2016-10-15,60
2016-10-16,63
2016-10-17,85
2016-10-18,67
2016-10-19,72
2016-10-20,84
2016-10-21,56
2016-10-22,60
2016-10-23,45
2016-10-24,87
2016-10-25,65
2016-10-26,77
2016-10-27,83
2016-10-28,84
2016-10-29,35
2016-10-30,50
2016-10-31,78
2016-11-01,73
2016-11-02,81
2016-11-03,74
2016-11-04,92
2016-11-05,42
2016-11-06,54
2016-11-07,84
2016-11-08,64
2016-11-09,85
2016-11-10,65
2016-11-11,65
2016-11-12,54
2016-11-13,47
2016-11-14,96
2016-11-15,78
2016-11-16,83
2016-11-17,78
2016-11-18,69
2016-11-19,52
2016-11-20,54
2016-11-21,75
2016-11-22,87
2016-11-23,75
2016-11-24,59
2016-11-25,69
2016-11-26,45
2016-11-27,52
2016-11-28,58
2016-11-29,83
2016-11-30,65
2016-12-01,66
2016-12-02,70
2016-12-03,44
2016-12-04,40
2016-12-05,84
2016-12-06,76
2016-12-07,80
2016-12-08,75
2016-12-09,59
2016-12-10,67
2016-12-11,54
2016-12-12,79
2016-12-13,72
2016-12-14,87
2016-12-15,62
2016-12-16,74
2016-12-17,43
2016-12-18,41
2016-12-19,68
2016-12-20,72
2016-12-21,55
2016-12-22,61
2016-12-23,48
2016-12-24,52
2016-12-25,45
2016-12-26,62
2016-12-27,68
2016-12-28,64
2016-12-29,51
2016-12-30,58
2016-12-31,43
2017-01-01,37
2017-01-02,59
2017-01-03,81
2017-01-04,72
2017-01-05,78
2017-01-06,62
2017-01-07,48
2017-01-08,43
2017-01-09,77
2017-01-10,70
2017-01-11,60
2017-01-12,77
2017-01-13,56
2017-01-14,51
2017-01-15,46
2017-01-16,65
2017-01-17,65
2017-01-18,61
2017-01-19,61
2017-01-20,63
2017-01-21,37
2017-01-22,46
2017-01-23,69
2017-01-24,82
2017-01-25,78
2017-01-26,59
2017-01-27,78
2017-01-28,44
2017-01-29,53
2017-01-30,61
2017-01-31,75
2017-02-01,65
2017-02-02,66
2017-02-03,62
2017-02-04,41
2017-02-05,44
2017-02-06,83
2017-02-07,73
2017-02-08,99
2017-02-09,100
2017-02-10,81
2017-02-11,63
2017-02-12,64
2017-02-13,81
2017-02-14,71
2017-02-15,76
2017-02-16,78
2017-02-17,89
2017-02-18,65
2017-02-19,48
2017-02-20,63
2017-02-21,70
2017-02-22,65
2017-02-23,70
2017-02-24,82
2017-02-25,60
2017-02-26,56
2017-02-27,99
2017-02-28,75
2017-03-01,85
2017-03-02,75
2017-03-03,68
2017-03-04,42
2017-03-05,47
2017-03-06,85
2017-03-07,67
2017-03-08,58
2017-03-09,62
2017-03-10,71
2017-03-11,42
2017-03-12,54
2017-03-13,61
2017-03-14,66
2017-03-15,77
2017-03-16,77
2017-03-17,83
2017-03-18,70
2017-03-19,47
2017-03-20,83
2017-03-21,64
2017-03-22,83
2017-03-23,67
2017-03-24,69
2017-03-25,50
2017-03-26,42
2017-03-27,82
2017-03-28,60
2017-03-29,80
2017-03-30,76
2017-03-31,80
2017-04-01,46
