date,WFM
2015-12-26,40
2015-12-27,35
2015-12-28,49
2015-12-29,57
2015-12-30,49
2015-12-31,42
2016-01-01,34
2016-01-02,43
2016-01-03,38
2016-01-04,50
2016-01-05,48
2016-01-06,44
2016-01-07,64
2016-01-08,52
2016-01-09,38
2016-01-10,34
2016-01-11,52
2016-01-12,54
2016-01-13,47
2016-01-14,63
2016-01-15,53
2016-01-16,31
2016-01-17,40
2016-01-18,49
2016-01-19,51
2016-01-20,66
2016-01-21,51
2016-01-22,59
2016-01-23,33
2016-01-24,43
2016-01-25,63
2016-01-26,63
2016-01-27,64
2016-01-28,59
2016-01-29,58
2016-01-30,39
2016-01-31,38
2016-02-01,52
2016-02-02,44
2016-02-03,47
2016-02-04,50
2016-02-05,43
2016-02-06,42
2016-02-07,33
2016-02-08,43
2016-02-09,51
2016-02-10,79
2016-02-11,68
2016-02-12,48
2016-02-13,23
2016-02-14,34
2016-02-15,44
2016-02-16,51
2016-02-17,52
2016-02-18,56
2016-02-19,51
2016-02-20,36
2016-02-21,37
2016-02-22,50
2016-02-23,50
2016-02-24,43
2016-02-25,49
2016-02-26,42
2016-02-27,35
2016-02-28,39
2016-02-29,52
2016-03-01,52
2016-03-02,58
2016-03-03,62
2016-03-04,52
2016-03-05,38
2016-03-06,32
2016-03-07,62
2016-03-08,53
2016-03-09,57
2016-03-10,59
2016-03-11,49
2016-03-12,33
2016-03-13,25
2016-03-14,55
2016-03-15,59
2016-03-16,59
2016-03-17,60
2016-03-18,48
2016-03-19,35
2016-03-20,36
2016-03-21,50
2016-03-22,56
2016-03-23,52
2016-03-24,43
2016-03-25,38
2016-03-26,34
2016-03-27,24
2016-03-28,48
2016-03-29,55
2016-03-30,54
2016-03-31,55
2016-04-01,55
2016-04-02,37
2016-04-03,34
2016-04-04,54
2016-04-05,57
2016-04-06,52
2016-04-07,62
2016-04-08,59
2016-04-09,31
2016-04-10,28
2016-04-11,60
2016-04-12,52
2016-04-13,50
2016-04-14,56
2016-04-15,50
2016-04-16,37
2016-04-17,36
2016-04-18,53
2016-04-19,60
2016-04-20,55
2016-04-21,56
2016-04-22,50
2016-04-23,46
2016-04-24,29
2016-04-25,58
2016-04-26,60
2016-04-27,49
2016-04-28,69
2016-04-29,52
2016-04-30,39
2016-05-01,38
2016-05-02,59
2016-05-03,58
2016-05-04,78
2016-05-05,86
2016-05-06,54
2016-05-07,40
2016-05-08,33
2016-05-09,57
2016-05-10,53
2016-05-11,62
2016-05-12,49
2016-05-13,51
2016-05-14,32
2016-05-15,36
2016-05-16,59
2016-05-17,52
2016-05-18,50
2016-05-19,47
2016-05-20,56
2016-05-21,41
2016-05-22,38
2016-05-23,49
2016-05-24,43
2016-05-25,53
2016-05-26,51
2016-05-27,52
2016-05-28,30
2016-05-29,35
2016-05-30,41
2016-05-31,57
2016-06-01,66
2016-06-02,54
2016-06-03,63
2016-06-04,29
2016-06-05,28
2016-06-06,59
2016-06-07,56
2016-06-08,65
2016-06-09,54
2016-06-10,59
2016-06-11,34
2016-06-12,49
2016-06-13,49
2016-06-14,60
2016-06-15,65
2016-06-16,61
2016-06-17,51
2016-06-18,36
2016-06-19,43
2016-06-20,67
2016-06-21,53
2016-06-22,68
2016-06-23,56
2016-06-24,55
2016-06-25,32
2016-06-26,30
2016-06-27,56
2016-06-28,56
2016-06-29,51
2016-06-30,54
2016-07-01,59
2016-07-02,37
2016-07-03,39
2016-07-04,38
2016-07-05,61
2016-07-06,64
2016-07-07,52
2016-07-08,54
2016-07-09,38
2016-07-10,37
2016-07-11,55
2016-07-12,55
2016-07-13,59
2016-07-14,65
2016-07-15,50
2016-07-16,37
2016-07-17,41
2016-07-18,56
2016-07-19,57
2016-07-20,58
2016-07-21,55
2016-07-22,51
2016-07-23,30
2016-07-24,39
2016-07-25,65
2016-07-26,58
2016-07-27,96
2016-07-28,100
2016-07-29,71
2016-07-30,30
2016-07-31,38
2016-08-01,59
2016-08-02,48
2016-08-03,56
2016-08-04,46
2016-08-05,48
2016-08-06,24
2016-08-07,35
2016-08-08,54
2016-08-09,54
2016-08-10,57
2016-08-11,47
2016-08-12,39
2016-08-13,40
2016-08-14,36
2016-08-15,46
2016-08-16,54
2016-08-17,44
2016-08-18,50
2016-08-19,55
2016-08-20,34
2016-08-21,35
2016-08-22,65
2016-08-23,67
2016-08-24,64
2016-08-25,51
2016-08-26,53
2016-08-27,31
2016-08-28,31
2016-08-29,61
2016-08-30,53
2016-08-31,53
2016-09-01,51
2016-09-02,51
2016-09-03,40
2016-09-04,38
2016-09-05,42
2016-09-06,49
2016-09-07,71
2016-09-08,66
2016-09-09,59
2016-09-10,39
2016-09-11,35
