date,WFM
2012-06-04,50
2012-06-05,54
2012-06-06,59
2012-06-07,59
2012-06-08,47
2012-06-09,36
2012-06-10,33
2012-06-11,58
2012-06-12,43
2012-06-13,61
2012-06-14,80
2012-06-15,71
2012-06-16,37
2012-06-17,27
2012-06-18,54
2012-06-19,65
2012-06-20,55
2012-06-21,51
2012-06-22,52
2012-06-23,35
2012-06-24,32
2012-06-25,53
2012-06-26,61
2012-06-27,66
2012-06-28,58
2012-06-29,56
2012-06-30,27
2012-07-01,37
2012-07-02,45
2012-07-03,51
2012-07-04,45
2012-07-05,50
2012-07-06,38
2012-07-07,28
2012-07-08,34
2012-07-09,39
2012-07-10,50
2012-07-11,57
2012-07-12,45
2012-07-13,56
2012-07-14,40
2012-07-15,42
2012-07-16,55
2012-07-17,51
2012-07-18,33
2012-07-19,62
2012-07-20,64
2012-07-21,29
2012-07-22,38
2012-07-23,55
2012-07-24,72
2012-07-25,85
2012-07-26,74
2012-07-27,62
2012-07-28,39
2012-07-29,30
2012-07-30,44
2012-07-31,63
2012-08-01,55
2012-08-02,44
2012-08-03,57
2012-08-04,31
2012-08-05,22
2012-08-06,37
2012-08-07,57
2012-08-08,51
2012-08-09,57
2012-08-10,63
2012-08-11,42
2012-08-12,33
2012-08-13,49
2012-08-14,57
2012-08-15,61
2012-08-16,55
2012-08-17,56
2012-08-18,59
2012-08-19,24
2012-08-20,37
2012-08-21,54
2012-08-22,66
2012-08-23,64
2012-08-24,75
2012-08-25,38
2012-08-26,24
2012-08-27,58
2012-08-28,47
2012-08-29,62
2012-08-30,47
2012-08-31,64
2012-09-01,33
2012-09-02,32
2012-09-03,42
2012-09-04,52
2012-09-05,50
2012-09-06,44
2012-09-07,61
2012-09-08,33
2012-09-09,42
2012-09-10,55
2012-09-11,52
2012-09-12,50
2012-09-13,59
2012-09-14,55
2012-09-15,42
2012-09-16,36
2012-09-17,41
2012-09-18,47
2012-09-19,60
2012-09-20,73
2012-09-21,61
2012-09-22,29
2012-09-23,35
2012-09-24,56
2012-09-25,59
2012-09-26,64
2012-09-27,63
2012-09-28,55
2012-09-29,40
2012-09-30,37
2012-10-01,52
2012-10-02,51
2012-10-03,46
2012-10-04,54
2012-10-05,48
2012-10-06,47
2012-10-07,43
2012-10-08,57
2012-10-09,45
2012-10-10,68
2012-10-11,61
2012-10-12,72
2012-10-13,40
2012-10-14,36
2012-10-15,55
2012-10-16,42
2012-10-17,56
2012-10-18,42
2012-10-19,50
2012-10-20,36
2012-10-21,39
2012-10-22,43
2012-10-23,61
2012-10-24,53
2012-10-25,60
2012-10-26,45
2012-10-27,23
2012-10-28,35
2012-10-29,24
2012-10-30,56
2012-10-31,62
2012-11-01,65
2012-11-02,42
2012-11-03,23
2012-11-04,32
2012-11-05,56
2012-11-06,58
2012-11-07,62
2012-11-08,72
2012-11-09,50
2012-11-10,43
2012-11-11,34
2012-11-12,65
2012-11-13,57
2012-11-14,64
2012-11-15,42
2012-11-16,57
2012-11-17,36
2012-11-18,32
2012-11-19,62
2012-11-20,50
2012-11-21,45
2012-11-22,46
2012-11-23,38
2012-11-24,40
2012-11-25,36
2012-11-26,42
2012-11-27,73
2012-11-28,64
2012-11-29,59
2012-11-30,50
2012-12-01,33
2012-12-02,33
2012-12-03,56
2012-12-04,59
2012-12-05,53
2012-12-06,61
2012-12-07,49
2012-12-08,38
2012-12-09,42
2012-12-10,47
2012-12-11,45
2012-12-12,45
2012-12-13,54
2012-12-14,52
2012-12-15,40
2012-12-16,28
2012-12-17,40
2012-12-18,57
2012-12-19,38
2012-12-20,50
2012-12-21,59
2012-12-22,39
2012-12-23,36
2012-12-24,30
2012-12-25,35
2012-12-26,31
2012-12-27,42
2012-12-28,50
2012-12-29,41
2012-12-30,34
2012-12-31,46
2013-01-01,38
2013-01-02,69
2013-01-03,50
2013-01-04,57
2013-01-05,33
2013-01-06,46
2013-01-07,63
2013-01-08,80
2013-01-09,55
2013-01-10,49
2013-01-11,57
2013-01-12,38
2013-01-13,22
2013-01-14,51
2013-01-15,54
2013-01-16,52
2013-01-17,56
2013-01-18,62
2013-01-19,37
2013-01-20,36
2013-01-21,46
2013-01-22,61
2013-01-23,55
2013-01-24,53
2013-01-25,44
2013-01-26,41
2013-01-27,29
2013-01-28,63
2013-01-29,62
2013-01-30,59
2013-01-31,61
2013-02-01,49
2013-02-02,38
2013-02-03,36
2013-02-04,47
2013-02-05,60
2013-02-06,57
2013-02-07,53
2013-02-08,49
2013-02-09,42
2013-02-10,31
2013-02-11,66
2013-02-12,76
2013-02-13,69
2013-02-14,100
2013-02-15,78
2013-02-16,48
2013-02-17,42
2013-02-18,56
2013-02-19,60
