date,WFM
2016-05-04,86
2016-05-05,92
2016-05-06,66
2016-05-07,41
2016-05-08,39
2016-05-09,59
2016-05-10,71
2016-05-11,77
2016-05-12,52
2016-05-13,53
2016-05-14,30
2016-05-15,46
2016-05-16,69
2016-05-17,66
2016-05-18,63
2016-05-19,58
2016-05-20,59
2016-05-21,45
2016-05-22,41
2016-05-23,62
2016-05-24,56
2016-05-25,68
2016-05-26,58
2016-05-27,52
2016-05-28,43
2016-05-29,29
2016-05-30,52
2016-05-31,55
2016-06-01,92
2016-06-02,55
2016-06-03,63
2016-06-04,38
2016-06-05,37
2016-06-06,79
2016-06-07,75
2016-06-08,77
2016-06-09,60
2016-06-10,58
2016-06-11,41
2016-06-12,43
2016-06-13,62
2016-06-14,70
2016-06-15,64
2016-06-16,77
2016-06-17,57
2016-06-18,47
2016-06-19,45
2016-06-20,65
2016-06-21,56
2016-06-22,71
2016-06-23,61
2016-06-24,75
2016-06-25,46
2016-06-26,33
2016-06-27,67
2016-06-28,67
2016-06-29,64
2016-06-30,70
2016-07-01,55
2016-07-02,41
2016-07-03,43
2016-07-04,51
2016-07-05,66
2016-07-06,69
2016-07-07,80
2016-07-08,56
2016-07-09,44
2016-07-10,37
2016-07-11,66
2016-07-12,65
2016-07-13,64
2016-07-14,77
2016-07-15,56
2016-07-16,43
2016-07-17,39
2016-07-18,53
2016-07-19,62
2016-07-20,61
2016-07-21,60
2016-07-22,66
2016-07-23,43
2016-07-24,36
2016-07-25,67
2016-07-26,75
2016-07-27,93
2016-07-28,100
2016-07-29,71
2016-07-30,41
2016-07-31,46
2016-08-01,55
2016-08-02,68
2016-08-03,59
2016-08-04,53
2016-08-05,69
2016-08-06,33
2016-08-07,35
2016-08-08,46
2016-08-09,49
2016-08-10,63
2016-08-11,53
2016-08-12,53
2016-08-13,41
2016-08-14,45
2016-08-15,53
2016-08-16,56
2016-08-17,49
2016-08-18,53
2016-08-19,50
2016-08-20,39
2016-08-21,52
2016-08-22,60
2016-08-23,80
2016-08-24,70
2016-08-25,50
2016-08-26,83
2016-08-27,36
2016-08-28,42
2016-08-29,68
2016-08-30,67
2016-08-31,67
2016-09-01,60
2016-09-02,59
2016-09-03,36
2016-09-04,47
2016-09-05,61
2016-09-06,57
2016-09-07,76
2016-09-08,77
2016-09-09,69
2016-09-10,33
2016-09-11,44
2016-09-12,74
2016-09-13,65
2016-09-14,75
2016-09-15,73
2016-09-16,63
2016-09-17,34
2016-09-18,49
2016-09-19,59
2016-09-20,57
2016-09-21,69
2016-09-22,69
2016-09-23,63
2016-09-24,48
2016-09-25,36
2016-09-26,67
2016-09-27,79
2016-09-28,69
2016-09-29,63
2016-09-30,61
2016-10-01,44
2016-10-02,39
2016-10-03,56
2016-10-04,49
2016-10-05,59
2016-10-06,73
2016-10-07,66
2016-10-08,47
2016-10-09,43
2016-10-10,59
2016-10-11,51
2016-10-12,54
2016-10-13,55
2016-10-14,50
2016-10-15,35
2016-10-16,40
2016-10-17,59
2016-10-18,60
2016-10-19,63
2016-10-20,54
2016-10-21,56
2016-10-22,47
2016-10-23,35
2016-10-24,74
2016-10-25,71
2016-10-26,55
2016-10-27,66
2016-10-28,65
2016-10-29,26
2016-10-30,38
2016-10-31,78
2016-11-01,65
2016-11-02,88
2016-11-03,91
2016-11-04,79
2016-11-05,47
2016-11-06,51
2016-11-07,74
2016-11-08,53
2016-11-09,63
2016-11-10,64
2016-11-11,53
2016-11-12,35
2016-11-13,46
2016-11-14,77
2016-11-15,67
2016-11-16,60
2016-11-17,64
2016-11-18,60
2016-11-19,40
2016-11-20,51
2016-11-21,57
2016-11-22,65
2016-11-23,73
2016-11-24,35
2016-11-25,68
2016-11-26,47
2016-11-27,32
2016-11-28,65
2016-11-29,67
2016-11-30,60
2016-12-01,51
2016-12-02,61
2016-12-03,42
2016-12-04,38
2016-12-05,46
2016-12-06,71
2016-12-07,60
2016-12-08,58
2016-12-09,52
2016-12-10,37
2016-12-11,38
2016-12-12,62
2016-12-13,60
2016-12-14,57
2016-12-15,44
2016-12-16,68
2016-12-17,40
2016-12-18,31
2016-12-19,57
2016-12-20,67
2016-12-21,44
2016-12-22,50
2016-12-23,30
2016-12-24,43
2016-12-25,37
2016-12-26,52
2016-12-27,49
2016-12-28,50
2016-12-29,48
2016-12-30,52
2016-12-31,39
2017-01-01,35
2017-01-02,46
2017-01-03,48
2017-01-04,54
2017-01-05,57
2017-01-06,47
2017-01-07,36
2017-01-08,31
2017-01-09,54
2017-01-10,50
2017-01-11,48
2017-01-12,54
2017-01-13,54
2017-01-14,45
2017-01-15,30
2017-01-16,62
2017-01-17,49
2017-01-18,65
2017-01-19,58
