date,WFM
2015-08-18,52
2015-08-19,48
2015-08-20,71
2015-08-21,62
2015-08-22,40
2015-08-23,36
2015-08-24,66
2015-08-25,60
2015-08-26,63
2015-08-27,45
2015-08-28,54
2015-08-29,33
2015-08-30,31
2015-08-31,57
2015-09-01,53
2015-09-02,51
2015-09-03,57
2015-09-04,47
2015-09-05,30
2015-09-06,28
2015-09-07,39
2015-09-08,52
2015-09-09,57
2015-09-10,44
2015-09-11,47
2015-09-12,34
2015-09-13,33
2015-09-14,52
2015-09-15,51
2015-09-16,45
2015-09-17,49
2015-09-18,63
2015-09-19,36
2015-09-20,45
2015-09-21,51
2015-09-22,50
2015-09-23,51
2015-09-24,48
2015-09-25,59
2015-09-26,37
2015-09-27,43
2015-09-28,48
2015-09-29,55
2015-09-30,52
2015-10-01,53
2015-10-02,57
2015-10-03,33
2015-10-04,37
2015-10-05,45
2015-10-06,63
2015-10-07,53
2015-10-08,47
2015-10-09,53
2015-10-10,40
2015-10-11,30
2015-10-12,58
2015-10-13,48
2015-10-14,46
2015-10-15,58
2015-10-16,43
2015-10-17,39
2015-10-18,32
2015-10-19,48
2015-10-20,47
2015-10-21,51
2015-10-22,60
2015-10-23,51
2015-10-24,31
2015-10-25,31
2015-10-26,49
2015-10-27,65
2015-10-28,66
2015-10-29,67
2015-10-30,47
2015-10-31,26
2015-11-01,40
2015-11-02,55
2015-11-03,76
2015-11-04,99
2015-11-05,100
2015-11-06,66
2015-11-07,38
2015-11-08,34
2015-11-09,57
2015-11-10,53
2015-11-11,50
2015-11-12,52
2015-11-13,40
2015-11-14,33
2015-11-15,28
2015-11-16,52
2015-11-17,55
2015-11-18,50
2015-11-19,55
2015-11-20,57
2015-11-21,37
2015-11-22,34
2015-11-23,50
2015-11-24,52
2015-11-25,48
2015-11-26,31
2015-11-27,36
2015-11-28,41
2015-11-29,26
2015-11-30,52
2015-12-01,50
2015-12-02,48
2015-12-03,42
2015-12-04,49
2015-12-05,41
2015-12-06,34
2015-12-07,42
2015-12-08,46
2015-12-09,45
2015-12-10,49
2015-12-11,76
2015-12-12,40
2015-12-13,32
2015-12-14,49
2015-12-15,52
2015-12-16,56
2015-12-17,48
2015-12-18,49
2015-12-19,35
2015-12-20,30
2015-12-21,42
2015-12-22,52
2015-12-23,49
2015-12-24,41
2015-12-25,37
2015-12-26,28
2015-12-27,28
2015-12-28,50
2015-12-29,54
2015-12-30,47
2015-12-31,33
2016-01-01,36
2016-01-02,32
2016-01-03,38
2016-01-04,51
2016-01-05,54
2016-01-06,38
2016-01-07,61
2016-01-08,46
2016-01-09,39
2016-01-10,27
2016-01-11,43
2016-01-12,47
2016-01-13,37
2016-01-14,60
2016-01-15,53
2016-01-16,28
2016-01-17,30
2016-01-18,49
2016-01-19,43
2016-01-20,50
2016-01-21,39
2016-01-22,51
2016-01-23,32
2016-01-24,41
2016-01-25,51
2016-01-26,53
2016-01-27,58
2016-01-28,43
2016-01-29,45
2016-01-30,38
2016-01-31,32
2016-02-01,50
2016-02-02,47
2016-02-03,43
2016-02-04,50
2016-02-05,44
2016-02-06,39
2016-02-07,32
2016-02-08,41
2016-02-09,49
2016-02-10,67
2016-02-11,60
2016-02-12,52
2016-02-13,29
2016-02-14,26
2016-02-15,42
2016-02-16,48
2016-02-17,47
2016-02-18,51
2016-02-19,44
2016-02-20,32
2016-02-21,37
2016-02-22,52
2016-02-23,47
2016-02-24,48
2016-02-25,45
2016-02-26,53
2016-02-27,36
2016-02-28,39
2016-02-29,49
2016-03-01,48
2016-03-02,44
2016-03-03,59
2016-03-04,43
2016-03-05,34
2016-03-06,29
2016-03-07,59
2016-03-08,44
2016-03-09,48
2016-03-10,48
2016-03-11,53
2016-03-12,35
2016-03-13,29
2016-03-14,52
2016-03-15,52
2016-03-16,54
2016-03-17,49
2016-03-18,51
2016-03-19,32
2016-03-20,40
2016-03-21,39
2016-03-22,49
2016-03-23,49
2016-03-24,37
2016-03-25,39
2016-03-26,38
2016-03-27,17
2016-03-28,55
2016-03-29,49
2016-03-30,46
2016-03-31,57
2016-04-01,52
2016-04-02,31
2016-04-03,35
2016-04-04,43
2016-04-05,50
2016-04-06,50
2016-04-07,56
2016-04-08,54
2016-04-09,26
2016-04-10,40
2016-04-11,53
2016-04-12,58
2016-04-13,52
2016-04-14,46
2016-04-15,48
2016-04-16,30
2016-04-17,33
2016-04-18,51
2016-04-19,58
2016-04-20,52
2016-04-21,56
2016-04-22,49
2016-04-23,40
2016-04-24,28
2016-04-25,47
2016-04-26,53
2016-04-27,48
2016-04-28,52
2016-04-29,50
2016-04-30,28
2016-05-01,37
2016-05-02,52
2016-05-03,55
2016-05-04,63
