date,WFM
2011-01-01,28
2011-01-02,46
2011-01-03,50
2011-01-04,61
2011-01-05,63
2011-01-06,54
2011-01-07,58
2011-01-08,23
2011-01-09,55
2011-01-10,71
2011-01-11,54
2011-01-12,54
2011-01-13,70
2011-01-14,54
2011-01-15,60
2011-01-16,40
2011-01-17,72
2011-01-18,55
2011-01-19,74
2011-01-20,52
2011-01-21,54
2011-01-22,47
2011-01-23,29
2011-01-24,82
2011-01-25,47
2011-01-26,59
2011-01-27,54
2011-01-28,71
2011-01-29,43
2011-01-30,49
2011-01-31,56
2011-02-01,53
2011-02-02,57
2011-02-03,50
2011-02-04,57
2011-02-05,50
2011-02-06,37
2011-02-07,44
2011-02-08,48
2011-02-09,59
2011-02-10,42
2011-02-11,58
2011-02-12,34
2011-02-13,43
2011-02-14,51
2011-02-15,60
2011-02-16,42
2011-02-17,53
2011-02-18,57
2011-02-19,31
2011-02-20,45
2011-02-21,69
2011-02-22,56
2011-02-23,50
2011-02-24,58
2011-02-25,47
2011-02-26,53
2011-02-27,30
2011-02-28,51
2011-03-01,51
2011-03-02,60
2011-03-03,43
2011-03-04,54
2011-03-05,39
2011-03-06,34
2011-03-07,65
2011-03-08,57
2011-03-09,58
2011-03-10,63
2011-03-11,41
2011-03-12,37
2011-03-13,36
2011-03-14,42
2011-03-15,54
2011-03-16,51
2011-03-17,63
2011-03-18,41
2011-03-19,26
2011-03-20,38
2011-03-21,56
2011-03-22,52
2011-03-23,58
2011-03-24,51
2011-03-25,68
2011-03-26,38
2011-03-27,68
2011-03-28,51
2011-03-29,59
2011-03-30,57
2011-03-31,58
2011-04-01,59
2011-04-02,42
2011-04-03,34
2011-04-04,59
2011-04-05,61
2011-04-06,54
2011-04-07,63
2011-04-08,49
2011-04-09,37
2011-04-10,41
2011-04-11,51
2011-04-12,47
2011-04-13,52
2011-04-14,55
2011-04-15,49
2011-04-16,47
2011-04-17,25
2011-04-18,41
2011-04-19,45
2011-04-20,56
2011-04-21,49
2011-04-22,42
2011-04-23,29
2011-04-24,35
2011-04-25,53
2011-04-26,59
2011-04-27,42
2011-04-28,54
2011-04-29,63
2011-04-30,29
2011-05-01,24
2011-05-02,36
2011-05-03,65
2011-05-04,48
2011-05-05,55
2011-05-06,78
2011-05-07,49
2011-05-08,35
2011-05-09,70
2011-05-10,74
2011-05-11,62
2011-05-12,61
2011-05-13,64
2011-05-14,43
2011-05-15,47
2011-05-16,74
2011-05-17,64
2011-05-18,68
2011-05-19,56
2011-05-20,52
2011-05-21,51
2011-05-22,48
2011-05-23,80
2011-05-24,73
2011-05-25,67
2011-05-26,71
2011-05-27,44
2011-05-28,44
2011-05-29,37
2011-05-30,53
2011-05-31,100
2011-06-01,46
2011-06-02,70
2011-06-03,63
2011-06-04,45
2011-06-05,41
2011-06-06,64
2011-06-07,47
2011-06-08,79
2011-06-09,68
2011-06-10,40
2011-06-11,44
2011-06-12,51
2011-06-13,38
2011-06-14,61
2011-06-15,66
2011-06-16,61
2011-06-17,54
2011-06-18,41
2011-06-19,60
2011-06-20,64
2011-06-21,56
2011-06-22,85
2011-06-23,67
2011-06-24,59
2011-06-25,49
2011-06-26,41
2011-06-27,64
2011-06-28,60
2011-06-29,72
2011-06-30,70
2011-07-01,72
2011-07-02,52
2011-07-03,30
2011-07-04,70
2011-07-05,64
2011-07-06,55
2011-07-07,84
2011-07-08,81
2011-07-09,30
2011-07-10,45
2011-07-11,78
2011-07-12,67
2011-07-13,94
2011-07-14,78
2011-07-15,60
2011-07-16,40
2011-07-17,39
2011-07-18,55
2011-07-19,44
2011-07-20,58
2011-07-21,70
2011-07-22,47
2011-07-23,38
2011-07-24,48
2011-07-25,57
2011-07-26,70
2011-07-27,93
2011-07-28,86
2011-07-29,54
2011-07-30,49
2011-07-31,64
2011-08-01,58
2011-08-02,73
2011-08-03,87
2011-08-04,52
2011-08-05,64
2011-08-06,59
2011-08-07,40
2011-08-08,76
2011-08-09,65
2011-08-10,60
2011-08-11,95
2011-08-12,72
2011-08-13,53
2011-08-14,40
2011-08-15,85
2011-08-16,38
2011-08-17,59
2011-08-18,68
2011-08-19,62
2011-08-20,49
2011-08-21,37
2011-08-22,68
2011-08-23,49
2011-08-24,47
2011-08-25,52
2011-08-26,70
2011-08-27,49
2011-08-28,36
2011-08-29,53
2011-08-30,66
2011-08-31,54
2011-09-01,61
2011-09-02,56
2011-09-03,32
2011-09-04,42
2011-09-05,45
2011-09-06,66
2011-09-07,60
2011-09-08,73
2011-09-09,61
2011-09-10,44
2011-09-11,30
2011-09-12,42
2011-09-13,53
2011-09-14,87
2011-09-15,77
2011-09-16,57
2011-09-17,41
2011-09-18,44
