date,WFM
2011-05-11,66
2011-05-12,68
2011-05-13,55
2011-05-14,46
2011-05-15,43
2011-05-16,66
2011-05-17,45
2011-05-18,45
2011-05-19,71
2011-05-20,50
2011-05-21,47
2011-05-22,31
2011-05-23,52
2011-05-24,54
2011-05-25,46
2011-05-26,53
2011-05-27,31
2011-05-28,38
2011-05-29,39
2011-05-30,35
2011-05-31,71
2011-06-01,48
2011-06-02,46
2011-06-03,43
2011-06-04,62
2011-06-05,38
2011-06-06,59
2011-06-07,36
2011-06-08,68
2011-06-09,70
2011-06-10,44
2011-06-11,34
2011-06-12,29
2011-06-13,41
2011-06-14,53
2011-06-15,69
2011-06-16,56
2011-06-17,45
2011-06-18,34
2011-06-19,40
2011-06-20,83
2011-06-21,61
2011-06-22,75
2011-06-23,71
2011-06-24,77
2011-06-25,61
2011-06-26,48
2011-06-27,45
2011-06-28,72
2011-06-29,72
2011-06-30,55
2011-07-01,55
2011-07-02,53
2011-07-03,37
2011-07-04,62
2011-07-05,64
2011-07-06,72
2011-07-07,68
2011-07-08,60
2011-07-09,39
2011-07-10,25
2011-07-11,68
2011-07-12,63
2011-07-13,83
2011-07-14,58
2011-07-15,53
2011-07-16,48
2011-07-17,34
2011-07-18,61
2011-07-19,43
2011-07-20,57
2011-07-21,68
2011-07-22,76
2011-07-23,35
2011-07-24,44
2011-07-25,54
2011-07-26,75
2011-07-27,100
2011-07-28,88
2011-07-29,67
2011-07-30,54
2011-07-31,61
2011-08-01,69
2011-08-02,55
2011-08-03,86
2011-08-04,65
2011-08-05,70
2011-08-06,63
2011-08-07,52
2011-08-08,68
2011-08-09,65
2011-08-10,69
2011-08-11,83
2011-08-12,64
2011-08-13,36
2011-08-14,42
2011-08-15,61
2011-08-16,54
2011-08-17,58
2011-08-18,78
2011-08-19,77
2011-08-20,35
2011-08-21,34
2011-08-22,47
2011-08-23,63
2011-08-24,50
2011-08-25,59
2011-08-26,74
2011-08-27,58
2011-08-28,35
2011-08-29,64
2011-08-30,62
2011-08-31,50
2011-09-01,53
2011-09-02,60
2011-09-03,19
2011-09-04,42
2011-09-05,46
2011-09-06,60
2011-09-07,49
2011-09-08,55
2011-09-09,54
2011-09-10,28
2011-09-11,31
2011-09-12,45
2011-09-13,48
2011-09-14,99
2011-09-15,54
2011-09-16,61
2011-09-17,36
2011-09-18,27
2011-09-19,57
2011-09-20,74
2011-09-21,71
2011-09-22,82
2011-09-23,51
2011-09-24,59
2011-09-25,47
2011-09-26,74
2011-09-27,67
2011-09-28,41
2011-09-29,61
2011-09-30,58
2011-10-01,44
2011-10-02,36
2011-10-03,56
2011-10-04,65
2011-10-05,71
2011-10-06,55
2011-10-07,59
2011-10-08,64
2011-10-09,44
2011-10-10,57
2011-10-11,58
2011-10-12,77
2011-10-13,63
2011-10-14,49
2011-10-15,37
2011-10-16,55
2011-10-17,66
2011-10-18,68
2011-10-19,67
2011-10-20,60
2011-10-21,76
2011-10-22,50
2011-10-23,45
2011-10-24,77
2011-10-25,81
2011-10-26,47
2011-10-27,53
2011-10-28,75
2011-10-29,41
2011-10-30,47
2011-10-31,59
2011-11-01,74
2011-11-02,67
2011-11-03,86
2011-11-04,70
2011-11-05,38
2011-11-06,32
2011-11-07,83
2011-11-08,53
2011-11-09,79
2011-11-10,67
2011-11-11,52
2011-11-12,36
2011-11-13,50
2011-11-14,54
2011-11-15,60
2011-11-16,61
2011-11-17,75
2011-11-18,42
2011-11-19,30
2011-11-20,40
2011-11-21,47
2011-11-22,65
2011-11-23,59
2011-11-24,53
2011-11-25,55
2011-11-26,54
2011-11-27,40
2011-11-28,57
2011-11-29,55
2011-11-30,59
2011-12-01,58
2011-12-02,59
2011-12-03,29
2011-12-04,36
2011-12-05,69
2011-12-06,69
2011-12-07,54
2011-12-08,71
2011-12-09,65
2011-12-10,39
2011-12-11,40
2011-12-12,53
2011-12-13,61
2011-12-14,68
2011-12-15,71
2011-12-16,53
2011-12-17,35
2011-12-18,26
2011-12-19,49
2011-12-20,54
2011-12-21,54
2011-12-22,44
2011-12-23,51
2011-12-24,21
2011-12-25,46
2011-12-26,31
2011-12-27,51
2011-12-28,50
2011-12-29,44
2011-12-30,40
2011-12-31,44
2012-01-01,25
2012-01-02,42
2012-01-03,58
2012-01-04,52
2012-01-05,60
2012-01-06,61
2012-01-07,42
2012-01-08,44
2012-01-09,59
2012-01-10,64
2012-01-11,69
2012-01-12,76
2012-01-13,62
2012-01-14,44
2012-01-15,50
2012-01-16,64
2012-01-17,56
2012-01-18,77
2012-01-19,60
2012-01-20,55
2012-01-21,51
2012-01-22,34
2012-01-23,70
2012-01-24,59
2012-01-25,71
2012-01-26,74
