date,WFM
2012-01-26,66
2012-01-27,55
2012-01-28,27
2012-01-29,44
2012-01-30,59
2012-01-31,68
2012-02-01,59
2012-02-02,64
2012-02-03,43
2012-02-04,56
2012-02-05,37
2012-02-06,51
2012-02-07,64
2012-02-08,86
2012-02-09,87
2012-02-10,72
2012-02-11,30
2012-02-12,33
2012-02-13,47
2012-02-14,57
2012-02-15,61
2012-02-16,63
2012-02-17,48
2012-02-18,35
2012-02-19,54
2012-02-20,52
2012-02-21,72
2012-02-22,94
2012-02-23,61
2012-02-24,61
2012-02-25,39
2012-02-26,42
2012-02-27,54
2012-02-28,59
2012-02-29,51
2012-03-01,58
2012-03-02,56
2012-03-03,57
2012-03-04,34
2012-03-05,66
2012-03-06,66
2012-03-07,48
2012-03-08,50
2012-03-09,58
2012-03-10,28
2012-03-11,44
2012-03-12,56
2012-03-13,55
2012-03-14,57
2012-03-15,61
2012-03-16,43
2012-03-17,30
2012-03-18,37
2012-03-19,57
2012-03-20,65
2012-03-21,48
2012-03-22,59
2012-03-23,34
2012-03-24,41
2012-03-25,46
2012-03-26,58
2012-03-27,48
2012-03-28,55
2012-03-29,59
2012-03-30,68
2012-03-31,38
2012-04-01,44
2012-04-02,45
2012-04-03,55
2012-04-04,67
2012-04-05,52
2012-04-06,48
2012-04-07,18
2012-04-08,42
2012-04-09,50
2012-04-10,63
2012-04-11,64
2012-04-12,56
2012-04-13,49
2012-04-14,37
2012-04-15,34
2012-04-16,52
2012-04-17,75
2012-04-18,57
2012-04-19,57
2012-04-20,53
2012-04-21,35
2012-04-22,38
2012-04-23,60
2012-04-24,49
2012-04-25,59
2012-04-26,49
2012-04-27,65
2012-04-28,36
2012-04-29,39
2012-04-30,59
2012-05-01,45
2012-05-02,73
2012-05-03,97
2012-05-04,70
2012-05-05,35
2012-05-06,32
2012-05-07,62
2012-05-08,63
2012-05-09,53
2012-05-10,54
2012-05-11,61
2012-05-12,41
2012-05-13,25
2012-05-14,62
2012-05-15,64
2012-05-16,48
2012-05-17,53
2012-05-18,67
2012-05-19,34
2012-05-20,33
2012-05-21,61
2012-05-22,51
2012-05-23,60
2012-05-24,48
2012-05-25,51
2012-05-26,31
2012-05-27,39
2012-05-28,55
2012-05-29,64
2012-05-30,59
2012-05-31,56
2012-06-01,65
2012-06-02,46
2012-06-03,34
2012-06-04,44
2012-06-05,54
2012-06-06,66
2012-06-07,62
2012-06-08,56
2012-06-09,31
2012-06-10,32
2012-06-11,53
2012-06-12,53
2012-06-13,67
2012-06-14,64
2012-06-15,71
2012-06-16,36
2012-06-17,22
2012-06-18,67
2012-06-19,79
2012-06-20,45
2012-06-21,65
2012-06-22,66
2012-06-23,42
2012-06-24,47
2012-06-25,64
2012-06-26,65
2012-06-27,60
2012-06-28,60
2012-06-29,58
2012-06-30,32
2012-07-01,35
2012-07-02,50
2012-07-03,66
2012-07-04,39
2012-07-05,72
2012-07-06,53
2012-07-07,45
2012-07-08,43
2012-07-09,55
2012-07-10,62
2012-07-11,53
2012-07-12,70
2012-07-13,58
2012-07-14,52
2012-07-15,38
2012-07-16,50
2012-07-17,62
2012-07-18,69
2012-07-19,65
2012-07-20,76
2012-07-21,36
2012-07-22,37
2012-07-23,71
2012-07-24,81
2012-07-25,100
2012-07-26,95
2012-07-27,69
2012-07-28,41
2012-07-29,24
2012-07-30,48
2012-07-31,84
2012-08-01,55
2012-08-02,51
2012-08-03,61
2012-08-04,27
2012-08-05,32
2012-08-06,54
2012-08-07,63
2012-08-08,60
2012-08-09,72
2012-08-10,46
2012-08-11,43
2012-08-12,40
2012-08-13,55
2012-08-14,58
2012-08-15,46
2012-08-16,52
2012-08-17,48
2012-08-18,50
2012-08-19,26
2012-08-20,41
2012-08-21,48
2012-08-22,67
2012-08-23,69
2012-08-24,60
2012-08-25,34
2012-08-26,49
2012-08-27,67
2012-08-28,62
2012-08-29,66
2012-08-30,64
2012-08-31,72
2012-09-01,34
2012-09-02,34
2012-09-03,42
2012-09-04,67
2012-09-05,58
2012-09-06,59
2012-09-07,63
2012-09-08,50
2012-09-09,33
2012-09-10,61
2012-09-11,64
2012-09-12,62
2012-09-13,60
2012-09-14,54
2012-09-15,39
2012-09-16,43
2012-09-17,39
2012-09-18,53
2012-09-19,57
2012-09-20,80
2012-09-21,72
2012-09-22,42
2012-09-23,35
2012-09-24,59
2012-09-25,66
2012-09-26,58
2012-09-27,68
2012-09-28,58
2012-09-29,43
2012-09-30,38
2012-10-01,61
2012-10-02,59
2012-10-03,45
2012-10-04,52
2012-10-05,56
2012-10-06,49
2012-10-07,36
2012-10-08,57
2012-10-09,60
2012-10-10,69
2012-10-11,60
2012-10-12,52
