date,change
2015-08-18,72
2015-08-19,71
2015-08-20,71
2015-08-21,69
2015-08-22,61
2015-08-23,63
2015-08-24,70
2015-08-25,71
2015-08-26,73
2015-08-27,74
2015-08-28,71
2015-08-29,64
2015-08-30,66
2015-08-31,73
2015-09-01,76
2015-09-02,77
2015-09-03,75
2015-09-04,72
2015-09-05,62
2015-09-06,64
2015-09-07,70
2015-09-08,73
2015-09-09,75
2015-09-10,73
2015-09-11,70
2015-09-12,64
2015-09-13,63
2015-09-14,75
2015-09-15,75
2015-09-16,73
2015-09-17,75
2015-09-18,72
2015-09-19,64
2015-09-20,65
2015-09-21,76
2015-09-22,76
2015-09-23,76
2015-09-24,75
2015-09-25,72
2015-09-26,63
2015-09-27,65
2015-09-28,76
2015-09-29,77
2015-09-30,79
2015-10-01,80
2015-10-02,74
2015-10-03,70
2015-10-04,78
2015-10-05,82
2015-10-06,78
2015-10-07,78
2015-10-08,75
2015-10-09,73
2015-10-10,63
2015-10-11,66
2015-10-12,76
2015-10-13,75
2015-10-14,75
2015-10-15,75
2015-10-16,71
2015-10-17,64
2015-10-18,66
2015-10-19,76
2015-10-20,75
2015-10-21,75
2015-10-22,75
2015-10-23,76
2015-10-24,80
2015-10-25,87
2015-10-26,85
2015-10-27,80
2015-10-28,77
2015-10-29,76
2015-10-30,73
2015-10-31,70
2015-11-01,99
2015-11-02,80
2015-11-03,76
2015-11-04,75
2015-11-05,74
2015-11-06,71
2015-11-07,63
2015-11-08,62
2015-11-09,72
2015-11-10,76
2015-11-11,70
2015-11-12,70
2015-11-13,65
2015-11-14,69
2015-11-15,71
2015-11-16,73
2015-11-17,73
2015-11-18,72
2015-11-19,72
2015-11-20,67
2015-11-21,59
2015-11-22,60
2015-11-23,70
2015-11-24,68
2015-11-25,66
2015-11-26,58
2015-11-27,58
2015-11-28,59
2015-11-29,63
2015-11-30,72
2015-12-01,74
2015-12-02,74
2015-12-03,73
2015-12-04,69
2015-12-05,61
2015-12-06,62
2015-12-07,72
2015-12-08,74
2015-12-09,72
2015-12-10,72
2015-12-11,69
2015-12-12,61
2015-12-13,61
2015-12-14,71
2015-12-15,71
2015-12-16,73
2015-12-17,70
2015-12-18,67
2015-12-19,59
2015-12-20,59
2015-12-21,66
2015-12-22,66
2015-12-23,64
2015-12-24,59
2015-12-25,63
2015-12-26,64
2015-12-27,62
2015-12-28,68
2015-12-29,71
2015-12-30,68
2015-12-31,64
2016-01-01,60
2016-01-02,64
2016-01-03,65
2016-01-04,75
2016-01-05,74
2016-01-06,74
2016-01-07,74
2016-01-08,73
2016-01-09,64
2016-01-10,63
2016-01-11,73
2016-01-12,74
2016-01-13,74
2016-01-14,72
2016-01-15,70
2016-01-16,63
2016-01-17,61
2016-01-18,71
2016-01-19,75
2016-01-20,76
2016-01-21,74
2016-01-22,71
2016-01-23,63
2016-01-24,64
2016-01-25,72
2016-01-26,74
2016-01-27,74
2016-01-28,75
2016-01-29,72
2016-01-30,64
2016-01-31,66
2016-02-01,73
2016-02-02,73
2016-02-03,72
2016-02-04,73
2016-02-05,70
2016-02-06,62
2016-02-07,61
2016-02-08,71
2016-02-09,74
2016-02-10,73
2016-02-11,72
2016-02-12,68
2016-02-13,61
2016-02-14,59
2016-02-15,69
2016-02-16,73
2016-02-17,74
2016-02-18,72
2016-02-19,71
2016-02-20,63
2016-02-21,64
2016-02-22,75
2016-02-23,75
2016-02-24,74
2016-02-25,73
2016-02-26,73
2016-02-27,63
2016-02-28,65
2016-02-29,76
2016-03-01,77
2016-03-02,77
2016-03-03,76
2016-03-04,74
2016-03-05,66
2016-03-06,69
2016-03-07,78
2016-03-08,78
2016-03-09,78
2016-03-10,78
2016-03-11,76
2016-03-12,74
2016-03-13,100
2016-03-14,80
2016-03-15,77
2016-03-16,75
2016-03-17,73
2016-03-18,70
2016-03-19,63
2016-03-20,67
2016-03-21,74
2016-03-22,74
2016-03-23,73
2016-03-24,73
2016-03-25,69
2016-03-26,76
2016-03-27,70
2016-03-28,73
2016-03-29,73
2016-03-30,74
2016-03-31,72
2016-04-01,72
2016-04-02,64
2016-04-03,62
2016-04-04,74
2016-04-05,73
2016-04-06,74
2016-04-07,73
2016-04-08,69
2016-04-09,63
2016-04-10,63
2016-04-11,73
2016-04-12,74
2016-04-13,74
2016-04-14,73
2016-04-15,71
2016-04-16,62
2016-04-17,61
2016-04-18,73
2016-04-19,75
2016-04-20,74
2016-04-21,75
2016-04-22,72
2016-04-23,62
2016-04-24,60
2016-04-25,73
2016-04-26,74
2016-04-27,74
2016-04-28,73
2016-04-29,69
2016-04-30,61
2016-05-01,63
2016-05-02,70
2016-05-03,73
2016-05-04,74
