date,change
2015-12-26,63
2015-12-27,61
2015-12-28,67
2015-12-29,70
2015-12-30,67
2015-12-31,64
2016-01-01,59
2016-01-02,64
2016-01-03,63
2016-01-04,73
2016-01-05,75
2016-01-06,74
2016-01-07,73
2016-01-08,71
2016-01-09,63
2016-01-10,62
2016-01-11,72
2016-01-12,73
2016-01-13,73
2016-01-14,72
2016-01-15,69
2016-01-16,62
2016-01-17,61
2016-01-18,70
2016-01-19,73
2016-01-20,74
2016-01-21,74
2016-01-22,70
2016-01-23,62
2016-01-24,63
2016-01-25,72
2016-01-26,72
2016-01-27,73
2016-01-28,73
2016-01-29,71
2016-01-30,64
2016-01-31,63
2016-02-01,72
2016-02-02,72
2016-02-03,72
2016-02-04,72
2016-02-05,69
2016-02-06,61
2016-02-07,60
2016-02-08,70
2016-02-09,73
2016-02-10,72
2016-02-11,72
2016-02-12,67
2016-02-13,60
2016-02-14,57
2016-02-15,68
2016-02-16,72
2016-02-17,73
2016-02-18,71
2016-02-19,70
2016-02-20,62
2016-02-21,64
2016-02-22,75
2016-02-23,74
2016-02-24,73
2016-02-25,72
2016-02-26,71
2016-02-27,62
2016-02-28,65
2016-02-29,74
2016-03-01,77
2016-03-02,77
2016-03-03,75
2016-03-04,70
2016-03-05,65
2016-03-06,67
2016-03-07,78
2016-03-08,76
2016-03-09,77
2016-03-10,76
2016-03-11,75
2016-03-12,72
2016-03-13,100
2016-03-14,79
2016-03-15,75
2016-03-16,73
2016-03-17,72
2016-03-18,69
2016-03-19,62
2016-03-20,65
2016-03-21,72
2016-03-22,72
2016-03-23,73
2016-03-24,72
2016-03-25,69
2016-03-26,75
2016-03-27,69
2016-03-28,73
2016-03-29,73
2016-03-30,73
2016-03-31,72
2016-04-01,70
2016-04-02,63
2016-04-03,61
2016-04-04,73
2016-04-05,72
2016-04-06,73
2016-04-07,72
2016-04-08,68
2016-04-09,61
2016-04-10,61
2016-04-11,73
2016-04-12,74
2016-04-13,73
2016-04-14,72
2016-04-15,70
2016-04-16,61
2016-04-17,60
2016-04-18,72
2016-04-19,74
2016-04-20,74
2016-04-21,74
2016-04-22,71
2016-04-23,61
2016-04-24,60
2016-04-25,72
2016-04-26,73
2016-04-27,73
2016-04-28,72
2016-04-29,68
2016-04-30,60
2016-05-01,61
2016-05-02,70
2016-05-03,72
2016-05-04,73
2016-05-05,73
2016-05-06,70
2016-05-07,59
2016-05-08,58
2016-05-09,71
2016-05-10,72
2016-05-11,73
2016-05-12,71
2016-05-13,69
2016-05-14,59
2016-05-15,60
2016-05-16,70
2016-05-17,71
2016-05-18,72
2016-05-19,70
2016-05-20,67
2016-05-21,60
2016-05-22,60
2016-05-23,70
2016-05-24,71
2016-05-25,69
2016-05-26,70
2016-05-27,66
2016-05-28,58
2016-05-29,57
2016-05-30,62
2016-05-31,70
2016-06-01,70
2016-06-02,70
2016-06-03,68
2016-06-04,61
2016-06-05,58
2016-06-06,68
2016-06-07,70
2016-06-08,71
2016-06-09,70
2016-06-10,67
2016-06-11,58
2016-06-12,58
2016-06-13,67
2016-06-14,69
2016-06-15,69
2016-06-16,68
2016-06-17,67
2016-06-18,60
2016-06-19,58
2016-06-20,69
2016-06-21,71
2016-06-22,70
2016-06-23,69
2016-06-24,70
2016-06-25,61
2016-06-26,59
2016-06-27,68
2016-06-28,71
2016-06-29,72
2016-06-30,70
2016-07-01,67
2016-07-02,60
2016-07-03,58
2016-07-04,62
2016-07-05,69
2016-07-06,71
2016-07-07,71
2016-07-08,71
2016-07-09,65
2016-07-10,63
2016-07-11,73
2016-07-12,76
2016-07-13,77
2016-07-14,74
2016-07-15,69
2016-07-16,62
2016-07-17,63
2016-07-18,72
2016-07-19,72
2016-07-20,72
2016-07-21,72
2016-07-22,69
2016-07-23,62
2016-07-24,62
2016-07-25,72
2016-07-26,74
2016-07-27,74
2016-07-28,72
2016-07-29,70
2016-07-30,63
2016-07-31,62
2016-08-01,71
2016-08-02,72
2016-08-03,72
2016-08-04,72
2016-08-05,67
2016-08-06,62
2016-08-07,60
2016-08-08,69
2016-08-09,71
2016-08-10,70
2016-08-11,71
2016-08-12,67
2016-08-13,61
2016-08-14,60
2016-08-15,70
2016-08-16,71
2016-08-17,71
2016-08-18,69
2016-08-19,68
2016-08-20,60
2016-08-21,61
2016-08-22,72
2016-08-23,73
2016-08-24,73
2016-08-25,74
2016-08-26,70
2016-08-27,63
2016-08-28,62
2016-08-29,71
2016-08-30,74
2016-08-31,74
2016-09-01,73
2016-09-02,70
2016-09-03,62
2016-09-04,61
2016-09-05,65
2016-09-06,74
2016-09-07,76
2016-09-08,75
2016-09-09,71
2016-09-10,62
2016-09-11,63
