date,change
2012-10-12,70
2012-10-13,63
2012-10-14,67
2012-10-15,73
2012-10-16,74
2012-10-17,73
2012-10-18,73
2012-10-19,70
2012-10-20,64
2012-10-21,70
2012-10-22,76
2012-10-23,74
2012-10-24,74
2012-10-25,74
2012-10-26,72
2012-10-27,80
2012-10-28,83
2012-10-29,76
2012-10-30,72
2012-10-31,72
2012-11-01,74
2012-11-02,76
2012-11-03,75
2012-11-04,100
2012-11-05,74
2012-11-06,72
2012-11-07,69
2012-11-08,70
2012-11-09,68
2012-11-10,60
2012-11-11,63
2012-11-12,68
2012-11-13,69
2012-11-14,70
2012-11-15,70
2012-11-16,68
2012-11-17,61
2012-11-18,62
2012-11-19,69
2012-11-20,69
2012-11-21,65
2012-11-22,57
2012-11-23,59
2012-11-24,59
2012-11-25,61
2012-11-26,69
2012-11-27,70
2012-11-28,70
2012-11-29,69
2012-11-30,66
2012-12-01,60
2012-12-02,61
2012-12-03,69
2012-12-04,70
2012-12-05,69
2012-12-06,68
2012-12-07,66
2012-12-08,60
2012-12-09,61
2012-12-10,68
2012-12-11,72
2012-12-12,70
2012-12-13,69
2012-12-14,63
2012-12-15,57
2012-12-16,59
2012-12-17,64
2012-12-18,66
2012-12-19,65
2012-12-20,64
2012-12-21,60
2012-12-22,57
2012-12-23,55
2012-12-24,58
2012-12-25,65
2012-12-26,66
2012-12-27,66
2012-12-28,67
2012-12-29,64
2012-12-30,62
2012-12-31,64
2013-01-01,61
2013-01-02,69
2013-01-03,71
2013-01-04,69
2013-01-05,65
2013-01-06,64
2013-01-07,71
2013-01-08,70
2013-01-09,70
2013-01-10,72
2013-01-11,69
2013-01-12,64
2013-01-13,64
2013-01-14,73
2013-01-15,71
2013-01-16,70
2013-01-17,71
2013-01-18,67
2013-01-19,63
2013-01-20,63
2013-01-21,68
2013-01-22,70
2013-01-23,70
2013-01-24,71
2013-01-25,68
2013-01-26,62
2013-01-27,63
2013-01-28,71
2013-01-29,72
2013-01-30,73
2013-01-31,71
2013-02-01,70
2013-02-02,65
2013-02-03,65
2013-02-04,69
2013-02-05,73
2013-02-06,74
2013-02-07,72
2013-02-08,69
2013-02-09,64
2013-02-10,66
2013-02-11,73
2013-02-12,72
2013-02-13,71
2013-02-14,67
2013-02-15,66
2013-02-16,63
2013-02-17,66
2013-02-18,71
2013-02-19,72
2013-02-20,73
2013-02-21,71
2013-02-22,69
2013-02-23,64
2013-02-24,66
2013-02-25,72
2013-02-26,73
2013-02-27,74
2013-02-28,73
2013-03-01,72
2013-03-02,66
2013-03-03,69
2013-03-04,76
2013-03-05,77
2013-03-06,76
2013-03-07,76
2013-03-08,73
2013-03-09,73
2013-03-10,96
2013-03-11,77
2013-03-12,73
2013-03-13,72
2013-03-14,72
2013-03-15,68
2013-03-16,63
2013-03-17,65
2013-03-18,72
2013-03-19,73
2013-03-20,74
2013-03-21,71
2013-03-22,69
2013-03-23,65
2013-03-24,66
2013-03-25,72
2013-03-26,74
2013-03-27,73
2013-03-28,72
2013-03-29,69
2013-03-30,72
2013-03-31,68
2013-04-01,70
2013-04-02,72
2013-04-03,71
2013-04-04,70
2013-04-05,68
2013-04-06,63
2013-04-07,64
2013-04-08,72
2013-04-09,71
2013-04-10,71
2013-04-11,70
2013-04-12,68
2013-04-13,62
2013-04-14,65
2013-04-15,70
2013-04-16,71
2013-04-17,71
2013-04-18,71
2013-04-19,66
2013-04-20,59
2013-04-21,62
2013-04-22,72
2013-04-23,70
2013-04-24,70
2013-04-25,72
2013-04-26,68
2013-04-27,60
2013-04-28,62
2013-04-29,70
2013-04-30,70
2013-05-01,72
2013-05-02,70
2013-05-03,67
2013-05-04,60
2013-05-05,61
2013-05-06,69
2013-05-07,71
2013-05-08,71
2013-05-09,70
2013-05-10,67
2013-05-11,59
2013-05-12,59
2013-05-13,69
2013-05-14,70
2013-05-15,69
2013-05-16,68
2013-05-17,65
2013-05-18,60
2013-05-19,59
2013-05-20,67
2013-05-21,69
2013-05-22,68
2013-05-23,68
2013-05-24,65
2013-05-25,57
2013-05-26,57
2013-05-27,60
2013-05-28,68
2013-05-29,69
2013-05-30,69
2013-05-31,67
2013-06-01,65
2013-06-02,64
2013-06-03,71
2013-06-04,70
2013-06-05,69
2013-06-06,69
2013-06-07,67
2013-06-08,60
2013-06-09,61
2013-06-10,69
2013-06-11,70
2013-06-12,69
2013-06-13,69
2013-06-14,66
2013-06-15,60
2013-06-16,60
2013-06-17,70
2013-06-18,71
2013-06-19,69
2013-06-20,69
2013-06-21,64
2013-06-22,60
2013-06-23,61
2013-06-24,68
2013-06-25,69
2013-06-26,69
2013-06-27,68
2013-06-28,67
2013-06-29,60
