date,change
2011-09-18,60
2011-09-19,67
2011-09-20,67
2011-09-21,70
2011-09-22,68
2011-09-23,65
2011-09-24,57
2011-09-25,61
2011-09-26,67
2011-09-27,67
2011-09-28,66
2011-09-29,67
2011-09-30,64
2011-10-01,60
2011-10-02,62
2011-10-03,68
2011-10-04,67
2011-10-05,67
2011-10-06,65
2011-10-07,63
2011-10-08,58
2011-10-09,61
2011-10-10,67
2011-10-11,71
2011-10-12,71
2011-10-13,71
2011-10-14,67
2011-10-15,63
2011-10-16,65
2011-10-17,70
2011-10-18,70
2011-10-19,68
2011-10-20,68
2011-10-21,67
2011-10-22,62
2011-10-23,64
2011-10-24,69
2011-10-25,68
2011-10-26,72
2011-10-27,72
2011-10-28,72
2011-10-29,81
2011-10-30,93
2011-10-31,81
2011-11-01,72
2011-11-02,73
2011-11-03,72
2011-11-04,67
2011-11-05,69
2011-11-06,93
2011-11-07,69
2011-11-08,68
2011-11-09,67
2011-11-10,66
2011-11-11,63
2011-11-12,61
2011-11-13,62
2011-11-14,68
2011-11-15,67
2011-11-16,66
2011-11-17,66
2011-11-18,62
2011-11-19,58
2011-11-20,60
2011-11-21,64
2011-11-22,64
2011-11-23,62
2011-11-24,55
2011-11-25,54
2011-11-26,57
2011-11-27,60
2011-11-28,64
2011-11-29,65
2011-11-30,66
2011-12-01,65
2011-12-02,63
2011-12-03,57
2011-12-04,60
2011-12-05,65
2011-12-06,66
2011-12-07,66
2011-12-08,66
2011-12-09,62
2011-12-10,56
2011-12-11,58
2011-12-12,63
2011-12-13,63
2011-12-14,63
2011-12-15,62
2011-12-16,60
2011-12-17,55
2011-12-18,56
2011-12-19,60
2011-12-20,62
2011-12-21,61
2011-12-22,60
2011-12-23,56
2011-12-24,53
2011-12-25,61
2011-12-26,61
2011-12-27,62
2011-12-28,64
2011-12-29,65
2011-12-30,64
2011-12-31,59
2012-01-01,56
2012-01-02,64
2012-01-03,66
2012-01-04,67
2012-01-05,68
2012-01-06,67
2012-01-07,61
2012-01-08,61
2012-01-09,66
2012-01-10,65
2012-01-11,65
2012-01-12,66
2012-01-13,62
2012-01-14,58
2012-01-15,59
2012-01-16,62
2012-01-17,66
2012-01-18,64
2012-01-19,66
2012-01-20,63
2012-01-21,58
2012-01-22,59
2012-01-23,65
2012-01-24,66
2012-01-25,65
2012-01-26,65
2012-01-27,64
2012-01-28,59
2012-01-29,61
2012-01-30,66
2012-01-31,66
2012-02-01,65
2012-02-02,66
2012-02-03,63
2012-02-04,58
2012-02-05,58
2012-02-06,62
2012-02-07,65
2012-02-08,64
2012-02-09,64
2012-02-10,62
2012-02-11,57
2012-02-12,55
2012-02-13,62
2012-02-14,61
2012-02-15,63
2012-02-16,65
2012-02-17,63
2012-02-18,58
2012-02-19,59
2012-02-20,65
2012-02-21,67
2012-02-22,66
2012-02-23,65
2012-02-24,64
2012-02-25,57
2012-02-26,60
2012-02-27,65
2012-02-28,66
2012-02-29,66
2012-03-01,67
2012-03-02,64
2012-03-03,60
2012-03-04,64
2012-03-05,69
2012-03-06,68
2012-03-07,68
2012-03-08,66
2012-03-09,68
2012-03-10,69
2012-03-11,100
2012-03-12,75
2012-03-13,69
2012-03-14,67
2012-03-15,66
2012-03-16,63
2012-03-17,58
2012-03-18,59
2012-03-19,66
2012-03-20,68
2012-03-21,67
2012-03-22,66
2012-03-23,64
2012-03-24,70
2012-03-25,65
2012-03-26,65
2012-03-27,65
2012-03-28,65
2012-03-29,65
2012-03-30,60
2012-03-31,57
2012-04-01,58
2012-04-02,65
2012-04-03,65
2012-04-04,65
2012-04-05,64
2012-04-06,60
2012-04-07,56
2012-04-08,54
2012-04-09,61
2012-04-10,62
2012-04-11,64
2012-04-12,65
2012-04-13,61
2012-04-14,56
2012-04-15,57
2012-04-16,64
2012-04-17,65
2012-04-18,65
2012-04-19,67
2012-04-20,62
2012-04-21,55
2012-04-22,59
2012-04-23,68
2012-04-24,65
2012-04-25,66
2012-04-26,65
2012-04-27,62
2012-04-28,57
2012-04-29,61
2012-04-30,68
2012-05-01,69
2012-05-02,64
2012-05-03,64
2012-05-04,62
2012-05-05,55
2012-05-06,57
2012-05-07,64
2012-05-08,65
2012-05-09,66
2012-05-10,66
2012-05-11,62
2012-05-12,55
2012-05-13,55
2012-05-14,65
2012-05-15,66
2012-05-16,67
2012-05-17,65
2012-05-18,61
2012-05-19,56
2012-05-20,58
2012-05-21,64
2012-05-22,65
2012-05-23,66
2012-05-24,64
2012-05-25,61
2012-05-26,55
2012-05-27,55
2012-05-28,58
2012-05-29,64
2012-05-30,65
2012-05-31,64
2012-06-01,62
2012-06-02,57
2012-06-03,56
2012-06-04,61
