date,change
2017-01-19,75
2017-01-20,74
2017-01-21,67
2017-01-22,65
2017-01-23,75
2017-01-24,77
2017-01-25,77
2017-01-26,74
2017-01-27,72
2017-01-28,63
2017-01-29,63
2017-01-30,73
2017-01-31,75
2017-02-01,75
2017-02-02,74
2017-02-03,74
2017-02-04,63
2017-02-05,62
2017-02-06,73
2017-02-07,76
2017-02-08,75
2017-02-09,73
2017-02-10,72
2017-02-11,63
2017-02-12,63
2017-02-13,72
2017-02-14,70
2017-02-15,74
2017-02-16,74
2017-02-17,71
2017-02-18,64
2017-02-19,64
2017-02-20,72
2017-02-21,75
2017-02-22,75
2017-02-23,77
2017-02-24,77
2017-02-25,67
2017-02-26,66
2017-02-27,78
2017-02-28,80
2017-03-01,78
2017-03-02,78
2017-03-03,73
2017-03-04,65
2017-03-05,68
2017-03-06,78
2017-03-07,78
2017-03-08,78
2017-03-09,77
2017-03-10,77
2017-03-11,74
2017-03-12,100
2017-03-13,78
2017-03-14,75
2017-03-15,75
2017-03-16,75
2017-03-17,71
2017-03-18,62
2017-03-19,66
2017-03-20,78
2017-03-21,77
2017-03-22,76
2017-03-23,77
2017-03-24,74
2017-03-25,76
2017-03-26,73
2017-03-27,77
2017-03-28,79
2017-03-29,77
2017-03-30,76
2017-03-31,73
2017-04-01,65
