date,change
2012-01-26,65
2012-01-27,63
2012-01-28,58
2012-01-29,60
2012-01-30,66
2012-01-31,66
2012-02-01,65
2012-02-02,66
2012-02-03,62
2012-02-04,58
2012-02-05,59
2012-02-06,63
2012-02-07,64
2012-02-08,64
2012-02-09,64
2012-02-10,62
2012-02-11,57
2012-02-12,56
2012-02-13,61
2012-02-14,62
2012-02-15,64
2012-02-16,65
2012-02-17,63
2012-02-18,57
2012-02-19,59
2012-02-20,65
2012-02-21,67
2012-02-22,67
2012-02-23,66
2012-02-24,64
2012-02-25,58
2012-02-26,62
2012-02-27,65
2012-02-28,66
2012-02-29,67
2012-03-01,67
2012-03-02,65
2012-03-03,60
2012-03-04,62
2012-03-05,69
2012-03-06,69
2012-03-07,68
2012-03-08,68
2012-03-09,69
2012-03-10,70
2012-03-11,100
2012-03-12,75
2012-03-13,69
2012-03-14,66
2012-03-15,66
2012-03-16,62
2012-03-17,59
2012-03-18,62
2012-03-19,68
2012-03-20,67
2012-03-21,66
2012-03-22,66
2012-03-23,64
2012-03-24,70
2012-03-25,65
2012-03-26,65
2012-03-27,65
2012-03-28,66
2012-03-29,65
2012-03-30,62
2012-03-31,58
2012-04-01,59
2012-04-02,65
2012-04-03,64
2012-04-04,65
2012-04-05,64
2012-04-06,60
2012-04-07,56
2012-04-08,54
2012-04-09,60
2012-04-10,63
2012-04-11,65
2012-04-12,65
2012-04-13,61
2012-04-14,56
2012-04-15,57
2012-04-16,64
2012-04-17,65
2012-04-18,66
2012-04-19,67
2012-04-20,62
2012-04-21,56
2012-04-22,58
2012-04-23,67
2012-04-24,66
2012-04-25,66
2012-04-26,64
2012-04-27,62
2012-04-28,58
2012-04-29,61
2012-04-30,67
2012-05-01,68
2012-05-02,66
2012-05-03,64
2012-05-04,61
2012-05-05,54
2012-05-06,57
2012-05-07,64
2012-05-08,65
2012-05-09,66
2012-05-10,65
2012-05-11,62
2012-05-12,56
2012-05-13,56
2012-05-14,66
2012-05-15,67
2012-05-16,66
2012-05-17,65
2012-05-18,62
2012-05-19,55
2012-05-20,58
2012-05-21,64
2012-05-22,65
2012-05-23,65
2012-05-24,65
2012-05-25,63
2012-05-26,55
2012-05-27,55
2012-05-28,59
2012-05-29,65
2012-05-30,64
2012-05-31,64
2012-06-01,62
2012-06-02,56
2012-06-03,57
2012-06-04,61
2012-06-05,63
2012-06-06,65
2012-06-07,66
2012-06-08,63
2012-06-09,56
2012-06-10,56
2012-06-11,63
2012-06-12,66
2012-06-13,66
2012-06-14,65
2012-06-15,62
2012-06-16,56
2012-06-17,57
2012-06-18,64
2012-06-19,65
2012-06-20,65
2012-06-21,65
2012-06-22,63
2012-06-23,58
2012-06-24,58
2012-06-25,64
2012-06-26,66
2012-06-27,65
2012-06-28,64
2012-06-29,63
2012-06-30,59
2012-07-01,57
2012-07-02,63
2012-07-03,64
2012-07-04,58
2012-07-05,63
2012-07-06,63
2012-07-07,59
2012-07-08,59
2012-07-09,65
2012-07-10,67
2012-07-11,67
2012-07-12,66
2012-07-13,65
2012-07-14,60
2012-07-15,60
2012-07-16,67
2012-07-17,66
2012-07-18,68
2012-07-19,66
2012-07-20,63
2012-07-21,60
2012-07-22,60
2012-07-23,66
2012-07-24,66
2012-07-25,67
2012-07-26,66
2012-07-27,65
2012-07-28,60
2012-07-29,61
2012-07-30,67
2012-07-31,68
2012-08-01,72
2012-08-02,69
2012-08-03,67
2012-08-04,62
2012-08-05,61
2012-08-06,67
2012-08-07,70
2012-08-08,69
2012-08-09,67
2012-08-10,65
2012-08-11,61
2012-08-12,61
2012-08-13,67
2012-08-14,69
2012-08-15,70
2012-08-16,68
2012-08-17,66
2012-08-18,61
2012-08-19,63
2012-08-20,69
2012-08-21,69
2012-08-22,70
2012-08-23,70
2012-08-24,67
2012-08-25,63
2012-08-26,61
2012-08-27,68
2012-08-28,70
2012-08-29,71
2012-08-30,71
2012-08-31,66
2012-09-01,62
2012-09-02,62
2012-09-03,65
2012-09-04,71
2012-09-05,74
2012-09-06,73
2012-09-07,72
2012-09-08,63
2012-09-09,66
2012-09-10,72
2012-09-11,72
2012-09-12,71
2012-09-13,72
2012-09-14,70
2012-09-15,62
2012-09-16,64
2012-09-17,71
2012-09-18,72
2012-09-19,73
2012-09-20,77
2012-09-21,72
2012-09-22,68
2012-09-23,70
2012-09-24,80
2012-09-25,77
2012-09-26,76
2012-09-27,75
2012-09-28,71
2012-09-29,66
2012-09-30,69
2012-10-01,77
2012-10-02,76
2012-10-03,75
2012-10-04,72
2012-10-05,70
2012-10-06,64
2012-10-07,64
2012-10-08,71
2012-10-09,73
2012-10-10,72
2012-10-11,72
2012-10-12,71
