date,change
2015-04-10,69
2015-04-11,61
2015-04-12,62
2015-04-13,71
2015-04-14,71
2015-04-15,73
2015-04-16,71
2015-04-17,67
2015-04-18,60
2015-04-19,62
2015-04-20,71
2015-04-21,73
2015-04-22,72
2015-04-23,72
2015-04-24,68
2015-04-25,62
2015-04-26,63
2015-04-27,71
2015-04-28,71
2015-04-29,71
2015-04-30,72
2015-05-01,68
2015-05-02,59
2015-05-03,58
2015-05-04,69
2015-05-05,71
2015-05-06,70
2015-05-07,69
2015-05-08,66
2015-05-09,60
2015-05-10,59
2015-05-11,70
2015-05-12,70
2015-05-13,70
2015-05-14,69
2015-05-15,66
2015-05-16,59
2015-05-17,58
2015-05-18,69
2015-05-19,70
2015-05-20,69
2015-05-21,68
2015-05-22,66
2015-05-23,57
2015-05-24,55
2015-05-25,61
2015-05-26,68
2015-05-27,69
2015-05-28,69
2015-05-29,67
2015-05-30,58
2015-05-31,60
2015-06-01,71
2015-06-02,73
2015-06-03,72
2015-06-04,71
2015-06-05,68
2015-06-06,59
2015-06-07,58
2015-06-08,67
2015-06-09,70
2015-06-10,69
2015-06-11,68
2015-06-12,66
2015-06-13,59
2015-06-14,60
2015-06-15,69
2015-06-16,70
2015-06-17,68
2015-06-18,70
2015-06-19,68
2015-06-20,60
2015-06-21,58
2015-06-22,69
2015-06-23,70
2015-06-24,70
2015-06-25,69
2015-06-26,67
2015-06-27,61
2015-06-28,60
2015-06-29,70
2015-06-30,69
2015-07-01,70
2015-07-02,69
2015-07-03,64
2015-07-04,56
2015-07-05,58
2015-07-06,70
2015-07-07,68
2015-07-08,71
2015-07-09,70
2015-07-10,68
2015-07-11,61
2015-07-12,60
2015-07-13,70
2015-07-14,70
2015-07-15,70
2015-07-16,69
2015-07-17,67
2015-07-18,61
2015-07-19,61
2015-07-20,71
2015-07-21,71
2015-07-22,70
2015-07-23,70
2015-07-24,68
2015-07-25,60
2015-07-26,62
2015-07-27,70
2015-07-28,70
2015-07-29,71
2015-07-30,71
2015-07-31,70
2015-08-01,65
2015-08-02,63
2015-08-03,72
2015-08-04,71
2015-08-05,73
2015-08-06,71
2015-08-07,67
2015-08-08,62
2015-08-09,62
2015-08-10,72
2015-08-11,73
2015-08-12,71
2015-08-13,71
2015-08-14,70
2015-08-15,61
2015-08-16,61
2015-08-17,71
2015-08-18,72
2015-08-19,71
2015-08-20,70
2015-08-21,68
2015-08-22,62
2015-08-23,61
2015-08-24,71
2015-08-25,72
2015-08-26,73
2015-08-27,73
2015-08-28,71
2015-08-29,64
2015-08-30,65
2015-08-31,73
2015-09-01,74
2015-09-02,78
2015-09-03,75
2015-09-04,72
2015-09-05,63
2015-09-06,64
2015-09-07,68
2015-09-08,74
2015-09-09,76
2015-09-10,74
2015-09-11,70
2015-09-12,62
2015-09-13,63
2015-09-14,74
2015-09-15,76
2015-09-16,74
2015-09-17,73
2015-09-18,72
2015-09-19,63
2015-09-20,65
2015-09-21,75
2015-09-22,78
2015-09-23,76
2015-09-24,74
2015-09-25,73
2015-09-26,63
2015-09-27,67
2015-09-28,76
2015-09-29,78
2015-09-30,79
2015-10-01,78
2015-10-02,77
2015-10-03,71
2015-10-04,77
2015-10-05,82
2015-10-06,77
2015-10-07,77
2015-10-08,76
2015-10-09,72
2015-10-10,64
2015-10-11,67
2015-10-12,75
2015-10-13,76
2015-10-14,74
2015-10-15,74
2015-10-16,71
2015-10-17,64
2015-10-18,66
2015-10-19,77
2015-10-20,77
2015-10-21,76
2015-10-22,74
2015-10-23,77
2015-10-24,80
2015-10-25,87
2015-10-26,86
2015-10-27,80
2015-10-28,79
2015-10-29,77
2015-10-30,73
2015-10-31,70
2015-11-01,100
2015-11-02,80
2015-11-03,76
2015-11-04,75
2015-11-05,73
2015-11-06,71
2015-11-07,63
2015-11-08,62
2015-11-09,73
2015-11-10,76
2015-11-11,69
2015-11-12,70
2015-11-13,67
2015-11-14,69
2015-11-15,69
2015-11-16,72
2015-11-17,73
2015-11-18,72
2015-11-19,73
2015-11-20,69
2015-11-21,59
2015-11-22,60
2015-11-23,70
2015-11-24,68
2015-11-25,65
2015-11-26,59
2015-11-27,59
2015-11-28,60
2015-11-29,63
2015-11-30,73
2015-12-01,74
2015-12-02,74
2015-12-03,73
2015-12-04,69
2015-12-05,61
2015-12-06,63
2015-12-07,70
2015-12-08,74
2015-12-09,73
2015-12-10,72
2015-12-11,69
2015-12-12,61
2015-12-13,62
2015-12-14,71
2015-12-15,74
2015-12-16,71
2015-12-17,71
2015-12-18,67
2015-12-19,60
2015-12-20,57
2015-12-21,66
2015-12-22,67
2015-12-23,65
2015-12-24,59
2015-12-25,63
2015-12-26,64
