date,change
2014-12-01,70
2014-12-02,72
2014-12-03,74
2014-12-04,73
2014-12-05,68
2014-12-06,61
2014-12-07,62
2014-12-08,73
2014-12-09,71
2014-12-10,71
2014-12-11,71
2014-12-12,68
2014-12-13,60
2014-12-14,60
2014-12-15,70
2014-12-16,70
2014-12-17,70
2014-12-18,68
2014-12-19,65
2014-12-20,59
2014-12-21,58
2014-12-22,65
2014-12-23,65
2014-12-24,60
2014-12-25,64
2014-12-26,65
2014-12-27,65
2014-12-28,63
2014-12-29,69
2014-12-30,70
2014-12-31,65
2015-01-01,60
2015-01-02,71
2015-01-03,66
2015-01-04,66
2015-01-05,75
2015-01-06,77
2015-01-07,74
2015-01-08,73
2015-01-09,71
2015-01-10,66
2015-01-11,65
2015-01-12,74
2015-01-13,73
2015-01-14,74
2015-01-15,76
2015-01-16,75
2015-01-17,67
2015-01-18,64
2015-01-19,72
2015-01-20,75
2015-01-21,75
2015-01-22,77
2015-01-23,72
2015-01-24,63
2015-01-25,64
2015-01-26,72
2015-01-27,74
2015-01-28,76
2015-01-29,74
2015-01-30,71
2015-01-31,64
2015-02-01,64
2015-02-02,72
2015-02-03,73
2015-02-04,76
2015-02-05,75
2015-02-06,73
2015-02-07,66
2015-02-08,66
2015-02-09,75
2015-02-10,75
2015-02-11,74
2015-02-12,73
2015-02-13,69
2015-02-14,60
2015-02-15,63
2015-02-16,72
2015-02-17,73
2015-02-18,74
2015-02-19,74
2015-02-20,71
2015-02-21,65
2015-02-22,66
2015-02-23,73
2015-02-24,75
2015-02-25,77
2015-02-26,77
2015-02-27,76
2015-02-28,70
2015-03-01,72
2015-03-02,81
2015-03-03,79
2015-03-04,79
2015-03-05,78
2015-03-06,75
2015-03-07,76
2015-03-08,100
2015-03-09,81
2015-03-10,78
2015-03-11,77
2015-03-12,76
2015-03-13,71
2015-03-14,65
2015-03-15,64
2015-03-16,76
2015-03-17,76
2015-03-18,74
2015-03-19,75
2015-03-20,72
2015-03-21,67
2015-03-22,67
2015-03-23,78
2015-03-24,77
2015-03-25,74
2015-03-26,73
2015-03-27,72
2015-03-28,72
2015-03-29,70
2015-03-30,75
2015-03-31,75
2015-04-01,74
2015-04-02,75
2015-04-03,69
2015-04-04,65
2015-04-05,61
2015-04-06,71
2015-04-07,75
2015-04-08,74
2015-04-09,75
2015-04-10,73
2015-04-11,64
2015-04-12,64
2015-04-13,75
2015-04-14,76
2015-04-15,76
2015-04-16,75
2015-04-17,72
2015-04-18,64
2015-04-19,65
2015-04-20,76
2015-04-21,78
2015-04-22,76
2015-04-23,76
2015-04-24,73
2015-04-25,65
2015-04-26,65
2015-04-27,76
2015-04-28,76
2015-04-29,74
2015-04-30,75
2015-05-01,72
2015-05-02,62
2015-05-03,61
2015-05-04,73
2015-05-05,75
2015-05-06,73
2015-05-07,73
2015-05-08,71
2015-05-09,63
2015-05-10,62
2015-05-11,73
2015-05-12,73
2015-05-13,73
2015-05-14,73
2015-05-15,70
2015-05-16,62
2015-05-17,62
2015-05-18,71
2015-05-19,74
2015-05-20,73
2015-05-21,72
2015-05-22,69
2015-05-23,60
2015-05-24,58
2015-05-25,63
2015-05-26,72
2015-05-27,72
2015-05-28,73
2015-05-29,71
2015-05-30,62
2015-05-31,64
2015-06-01,75
2015-06-02,76
2015-06-03,75
2015-06-04,76
2015-06-05,71
2015-06-06,63
2015-06-07,62
2015-06-08,72
2015-06-09,73
2015-06-10,73
2015-06-11,72
2015-06-12,69
2015-06-13,63
2015-06-14,61
2015-06-15,73
2015-06-16,73
2015-06-17,72
2015-06-18,74
2015-06-19,71
2015-06-20,63
2015-06-21,62
2015-06-22,73
2015-06-23,74
2015-06-24,73
2015-06-25,74
2015-06-26,71
2015-06-27,64
2015-06-28,65
2015-06-29,74
2015-06-30,74
2015-07-01,74
2015-07-02,74
2015-07-03,66
2015-07-04,60
2015-07-05,61
2015-07-06,74
2015-07-07,73
2015-07-08,74
2015-07-09,73
2015-07-10,71
2015-07-11,64
2015-07-12,64
2015-07-13,73
2015-07-14,73
2015-07-15,73
2015-07-16,73
2015-07-17,71
2015-07-18,63
2015-07-19,64
2015-07-20,74
2015-07-21,74
2015-07-22,74
2015-07-23,74
2015-07-24,70
2015-07-25,64
2015-07-26,66
2015-07-27,73
2015-07-28,74
2015-07-29,74
2015-07-30,75
2015-07-31,74
2015-08-01,67
2015-08-02,65
2015-08-03,75
2015-08-04,77
2015-08-05,76
2015-08-06,75
2015-08-07,71
2015-08-08,67
2015-08-09,65
2015-08-10,75
2015-08-11,78
2015-08-12,75
2015-08-13,77
2015-08-14,73
2015-08-15,65
2015-08-16,65
2015-08-17,75
2015-08-18,76
