date,change
2013-02-19,73
2013-02-20,73
2013-02-21,72
2013-02-22,69
2013-02-23,65
2013-02-24,66
2013-02-25,73
2013-02-26,74
2013-02-27,74
2013-02-28,75
2013-03-01,73
2013-03-02,66
2013-03-03,69
2013-03-04,76
2013-03-05,77
2013-03-06,77
2013-03-07,78
2013-03-08,75
2013-03-09,74
2013-03-10,97
2013-03-11,77
2013-03-12,74
2013-03-13,72
2013-03-14,73
2013-03-15,69
2013-03-16,63
2013-03-17,65
2013-03-18,72
2013-03-19,74
2013-03-20,74
2013-03-21,72
2013-03-22,70
2013-03-23,65
2013-03-24,67
2013-03-25,73
2013-03-26,75
2013-03-27,75
2013-03-28,73
2013-03-29,70
2013-03-30,73
2013-03-31,69
2013-04-01,70
2013-04-02,71
2013-04-03,72
2013-04-04,71
2013-04-05,69
2013-04-06,64
2013-04-07,64
2013-04-08,71
2013-04-09,71
2013-04-10,72
2013-04-11,70
2013-04-12,69
2013-04-13,63
2013-04-14,65
2013-04-15,71
2013-04-16,70
2013-04-17,72
2013-04-18,71
2013-04-19,66
2013-04-20,59
2013-04-21,62
2013-04-22,72
2013-04-23,71
2013-04-24,71
2013-04-25,72
2013-04-26,68
2013-04-27,60
2013-04-28,64
2013-04-29,71
2013-04-30,72
2013-05-01,72
2013-05-02,70
2013-05-03,68
2013-05-04,60
2013-05-05,62
2013-05-06,69
2013-05-07,71
2013-05-08,70
2013-05-09,70
2013-05-10,67
2013-05-11,60
2013-05-12,60
2013-05-13,70
2013-05-14,70
2013-05-15,69
2013-05-16,69
2013-05-17,65
2013-05-18,60
2013-05-19,60
2013-05-20,68
2013-05-21,69
2013-05-22,68
2013-05-23,68
2013-05-24,65
2013-05-25,57
2013-05-26,56
2013-05-27,61
2013-05-28,69
2013-05-29,70
2013-05-30,70
2013-05-31,67
2013-06-01,65
2013-06-02,65
2013-06-03,71
2013-06-04,70
2013-06-05,69
2013-06-06,70
2013-06-07,67
2013-06-08,60
2013-06-09,61
2013-06-10,69
2013-06-11,69
2013-06-12,69
2013-06-13,69
2013-06-14,67
2013-06-15,60
2013-06-16,61
2013-06-17,70
2013-06-18,72
2013-06-19,70
2013-06-20,68
2013-06-21,66
2013-06-22,61
2013-06-23,61
2013-06-24,69
2013-06-25,70
2013-06-26,69
2013-06-27,68
2013-06-28,67
2013-06-29,60
2013-06-30,62
2013-07-01,68
2013-07-02,71
2013-07-03,69
2013-07-04,62
2013-07-05,64
2013-07-06,61
2013-07-07,60
2013-07-08,69
2013-07-09,71
2013-07-10,71
2013-07-11,71
2013-07-12,68
2013-07-13,62
2013-07-14,61
2013-07-15,70
2013-07-16,72
2013-07-17,71
2013-07-18,71
2013-07-19,68
2013-07-20,63
2013-07-21,63
2013-07-22,71
2013-07-23,72
2013-07-24,72
2013-07-25,70
2013-07-26,68
2013-07-27,63
2013-07-28,64
2013-07-29,71
2013-07-30,71
2013-07-31,73
2013-08-01,72
2013-08-02,69
2013-08-03,63
2013-08-04,63
2013-08-05,71
2013-08-06,72
2013-08-07,71
2013-08-08,71
2013-08-09,69
2013-08-10,62
2013-08-11,63
2013-08-12,71
2013-08-13,72
2013-08-14,72
2013-08-15,72
2013-08-16,70
2013-08-17,63
2013-08-18,64
2013-08-19,71
2013-08-20,72
2013-08-21,72
2013-08-22,73
2013-08-23,70
2013-08-24,63
2013-08-25,63
2013-08-26,69
2013-08-27,72
2013-08-28,73
2013-08-29,71
2013-08-30,69
2013-08-31,62
2013-09-01,61
2013-09-02,66
2013-09-03,73
2013-09-04,73
2013-09-05,73
2013-09-06,71
2013-09-07,64
2013-09-08,67
2013-09-09,73
2013-09-10,74
2013-09-11,74
2013-09-12,75
2013-09-13,70
2013-09-14,62
2013-09-15,65
2013-09-16,74
2013-09-17,75
2013-09-18,78
2013-09-19,88
2013-09-20,80
2013-09-21,73
2013-09-22,73
2013-09-23,79
2013-09-24,79
2013-09-25,78
2013-09-26,77
2013-09-27,74
2013-09-28,67
2013-09-29,70
2013-09-30,77
2013-10-01,78
2013-10-02,76
2013-10-03,76
2013-10-04,73
2013-10-05,67
2013-10-06,69
2013-10-07,77
2013-10-08,79
2013-10-09,77
2013-10-10,77
2013-10-11,72
2013-10-12,66
2013-10-13,67
2013-10-14,76
2013-10-15,77
2013-10-16,75
2013-10-17,78
2013-10-18,75
2013-10-19,66
2013-10-20,72
2013-10-21,80
2013-10-22,79
2013-10-23,79
2013-10-24,79
2013-10-25,79
2013-10-26,86
2013-10-27,95
2013-10-28,86
2013-10-29,81
2013-10-30,78
2013-10-31,75
2013-11-01,75
2013-11-02,75
2013-11-03,100
2013-11-04,79
2013-11-05,76
2013-11-06,74
