date,change
2016-07-30,63
2016-07-31,62
2016-08-01,71
2016-08-02,74
2016-08-03,73
2016-08-04,72
2016-08-05,68
2016-08-06,62
2016-08-07,60
2016-08-08,69
2016-08-09,71
2016-08-10,71
2016-08-11,71
2016-08-12,67
2016-08-13,60
2016-08-14,60
2016-08-15,70
2016-08-16,71
2016-08-17,70
2016-08-18,69
2016-08-19,68
2016-08-20,60
2016-08-21,61
2016-08-22,72
2016-08-23,73
2016-08-24,72
2016-08-25,73
2016-08-26,71
2016-08-27,63
2016-08-28,63
2016-08-29,70
2016-08-30,75
2016-08-31,74
2016-09-01,73
2016-09-02,70
2016-09-03,62
2016-09-04,61
2016-09-05,65
2016-09-06,74
2016-09-07,76
2016-09-08,75
2016-09-09,71
2016-09-10,62
2016-09-11,64
2016-09-12,74
2016-09-13,76
2016-09-14,77
2016-09-15,76
2016-09-16,74
2016-09-17,67
2016-09-18,67
2016-09-19,78
2016-09-20,79
2016-09-21,80
2016-09-22,79
2016-09-23,79
2016-09-24,67
2016-09-25,69
2016-09-26,80
2016-09-27,79
2016-09-28,79
2016-09-29,78
2016-09-30,75
2016-10-01,67
2016-10-02,66
2016-10-03,77
2016-10-04,78
2016-10-05,76
2016-10-06,75
2016-10-07,71
2016-10-08,65
2016-10-09,65
2016-10-10,75
2016-10-11,77
2016-10-12,78
2016-10-13,76
2016-10-14,73
2016-10-15,65
2016-10-16,67
2016-10-17,79
2016-10-18,79
2016-10-19,78
2016-10-20,77
2016-10-21,76
2016-10-22,67
2016-10-23,69
2016-10-24,84
2016-10-25,84
2016-10-26,81
2016-10-27,79
2016-10-28,76
2016-10-29,77
2016-10-30,88
2016-10-31,86
2016-11-01,83
2016-11-02,85
2016-11-03,79
2016-11-04,77
2016-11-05,73
2016-11-06,98
2016-11-07,80
2016-11-08,75
2016-11-09,75
2016-11-10,80
2016-11-11,75
2016-11-12,66
2016-11-13,66
2016-11-14,77
2016-11-15,79
2016-11-16,77
2016-11-17,77
2016-11-18,71
2016-11-19,63
2016-11-20,62
2016-11-21,72
2016-11-22,74
2016-11-23,69
2016-11-24,61
2016-11-25,60
2016-11-26,61
2016-11-27,62
2016-11-28,73
2016-11-29,75
2016-11-30,75
2016-12-01,75
2016-12-02,71
2016-12-03,62
2016-12-04,62
2016-12-05,73
2016-12-06,75
2016-12-07,74
2016-12-08,75
2016-12-09,69
2016-12-10,60
2016-12-11,60
2016-12-12,71
2016-12-13,73
2016-12-14,73
2016-12-15,75
2016-12-16,69
2016-12-17,62
2016-12-18,59
2016-12-19,68
2016-12-20,69
2016-12-21,69
2016-12-22,66
2016-12-23,61
2016-12-24,55
2016-12-25,59
2016-12-26,65
2016-12-27,67
2016-12-28,69
2016-12-29,67
2016-12-30,67
2016-12-31,59
2017-01-01,58
2017-01-02,68
2017-01-03,75
2017-01-04,74
2017-01-05,76
2017-01-06,72
2017-01-07,63
2017-01-08,63
2017-01-09,73
2017-01-10,75
2017-01-11,74
2017-01-12,75
2017-01-13,71
2017-01-14,64
2017-01-15,63
2017-01-16,71
2017-01-17,74
2017-01-18,76
2017-01-19,74
2017-01-20,74
2017-01-21,67
2017-01-22,65
2017-01-23,75
2017-01-24,77
2017-01-25,77
2017-01-26,74
2017-01-27,72
2017-01-28,64
2017-01-29,64
2017-01-30,74
2017-01-31,75
2017-02-01,75
2017-02-02,75
2017-02-03,72
2017-02-04,63
2017-02-05,62
2017-02-06,73
2017-02-07,75
2017-02-08,76
2017-02-09,73
2017-02-10,72
2017-02-11,62
2017-02-12,63
2017-02-13,72
2017-02-14,71
2017-02-15,74
2017-02-16,74
2017-02-17,71
2017-02-18,63
2017-02-19,63
2017-02-20,72
2017-02-21,74
2017-02-22,75
2017-02-23,76
2017-02-24,76
2017-02-25,66
2017-02-26,66
2017-02-27,77
2017-02-28,79
2017-03-01,77
2017-03-02,78
2017-03-03,75
2017-03-04,65
2017-03-05,68
2017-03-06,79
2017-03-07,78
2017-03-08,78
2017-03-09,78
2017-03-10,76
2017-03-11,74
2017-03-12,100
2017-03-13,78
2017-03-14,75
2017-03-15,75
2017-03-16,74
2017-03-17,71
2017-03-18,62
2017-03-19,66
2017-03-20,77
2017-03-21,77
2017-03-22,75
2017-03-23,76
2017-03-24,74
2017-03-25,76
2017-03-26,74
2017-03-27,77
2017-03-28,78
2017-03-29,77
2017-03-30,75
2017-03-31,73
2017-04-01,66
2017-04-02,63
2017-04-03,75
2017-04-04,74
2017-04-05,74
2017-04-06,74
2017-04-07,70
2017-04-08,60
2017-04-09,61
2017-04-10,74
2017-04-11,73
2017-04-12,75
2017-04-13,71
2017-04-14,67
