date,change
2014-03-16,65
2014-03-17,73
2014-03-18,73
2014-03-19,74
2014-03-20,74
2014-03-21,71
2014-03-22,65
2014-03-23,67
2014-03-24,73
2014-03-25,75
2014-03-26,73
2014-03-27,73
2014-03-28,72
2014-03-29,76
2014-03-30,73
2014-03-31,74
2014-04-01,75
2014-04-02,75
2014-04-03,73
2014-04-04,70
2014-04-05,62
2014-04-06,64
2014-04-07,72
2014-04-08,73
2014-04-09,75
2014-04-10,77
2014-04-11,73
2014-04-12,66
2014-04-13,67
2014-04-14,75
2014-04-15,75
2014-04-16,73
2014-04-17,72
2014-04-18,68
2014-04-19,63
2014-04-20,60
2014-04-21,72
2014-04-22,73
2014-04-23,74
2014-04-24,73
2014-04-25,71
2014-04-26,62
2014-04-27,63
2014-04-28,71
2014-04-29,73
2014-04-30,72
2014-05-01,73
2014-05-02,70
2014-05-03,62
2014-05-04,62
2014-05-05,70
2014-05-06,73
2014-05-07,72
2014-05-08,72
2014-05-09,68
2014-05-10,60
2014-05-11,59
2014-05-12,70
2014-05-13,72
2014-05-14,71
2014-05-15,71
2014-05-16,66
2014-05-17,61
2014-05-18,61
2014-05-19,72
2014-05-20,72
2014-05-21,75
2014-05-22,74
2014-05-23,69
2014-05-24,60
2014-05-25,58
2014-05-26,61
2014-05-27,70
2014-05-28,72
2014-05-29,71
2014-05-30,67
2014-05-31,61
2014-06-01,62
2014-06-02,70
2014-06-03,71
2014-06-04,71
2014-06-05,70
2014-06-06,66
2014-06-07,61
2014-06-08,60
2014-06-09,68
2014-06-10,69
2014-06-11,70
2014-06-12,68
2014-06-13,64
2014-06-14,58
2014-06-15,58
2014-06-16,66
2014-06-17,70
2014-06-18,71
2014-06-19,71
2014-06-20,68
2014-06-21,60
2014-06-22,61
2014-06-23,69
2014-06-24,71
2014-06-25,69
2014-06-26,68
2014-06-27,68
2014-06-28,59
2014-06-29,61
2014-06-30,69
2014-07-01,69
2014-07-02,72
2014-07-03,71
2014-07-04,60
2014-07-05,58
2014-07-06,61
2014-07-07,70
2014-07-08,71
2014-07-09,68
2014-07-10,71
2014-07-11,68
2014-07-12,61
2014-07-13,59
2014-07-14,71
2014-07-15,72
2014-07-16,72
2014-07-17,71
2014-07-18,67
2014-07-19,63
2014-07-20,62
2014-07-21,71
2014-07-22,72
2014-07-23,72
2014-07-24,71
2014-07-25,70
2014-07-26,63
2014-07-27,61
2014-07-28,70
2014-07-29,71
2014-07-30,72
2014-07-31,72
2014-08-01,69
2014-08-02,62
2014-08-03,63
2014-08-04,70
2014-08-05,72
2014-08-06,73
2014-08-07,75
2014-08-08,69
2014-08-09,63
2014-08-10,64
2014-08-11,71
2014-08-12,70
2014-08-13,71
2014-08-14,71
2014-08-15,70
2014-08-16,62
2014-08-17,64
2014-08-18,71
2014-08-19,72
2014-08-20,72
2014-08-21,73
2014-08-22,69
2014-08-23,63
2014-08-24,63
2014-08-25,70
2014-08-26,72
2014-08-27,73
2014-08-28,72
2014-08-29,69
2014-08-30,63
2014-08-31,62
2014-09-01,67
2014-09-02,75
2014-09-03,76
2014-09-04,73
2014-09-05,73
2014-09-06,66
2014-09-07,66
2014-09-08,74
2014-09-09,75
2014-09-10,77
2014-09-11,79
2014-09-12,73
2014-09-13,65
2014-09-14,67
2014-09-15,76
2014-09-16,77
2014-09-17,78
2014-09-18,78
2014-09-19,75
2014-09-20,68
2014-09-21,71
2014-09-22,79
2014-09-23,81
2014-09-24,79
2014-09-25,78
2014-09-26,75
2014-09-27,65
2014-09-28,69
2014-09-29,79
2014-09-30,79
2014-10-01,79
2014-10-02,76
2014-10-03,74
2014-10-04,67
2014-10-05,69
2014-10-06,77
2014-10-07,80
2014-10-08,78
2014-10-09,78
2014-10-10,74
2014-10-11,67
2014-10-12,72
2014-10-13,77
2014-10-14,78
2014-10-15,78
2014-10-16,77
2014-10-17,76
2014-10-18,68
2014-10-19,72
2014-10-20,79
2014-10-21,78
2014-10-22,76
2014-10-23,78
2014-10-24,77
2014-10-25,81
2014-10-26,87
2014-10-27,84
2014-10-28,80
2014-10-29,79
2014-10-30,76
2014-10-31,73
2014-11-01,74
2014-11-02,100
2014-11-03,81
2014-11-04,75
2014-11-05,76
2014-11-06,76
2014-11-07,74
2014-11-08,64
2014-11-09,64
2014-11-10,74
2014-11-11,73
2014-11-12,74
2014-11-13,76
2014-11-14,72
2014-11-15,64
2014-11-16,63
2014-11-17,74
2014-11-18,77
2014-11-19,76
2014-11-20,76
2014-11-21,73
2014-11-22,63
2014-11-23,64
2014-11-24,72
2014-11-25,73
2014-11-26,69
2014-11-27,61
2014-11-28,60
2014-11-29,62
2014-11-30,64
2014-12-01,71
