date,DLTR,isPartial
2017-01-19,20,False
2017-01-20,10,False
2017-01-21,0,False
2017-01-22,11,False
2017-01-23,29,False
2017-01-24,39,False
2017-01-25,0,False
2017-01-26,19,False
2017-01-27,41,False
2017-01-28,34,False
2017-01-29,0,False
2017-01-30,10,False
2017-01-31,20,False
2017-02-01,19,False
2017-02-02,29,False
2017-02-03,21,False
2017-02-04,33,False
2017-02-05,22,False
2017-02-06,38,False
2017-02-07,19,False
2017-02-08,29,False
2017-02-09,20,False
2017-02-10,30,False
2017-02-11,11,False
2017-02-12,0,False
2017-02-13,9,False
2017-02-14,19,False
2017-02-15,20,False
2017-02-16,10,False
2017-02-17,19,False
2017-02-18,0,False
2017-02-19,0,False
2017-02-20,19,False
2017-02-21,0,False
2017-02-22,10,False
2017-02-23,29,False
2017-02-24,10,False
2017-02-25,0,False
2017-02-26,0,False
2017-02-27,28,False
2017-02-28,57,False
2017-03-01,75,False
2017-03-02,64,False
2017-03-03,10,False
2017-03-04,21,False
2017-03-05,11,False
2017-03-06,9,False
2017-03-07,18,False
2017-03-08,19,False
2017-03-09,0,False
2017-03-10,10,False
2017-03-11,0,False
2017-03-12,10,False
2017-03-13,9,False
2017-03-14,10,False
2017-03-15,0,False
2017-03-16,10,False
2017-03-17,0,False
2017-03-18,0,False
2017-03-19,0,False
2017-03-20,48,False
2017-03-21,10,False
2017-03-22,9,False
2017-03-23,10,False
2017-03-24,20,False
2017-03-25,23,False
2017-03-26,0,False
2017-03-27,0,False
2017-03-28,10,False
2017-03-29,19,False
2017-03-30,29,False
2017-03-31,20,False
2017-04-01,11,False
2017-04-02,0,False
2017-04-03,10,False
2017-04-04,10,False
2017-04-05,19,False
2017-04-06,19,False
2017-04-07,30,False
2017-04-08,0,False
2017-04-09,23,False
2017-04-10,10,False
2017-04-11,10,False
2017-04-12,10,False
2017-04-13,10,False
2017-04-14,11,False
2017-04-15,11,False
2017-04-16,12,False
2017-04-17,10,False
2017-04-18,19,False
2017-04-19,19,False
2017-04-20,10,False
2017-04-21,20,False
2017-04-22,0,False
2017-04-23,11,False
2017-04-24,28,False
2017-04-25,38,False
2017-04-26,56,False
2017-04-27,39,False
2017-04-28,10,False
2017-04-29,0,False
2017-04-30,0,False
2017-05-01,10,False
2017-05-02,10,False
2017-05-03,0,False
2017-05-04,19,False
2017-05-05,20,False
2017-05-06,0,False
2017-05-07,0,False
2017-05-08,10,False
2017-05-09,9,False
2017-05-10,0,False
2017-05-11,10,False
2017-05-12,10,False
2017-05-13,11,False
2017-05-14,0,False
2017-05-15,20,False
2017-05-16,41,False
2017-05-17,51,False
2017-05-18,20,False
2017-05-19,32,False
2017-05-20,0,False
2017-05-21,0,False
2017-05-22,10,False
2017-05-23,50,False
2017-05-24,42,False
2017-05-25,42,False
2017-05-26,22,False
