date,DLTR,isPartial
2011-09-18,28,False
2011-09-19,23,False
2011-09-20,0,False
2011-09-21,0,False
2011-09-22,24,False
2011-09-23,25,False
2011-09-24,0,False
2011-09-25,29,False
2011-09-26,23,False
2011-09-27,23,False
2011-09-28,0,False
2011-09-29,0,False
2011-09-30,25,False
2011-10-01,0,False
2011-10-02,0,False
2011-10-03,24,False
2011-10-04,0,False
2011-10-05,0,False
2011-10-06,0,False
2011-10-07,49,False
2011-10-08,0,False
2011-10-09,0,False
2011-10-10,23,False
2011-10-11,0,False
2011-10-12,0,False
2011-10-13,23,False
2011-10-14,48,False
2011-10-15,56,False
2011-10-16,0,False
2011-10-17,0,False
2011-10-18,68,False
2011-10-19,0,False
2011-10-20,0,False
2011-10-21,24,False
2011-10-22,29,False
2011-10-23,0,False
2011-10-24,0,False
2011-10-25,0,False
2011-10-26,0,False
2011-10-27,0,False
2011-10-28,0,False
2011-10-29,0,False
2011-10-30,0,False
2011-10-31,23,False
2011-11-01,47,False
2011-11-02,0,False
2011-11-03,23,False
2011-11-04,0,False
2011-11-05,27,False
2011-11-06,54,False
2011-11-07,0,False
2011-11-08,0,False
2011-11-09,0,False
2011-11-10,23,False
2011-11-11,48,False
2011-11-12,0,False
2011-11-13,27,False
2011-11-14,22,False
2011-11-15,22,False
2011-11-16,45,False
2011-11-17,45,False
2011-11-18,24,False
2011-11-19,0,False
2011-11-20,27,False
2011-11-21,0,False
2011-11-22,22,False
2011-11-23,0,False
2011-11-24,24,False
2011-11-25,0,False
2011-11-26,28,False
2011-11-27,0,False
2011-11-28,65,False
2011-11-29,0,False
2011-11-30,0,False
2011-12-01,22,False
2011-12-02,0,False
2011-12-03,27,False
2011-12-04,0,False
2011-12-05,22,False
2011-12-06,22,False
2011-12-07,22,False
2011-12-08,0,False
2011-12-09,0,False
2011-12-10,27,False
2011-12-11,0,False
2011-12-12,0,False
2011-12-13,22,False
2011-12-14,0,False
2011-12-15,0,False
2011-12-16,24,False
2011-12-17,0,False
2011-12-18,0,False
2011-12-19,0,False
2011-12-20,0,False
2011-12-21,0,False
2011-12-22,0,False
2011-12-23,0,False
2011-12-24,0,False
2011-12-25,0,False
2011-12-26,26,False
2011-12-27,0,False
2011-12-28,47,False
2011-12-29,0,False
2011-12-30,0,False
2011-12-31,0,False
2012-01-01,30,False
2012-01-02,24,False
2012-01-03,44,False
2012-01-04,44,False
2012-01-05,22,False
2012-01-06,23,False
2012-01-07,26,False
2012-01-08,25,False
2012-01-09,21,False
2012-01-10,0,False
2012-01-11,0,False
2012-01-12,0,False
2012-01-13,22,False
2012-01-14,0,False
2012-01-15,0,False
2012-01-16,21,False
2012-01-17,0,False
2012-01-18,63,False
2012-01-19,0,False
2012-01-20,44,False
2012-01-21,25,False
2012-01-22,0,False
2012-01-23,21,False
2012-01-24,0,False
2012-01-25,0,False
2012-01-26,0,False
2012-01-27,0,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,0,False
2012-01-31,21,False
2012-02-01,21,False
2012-02-02,21,False
2012-02-03,0,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,0,False
2012-02-07,0,False
2012-02-08,21,False
2012-02-09,0,False
2012-02-10,64,False
2012-02-11,25,False
2012-02-12,0,False
2012-02-13,0,False
2012-02-14,21,False
2012-02-15,41,False
2012-02-16,42,False
2012-02-17,22,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,21,False
2012-02-21,0,False
2012-02-22,82,False
2012-02-23,42,False
2012-02-24,22,False
2012-02-25,0,False
2012-02-26,48,False
2012-02-27,20,False
2012-02-28,81,False
2012-02-29,0,False
2012-03-01,22,False
2012-03-02,22,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,21,False
2012-03-06,20,False
2012-03-07,0,False
2012-03-08,21,False
2012-03-09,43,False
2012-03-10,0,False
2012-03-11,0,False
2012-03-12,20,False
2012-03-13,41,False
2012-03-14,41,False
2012-03-15,20,False
2012-03-16,22,False
2012-03-17,25,False
2012-03-18,0,False
2012-03-19,20,False
2012-03-20,20,False
2012-03-21,0,False
2012-03-22,21,False
2012-03-23,0,False
2012-03-24,0,False
2012-03-25,0,False
2012-03-26,20,False
2012-03-27,61,False
2012-03-28,0,False
2012-03-29,0,False
2012-03-30,22,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,0,False
2012-04-03,21,False
2012-04-04,0,False
2012-04-05,0,False
2012-04-06,24,False
2012-04-07,26,False
2012-04-08,53,False
2012-04-09,0,False
2012-04-10,0,False
2012-04-11,41,False
2012-04-12,0,False
2012-04-13,22,False
2012-04-14,25,False
2012-04-15,0,False
2012-04-16,0,False
2012-04-17,0,False
2012-04-18,40,False
2012-04-19,20,False
2012-04-20,42,False
2012-04-21,0,False
2012-04-22,24,False
2012-04-23,0,False
2012-04-24,40,False
2012-04-25,61,False
2012-04-26,41,False
2012-04-27,0,False
2012-04-28,75,False
2012-04-29,0,False
2012-04-30,21,False
2012-05-01,45,False
2012-05-02,0,False
2012-05-03,21,False
2012-05-04,0,False
2012-05-05,25,False
2012-05-06,24,False
2012-05-07,20,False
2012-05-08,20,False
2012-05-09,20,False
2012-05-10,0,False
2012-05-11,43,False
2012-05-12,100,False
2012-05-13,50,False
2012-05-14,39,False
2012-05-15,39,False
2012-05-16,0,False
2012-05-17,83,False
2012-05-18,0,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,0,False
2012-05-22,0,False
2012-05-23,40,False
2012-05-24,0,False
2012-05-25,22,False
2012-05-26,0,False
2012-05-27,26,False
2012-05-28,0,False
2012-05-29,20,False
2012-05-30,0,False
2012-05-31,20,False
2012-06-01,42,False
2012-06-02,0,False
2012-06-03,25,False
2012-06-04,20,False
