date,DLTR,isPartial
2014-03-16,0,False
2014-03-17,0,False
2014-03-18,7,False
2014-03-19,0,False
2014-03-20,0,False
2014-03-21,0,False
2014-03-22,16,False
2014-03-23,0,False
2014-03-24,7,False
2014-03-25,7,False
2014-03-26,0,False
2014-03-27,0,False
2014-03-28,0,False
2014-03-29,8,False
2014-03-30,0,False
2014-03-31,7,False
2014-04-01,7,False
2014-04-02,0,False
2014-04-03,0,False
2014-04-04,0,False
2014-04-05,0,False
2014-04-06,0,False
2014-04-07,0,False
2014-04-08,0,False
2014-04-09,0,False
2014-04-10,21,False
2014-04-11,29,False
2014-04-12,0,False
2014-04-13,0,False
2014-04-14,7,False
2014-04-15,7,False
2014-04-16,0,False
2014-04-17,0,False
2014-04-18,0,False
2014-04-19,8,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,0,False
2014-04-23,0,False
2014-04-24,7,False
2014-04-25,0,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,0,False
2014-04-29,20,False
2014-04-30,7,False
2014-05-01,0,False
2014-05-02,7,False
2014-05-03,8,False
2014-05-04,8,False
2014-05-05,7,False
2014-05-06,0,False
2014-05-07,13,False
2014-05-08,0,False
2014-05-09,7,False
2014-05-10,0,False
2014-05-11,0,False
2014-05-12,0,False
2014-05-13,0,False
2014-05-14,7,False
2014-05-15,0,False
2014-05-16,14,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,0,False
2014-05-20,27,False
2014-05-21,0,False
2014-05-22,30,False
2014-05-23,8,False
2014-05-24,0,False
2014-05-25,0,False
2014-05-26,0,False
2014-05-27,0,False
2014-05-28,7,False
2014-05-29,0,False
2014-05-30,8,False
2014-05-31,0,False
2014-06-01,9,False
2014-06-02,7,False
2014-06-03,0,False
2014-06-04,0,False
2014-06-05,0,False
2014-06-06,8,False
2014-06-07,19,False
2014-06-08,0,False
2014-06-09,0,False
2014-06-10,15,False
2014-06-11,0,False
2014-06-12,0,False
2014-06-13,0,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,0,False
2014-06-17,7,False
2014-06-18,8,False
2014-06-19,0,False
2014-06-20,8,False
2014-06-21,9,False
2014-06-22,19,False
2014-06-23,0,False
2014-06-24,0,False
2014-06-25,8,False
2014-06-26,8,False
2014-06-27,8,False
2014-06-28,19,False
2014-06-29,0,False
2014-06-30,8,False
2014-07-01,0,False
2014-07-02,0,False
2014-07-03,0,False
2014-07-04,0,False
2014-07-05,0,False
2014-07-06,9,False
2014-07-07,8,False
2014-07-08,0,False
2014-07-09,0,False
2014-07-10,8,False
2014-07-11,8,False
2014-07-12,0,False
2014-07-13,9,False
2014-07-14,8,False
2014-07-15,0,False
2014-07-16,8,False
2014-07-17,0,False
2014-07-18,0,False
2014-07-19,9,False
2014-07-20,0,False
2014-07-21,8,False
