date,DLTR,isPartial
2015-12-26,0,False
2015-12-27,11,False
2015-12-28,14,False
2015-12-29,19,False
2015-12-30,19,False
2015-12-31,11,False
2016-01-01,12,False
2016-01-02,11,False
2016-01-03,11,False
2016-01-04,19,False
2016-01-05,9,False
2016-01-06,19,False
2016-01-07,9,False
2016-01-08,14,False
2016-01-09,11,False
2016-01-10,10,False
2016-01-11,18,False
2016-01-12,9,False
2016-01-13,19,False
2016-01-14,0,False
2016-01-15,10,False
2016-01-16,11,False
2016-01-17,10,False
2016-01-18,9,False
2016-01-19,0,False
2016-01-20,14,False
2016-01-21,19,False
2016-01-22,33,False
2016-01-23,0,False
2016-01-24,10,False
2016-01-25,28,False
2016-01-26,9,False
2016-01-27,14,False
2016-01-28,14,False
2016-01-29,0,False
2016-01-30,0,False
2016-01-31,10,False
2016-02-01,18,False
2016-02-02,14,False
2016-02-03,19,False
2016-02-04,23,False
2016-02-05,19,False
2016-02-06,16,False
2016-02-07,0,False
2016-02-08,37,False
2016-02-09,23,False
2016-02-10,14,False
2016-02-11,18,False
2016-02-12,0,False
2016-02-13,10,False
2016-02-14,15,False
2016-02-15,0,False
2016-02-16,9,False
2016-02-17,18,False
2016-02-18,27,False
2016-02-19,56,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,22,False
2016-02-23,22,False
2016-02-24,27,False
2016-02-25,9,False
2016-02-26,0,False
2016-02-27,16,False
2016-02-28,20,False
2016-02-29,26,False
2016-03-01,49,False
2016-03-02,22,False
2016-03-03,23,False
2016-03-04,23,False
2016-03-05,10,False
2016-03-06,0,False
2016-03-07,13,False
2016-03-08,9,False
2016-03-09,23,False
2016-03-10,9,False
2016-03-11,19,False
2016-03-12,0,False
2016-03-13,0,False
2016-03-14,27,False
2016-03-15,14,False
2016-03-16,27,False
2016-03-17,23,False
2016-03-18,14,False
2016-03-19,0,False
2016-03-20,21,False
2016-03-21,14,False
2016-03-22,18,False
2016-03-23,14,False
2016-03-24,29,False
2016-03-25,20,False
2016-03-26,11,False
2016-03-27,11,False
2016-03-28,9,False
2016-03-29,18,False
2016-03-30,18,False
2016-03-31,18,False
2016-04-01,19,False
2016-04-02,10,False
2016-04-03,0,False
2016-04-04,36,False
2016-04-05,9,False
2016-04-06,27,False
2016-04-07,14,False
2016-04-08,10,False
2016-04-09,0,False
2016-04-10,0,False
2016-04-11,9,False
2016-04-12,27,False
2016-04-13,19,False
2016-04-14,23,False
2016-04-15,38,False
2016-04-16,11,False
2016-04-17,10,False
2016-04-18,9,False
2016-04-19,9,False
2016-04-20,27,False
2016-04-21,14,False
2016-04-22,10,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,27,False
2016-04-26,9,False
2016-04-27,9,False
2016-04-28,23,False
2016-04-29,19,False
2016-04-30,11,False
2016-05-01,11,False
2016-05-02,23,False
2016-05-03,18,False
2016-05-04,14,False
2016-05-05,14,False
2016-05-06,20,False
2016-05-07,11,False
2016-05-08,11,False
2016-05-09,18,False
2016-05-10,27,False
2016-05-11,23,False
2016-05-12,9,False
2016-05-13,14,False
2016-05-14,11,False
2016-05-15,31,False
2016-05-16,23,False
2016-05-17,13,False
2016-05-18,18,False
