date,DLTR,isPartial
2016-05-04,8,False
2016-05-05,17,False
2016-05-06,17,False
2016-05-07,0,False
2016-05-08,9,False
2016-05-09,16,False
2016-05-10,8,False
2016-05-11,16,False
2016-05-12,0,False
2016-05-13,17,False
2016-05-14,9,False
2016-05-15,9,False
2016-05-16,8,False
2016-05-17,8,False
2016-05-18,16,False
2016-05-19,40,False
2016-05-20,42,False
2016-05-21,0,False
2016-05-22,9,False
2016-05-23,8,False
2016-05-24,0,False
2016-05-25,0,False
2016-05-26,100,False
2016-05-27,26,False
2016-05-28,19,False
2016-05-29,19,False
2016-05-30,8,False
2016-05-31,16,False
2016-06-01,24,False
2016-06-02,8,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,16,False
2016-06-07,0,False
2016-06-08,24,False
2016-06-09,8,False
2016-06-10,8,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,0,False
2016-06-14,8,False
2016-06-15,24,False
2016-06-16,24,False
2016-06-17,8,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,0,False
2016-06-21,16,False
2016-06-22,16,False
2016-06-23,8,False
2016-06-24,17,False
2016-06-25,10,False
2016-06-26,0,False
2016-06-27,16,False
2016-06-28,24,False
2016-06-29,33,False
2016-06-30,0,False
2016-07-01,9,False
2016-07-02,0,False
2016-07-03,10,False
2016-07-04,0,False
2016-07-05,8,False
2016-07-06,18,False
2016-07-07,26,False
2016-07-08,9,False
2016-07-09,0,False
2016-07-10,10,False
2016-07-11,0,False
2016-07-12,8,False
2016-07-13,0,False
2016-07-14,16,False
2016-07-15,9,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,17,False
2016-07-19,17,False
2016-07-20,17,False
2016-07-21,9,False
2016-07-22,9,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,8,False
2016-07-26,8,False
2016-07-27,8,False
2016-07-28,9,False
2016-07-29,0,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,0,False
2016-08-02,17,False
2016-08-03,9,False
2016-08-04,9,False
2016-08-05,18,False
2016-08-06,10,False
2016-08-07,0,False
2016-08-08,35,False
2016-08-09,9,False
2016-08-10,26,False
2016-08-11,27,False
2016-08-12,9,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,9,False
2016-08-16,18,False
2016-08-17,18,False
2016-08-18,9,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,10,False
2016-08-22,9,False
2016-08-23,18,False
2016-08-24,78,False
2016-08-25,86,False
2016-08-26,18,False
2016-08-27,20,False
2016-08-28,0,False
2016-08-29,25,False
2016-08-30,58,False
2016-08-31,0,False
2016-09-01,17,False
2016-09-02,17,False
2016-09-03,10,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,8,False
2016-09-07,17,False
2016-09-08,17,False
2016-09-09,34,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,51,False
2016-09-13,17,False
2016-09-14,25,False
2016-09-15,8,False
2016-09-16,9,False
2016-09-17,0,False
2016-09-18,9,False
2016-09-19,24,False
2016-09-20,8,False
2016-09-21,25,False
2016-09-22,8,False
2016-09-23,9,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,8,False
2016-09-27,16,False
2016-09-28,0,False
2016-09-29,17,False
2016-09-30,17,False
2016-10-01,9,False
2016-10-02,0,False
2016-10-03,8,False
2016-10-04,24,False
2016-10-05,33,False
2016-10-06,8,False
2016-10-07,17,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,8,False
2016-10-11,8,False
2016-10-12,8,False
2016-10-13,8,False
2016-10-14,8,False
2016-10-15,9,False
2016-10-16,0,False
2016-10-17,0,False
2016-10-18,24,False
2016-10-19,32,False
2016-10-20,16,False
2016-10-21,0,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,24,False
2016-10-25,8,False
2016-10-26,8,False
2016-10-27,8,False
2016-10-28,8,False
2016-10-29,9,False
2016-10-30,9,False
2016-10-31,17,False
2016-11-01,8,False
2016-11-02,0,False
2016-11-03,8,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,16,False
2016-11-08,0,False
2016-11-09,29,False
2016-11-10,24,False
2016-11-11,8,False
2016-11-12,9,False
2016-11-13,0,False
2016-11-14,16,False
2016-11-15,8,False
2016-11-16,24,False
2016-11-17,0,False
2016-11-18,41,False
2016-11-19,0,False
2016-11-20,9,False
2016-11-21,16,False
2016-11-22,63,False
2016-11-23,8,False
2016-11-24,0,False
2016-11-25,8,False
2016-11-26,0,False
2016-11-27,0,False
2016-11-28,15,False
2016-11-29,15,False
2016-11-30,15,False
2016-12-01,0,False
2016-12-02,0,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,14,False
2016-12-06,15,False
2016-12-07,8,False
2016-12-08,8,False
2016-12-09,0,False
2016-12-10,18,False
2016-12-11,0,False
2016-12-12,0,False
2016-12-13,15,False
2016-12-14,15,False
2016-12-15,0,False
2016-12-16,25,False
2016-12-17,9,False
2016-12-18,9,False
2016-12-19,16,False
2016-12-20,8,False
2016-12-21,8,False
2016-12-22,42,False
2016-12-23,26,False
2016-12-24,0,False
2016-12-25,20,False
2016-12-26,0,False
2016-12-27,25,False
2016-12-28,8,False
2016-12-29,17,False
2016-12-30,9,False
2016-12-31,0,False
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,0,False
2017-01-04,16,False
2017-01-05,24,False
2017-01-06,8,False
2017-01-07,0,False
2017-01-08,0,False
2017-01-09,15,False
2017-01-10,0,False
2017-01-11,15,False
2017-01-12,8,False
2017-01-13,8,False
2017-01-14,9,False
2017-01-15,0,False
2017-01-16,0,False
2017-01-17,45,False
2017-01-18,0,False
2017-01-19,15,False
