date,DLTR,isPartial
2013-11-06,0,False
2013-11-07,0,False
2013-11-08,0,False
2013-11-09,29,False
2013-11-10,0,False
2013-11-11,24,False
2013-11-12,24,False
2013-11-13,0,False
2013-11-14,48,False
2013-11-15,76,False
2013-11-16,29,False
2013-11-17,0,False
2013-11-18,24,False
2013-11-19,23,False
2013-11-20,24,False
2013-11-21,48,False
2013-11-22,24,False
2013-11-23,28,False
2013-11-24,0,False
2013-11-25,23,False
2013-11-26,23,False
2013-11-27,47,False
2013-11-28,0,False
2013-11-29,26,False
2013-11-30,0,False
2013-12-01,27,False
2013-12-02,68,False
2013-12-03,23,False
2013-12-04,0,False
2013-12-05,96,False
2013-12-06,0,False
2013-12-07,56,False
2013-12-08,0,False
2013-12-09,47,False
2013-12-10,47,False
2013-12-11,48,False
2013-12-12,48,False
2013-12-13,25,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,72,False
2013-12-17,0,False
2013-12-18,24,False
2013-12-19,75,False
2013-12-20,26,False
2013-12-21,29,False
2013-12-22,0,False
2013-12-23,0,False
2013-12-24,0,False
2013-12-25,0,False
2013-12-26,27,False
2013-12-27,53,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,0,False
2013-12-31,0,False
2014-01-01,61,False
2014-01-02,25,False
2014-01-03,25,False
2014-01-04,0,False
2014-01-05,0,False
2014-01-06,24,False
2014-01-07,0,False
2014-01-08,23,False
2014-01-09,23,False
2014-01-10,24,False
2014-01-11,0,False
2014-01-12,0,False
2014-01-13,0,False
2014-01-14,46,False
2014-01-15,92,False
2014-01-16,23,False
2014-01-17,24,False
2014-01-18,0,False
2014-01-19,0,False
2014-01-20,23,False
2014-01-21,22,False
2014-01-22,0,False
2014-01-23,23,False
2014-01-24,47,False
2014-01-25,27,False
2014-01-26,0,False
2014-01-27,22,False
2014-01-28,45,False
2014-01-29,45,False
2014-01-30,0,False
2014-01-31,0,False
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,22,False
2014-02-04,67,False
2014-02-05,45,False
2014-02-06,0,False
2014-02-07,51,False
2014-02-08,26,False
2014-02-09,0,False
2014-02-10,0,False
2014-02-11,22,False
2014-02-12,0,False
2014-02-13,0,False
2014-02-14,23,False
2014-02-15,0,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,0,False
2014-02-19,0,False
2014-02-20,23,False
2014-02-21,0,False
2014-02-22,0,False
2014-02-23,26,False
2014-02-24,22,False
2014-02-25,45,False
2014-02-26,22,False
2014-02-27,0,False
2014-02-28,24,False
2014-03-01,54,False
