date,value
2014-03-16,11.036004078596315
2014-03-17,24.50787340513021
2014-03-18,40.839325157299264
2014-03-19,30.120309004551157
2014-03-20,31.65078979792879
2014-03-21,78.10255055464899
2014-03-22,18.379896018293266
2014-03-23,13.784013881720984
2014-03-24,37.776749113656955
2014-03-25,36.75535228014717
2014-03-26,19.9103768116709
2014-03-27,31.64917534104175
2014-03-28,35.22083534455193
2014-03-29,13.27291185074433
2014-03-30,12.251515017234547
2014-03-31,41.34881273138888
2014-04-01,43.39281724107372
2014-04-02,41.351234416719436
2014-04-03,40.329837583209645
2014-04-04,45.43117115165394
2014-04-05,27.05692573246532
2014-04-06,7.146145306572657
2014-04-07,25.526848553309442
2014-04-08,54.621724582133204
2014-04-09,42.88332966698412
2014-04-10,62.276146620130184
2014-04-11,38.79693510450145
2014-04-12,10.21033580710201
2014-04-13,18.88736552127407
2014-04-14,25.52361963953536
2014-04-15,45.432785608540975
2014-04-16,41.85749307703496
2014-04-17,55.64271780142122
2014-04-18,22.97174201264793
2014-04-19,8.167542140082443
2014-04-20,5.617278970082062
2014-04-21,32.16350628579249
2014-04-22,52.0706541836893
2014-04-23,79.63787471868775
2014-04-24,60.75091281163546
2014-04-25,28.59023182539528
2014-04-26,11.230118183724763
2014-04-27,11.230118183724763
2014-04-28,36.24707554872283
2014-04-29,44.92127996334257
2014-04-30,49.51675848569308
2014-05-01,47.987488534980706
2014-05-02,13.782803039055706
2014-05-03,14.292694227367079
2014-05-04,7.147759763459699
2014-05-05,19.400889237581282
2014-05-06,35.22446787254776
2014-05-07,30.11465840544652
2014-05-08,30.632218263971325
2014-05-09,34.20266742481621
2014-05-10,9.188938973592226
2014-05-11,5.106580553327167
2014-05-12,13.27371907918785
2014-05-13,36.754141437481884
2014-05-14,18.37787794718445
2014-05-15,16.33912042238249
2014-05-16,24.50343364869085
2014-05-17,9.701251847234165
2014-05-18,13.27291185074433
2014-05-19,25.014535679667507
2014-05-20,18.89019082082639
2014-05-21,29.09770132837609
2014-05-22,29.09891217104137
2014-05-23,22.97174201264793
2014-05-24,11.233347097498843
2014-05-25,3.574485303062489
2014-05-26,6.126362929949912
2014-05-27,19.40048562335953
2014-05-28,24.50424087713437
2014-05-29,25.01332483700223
2014-05-30,37.26322539734972
2014-05-31,9.192167887366313
2014-06-01,10.211950263989056
2014-06-02,25.524426867978878
2014-06-03,29.09770132837609
2014-06-04,15.316109131985662
2014-06-05,10.719823381191627
2014-06-06,31.138073310065106
2014-06-07,23.991120775048923
2014-06-08,3.574485303062489
2014-06-09,40.837307086190464
2014-06-10,20.419864385760512
2014-06-11,25.01332483700223
2014-06-12,16.33589150860841
2014-06-13,19.90593705523154
2014-06-14,5.617278970082062
2014-06-15,17.356077499452915
2014-06-16,28.587002911621198
2014-06-17,26.03633612739905
2014-06-18,22.461043595893038
2014-06-19,27.56681692077669
2014-06-20,34.709329699353496
2014-06-21,10.724263137630992
2014-06-22,11.742027443144936
2014-06-23,19.90795512634034
2014-06-24,13.274929921853133
2014-06-25,16.33750596549545
2014-06-26,18.37868517562798
2014-06-27,45.94671293906996
2014-06-28,8.167138525860684
2014-06-29,8.168752982747725
2014-06-30,19.39564225269841
2014-07-01,22.46265805278008
2014-07-02,13.277755221405453
2014-07-03,32.15947014357489
2014-07-04,10.721034223856906
2014-07-05,8.170771053856525
2014-07-06,11.742027443144936
2014-07-07,20.42147884264755
2014-07-08,15.314494675098624
2014-07-09,25.526848553309442
2014-07-10,26.034721670512013
2014-07-11,28.075497266422786
2014-07-12,9.700848233012405
2014-07-13,8.167138525860684
2014-07-14,37.77473104254814
2014-07-15,25.522812411091838
2014-07-16,34.2038782674815
2014-07-17,22.97174201264793
2014-07-18,14.292694227367079
2014-07-19,8.168752982747725
2014-07-20,13.275737150296653
2014-07-21,18.377070718740942
2014-07-22,29.09891217104137
2014-07-23,103.12031514809055
2014-07-24,51.048046507514236
2014-07-25,30.64190500529357
2014-07-26,15.320952502646785
2014-07-27,8.171174668078285
2014-07-28,32.68469867231314
2014-07-29,33.70609550582292
2014-07-30,36.77028600635228
2014-07-31,45.96285750794035
2014-08-01,21.449333503705496
2014-08-02,6.128381001058713
2014-08-03,10.213968335097855
2014-08-04,20.427936670195717
2014-08-05,28.599111338274003
2014-08-06,24.513524004234853
2014-08-07,24.513524004234853
2014-08-08,11.23536516860764
2014-08-09,15.320952502646785
2014-08-10,10.213968335097855
2014-08-11,20.427936670195717
2014-08-12,18.38514300317614
2014-08-13,16.34234933615657
2014-08-14,38.81307967337185
2014-08-15,37.79168283986207
2014-08-16,10.213968335097855
2014-08-17,10.213968335097855
2014-08-18,41.87727017390121
2014-08-19,36.77028600635228
2014-08-20,26.556317671254426
2014-08-21,24.513524004234853
2014-08-22,21.449333503705496
2014-08-23,17.363746169666356
2014-08-24,6.128381001058713
2014-08-25,20.427936670195717
2014-08-26,35.748889172842496
2014-08-27,20.427936670195717
2014-08-28,28.599111338274003
2014-08-29,19.406539836685926
2014-08-30,29.620508171783786
2014-08-31,5.106984167548927
2014-09-01,8.171174668078285
2014-09-02,25.534920837744643
2014-09-03,19.406539836685926
2014-09-04,32.68469867231314
2014-09-05,20.427936670195717
2014-09-06,14.299555669136998
2014-09-07,14.299555669136998
2014-09-08,17.363746169666356
2014-09-09,22.470730337215286
2014-09-10,21.449333503705496
2014-09-11,28.599111338274003
2014-09-12,16.34234933615657
2014-09-13,14.299555669136998
2014-09-14,10.213968335097855
2014-09-15,19.406539836685926
2014-09-16,21.449333503705496
2014-09-17,21.449333503705496
