date,JD,isPartial
2012-01-26,80,False
2012-01-27,76,False
2012-01-28,81,False
2012-01-29,83,False
2012-01-30,77,False
2012-01-31,78,False
2012-02-01,77,False
2012-02-02,76,False
2012-02-03,80,False
2012-02-04,78,False
2012-02-05,76,False
2012-02-06,77,False
2012-02-07,75,False
2012-02-08,83,False
2012-02-09,74,False
2012-02-10,80,False
2012-02-11,73,False
2012-02-12,76,False
2012-02-13,75,False
2012-02-14,75,False
2012-02-15,79,False
2012-02-16,86,False
2012-02-17,75,False
2012-02-18,77,False
2012-02-19,74,False
2012-02-20,76,False
2012-02-21,75,False
2012-02-22,79,False
2012-02-23,82,False
2012-02-24,78,False
2012-02-25,78,False
2012-02-26,79,False
2012-02-27,77,False
2012-02-28,80,False
2012-02-29,80,False
2012-03-01,74,False
2012-03-02,80,False
2012-03-03,78,False
2012-03-04,84,False
2012-03-05,81,False
2012-03-06,78,False
2012-03-07,77,False
2012-03-08,76,False
2012-03-09,77,False
2012-03-10,85,False
2012-03-11,80,False
2012-03-12,76,False
2012-03-13,80,False
2012-03-14,82,False
2012-03-15,79,False
2012-03-16,77,False
2012-03-17,83,False
2012-03-18,74,False
2012-03-19,81,False
2012-03-20,80,False
2012-03-21,81,False
2012-03-22,83,False
2012-03-23,82,False
2012-03-24,81,False
2012-03-25,82,False
2012-03-26,83,False
2012-03-27,80,False
2012-03-28,81,False
2012-03-29,81,False
2012-03-30,84,False
2012-03-31,84,False
2012-04-01,86,False
2012-04-02,83,False
2012-04-03,88,False
2012-04-04,86,False
2012-04-05,88,False
2012-04-06,86,False
2012-04-07,80,False
2012-04-08,82,False
2012-04-09,82,False
2012-04-10,91,False
2012-04-11,82,False
2012-04-12,82,False
2012-04-13,84,False
2012-04-14,76,False
2012-04-15,79,False
2012-04-16,85,False
2012-04-17,82,False
2012-04-18,80,False
2012-04-19,78,False
2012-04-20,85,False
2012-04-21,82,False
2012-04-22,78,False
2012-04-23,85,False
2012-04-24,81,False
2012-04-25,86,False
2012-04-26,85,False
2012-04-27,83,False
2012-04-28,89,False
2012-04-29,90,False
2012-04-30,88,False
2012-05-01,88,False
2012-05-02,82,False
2012-05-03,82,False
2012-05-04,76,False
2012-05-05,85,False
2012-05-06,85,False
2012-05-07,85,False
2012-05-08,82,False
2012-05-09,82,False
2012-05-10,79,False
2012-05-11,79,False
2012-05-12,75,False
2012-05-13,79,False
2012-05-14,86,False
2012-05-15,81,False
2012-05-16,82,False
2012-05-17,85,False
2012-05-18,84,False
2012-05-19,82,False
2012-05-20,86,False
2012-05-21,82,False
2012-05-22,82,False
2012-05-23,83,False
2012-05-24,78,False
2012-05-25,77,False
2012-05-26,82,False
2012-05-27,81,False
2012-05-28,83,False
2012-05-29,85,False
2012-05-30,84,False
2012-05-31,84,False
2012-06-01,79,False
2012-06-02,86,False
2012-06-03,84,False
2012-06-04,82,False
2012-06-05,85,False
2012-06-06,85,False
2012-06-07,87,False
2012-06-08,87,False
2012-06-09,84,False
2012-06-10,78,False
2012-06-11,84,False
2012-06-12,86,False
2012-06-13,84,False
2012-06-14,83,False
2012-06-15,83,False
2012-06-16,93,False
2012-06-17,85,False
2012-06-18,80,False
2012-06-19,78,False
2012-06-20,89,False
2012-06-21,100,False
2012-06-22,96,False
2012-06-23,99,False
2012-06-24,97,False
2012-06-25,98,False
2012-06-26,89,False
2012-06-27,91,False
2012-06-28,93,False
2012-06-29,90,False
2012-06-30,93,False
2012-07-01,90,False
2012-07-02,98,False
2012-07-03,89,False
2012-07-04,86,False
2012-07-05,89,False
2012-07-06,88,False
2012-07-07,96,False
2012-07-08,94,False
2012-07-09,85,False
2012-07-10,93,False
2012-07-11,95,False
2012-07-12,87,False
2012-07-13,87,False
2012-07-14,94,False
2012-07-15,97,False
2012-07-16,98,False
2012-07-17,91,False
2012-07-18,93,False
2012-07-19,92,False
2012-07-20,88,False
2012-07-21,92,False
2012-07-22,93,False
2012-07-23,90,False
2012-07-24,82,False
2012-07-25,86,False
2012-07-26,94,False
2012-07-27,93,False
2012-07-28,86,False
2012-07-29,89,False
2012-07-30,89,False
2012-07-31,92,False
2012-08-01,96,False
2012-08-02,90,False
2012-08-03,88,False
2012-08-04,93,False
2012-08-05,96,False
2012-08-06,92,False
2012-08-07,93,False
2012-08-08,91,False
2012-08-09,90,False
2012-08-10,85,False
2012-08-11,88,False
2012-08-12,91,False
2012-08-13,100,False
2012-08-14,89,False
2012-08-15,95,False
2012-08-16,92,False
2012-08-17,89,False
2012-08-18,85,False
