date,JD,isPartial
2012-06-04,45,False
2012-06-05,49,False
2012-06-06,47,False
2012-06-07,49,False
2012-06-08,47,False
2012-06-09,50,False
2012-06-10,47,False
2012-06-11,48,False
2012-06-12,49,False
2012-06-13,40,False
2012-06-14,48,False
2012-06-15,46,False
2012-06-16,51,False
2012-06-17,49,False
2012-06-18,46,False
2012-06-19,44,False
2012-06-20,53,False
2012-06-21,56,False
2012-06-22,56,False
2012-06-23,58,False
2012-06-24,53,False
2012-06-25,54,False
2012-06-26,53,False
2012-06-27,49,False
2012-06-28,50,False
2012-06-29,50,False
2012-06-30,54,False
2012-07-01,56,False
2012-07-02,54,False
2012-07-03,55,False
2012-07-04,50,False
2012-07-05,47,False
2012-07-06,49,False
2012-07-07,52,False
2012-07-08,53,False
2012-07-09,49,False
2012-07-10,49,False
2012-07-11,52,False
2012-07-12,50,False
2012-07-13,50,False
2012-07-14,54,False
2012-07-15,53,False
2012-07-16,61,False
2012-07-17,54,False
2012-07-18,50,False
2012-07-19,53,False
2012-07-20,49,False
2012-07-21,51,False
2012-07-22,54,False
2012-07-23,51,False
2012-07-24,47,False
2012-07-25,51,False
2012-07-26,50,False
2012-07-27,46,False
2012-07-28,50,False
2012-07-29,49,False
2012-07-30,51,False
2012-07-31,53,False
2012-08-01,52,False
2012-08-02,53,False
2012-08-03,49,False
2012-08-04,51,False
2012-08-05,55,False
2012-08-06,51,False
2012-08-07,49,False
2012-08-08,49,False
2012-08-09,48,False
2012-08-10,48,False
2012-08-11,44,False
2012-08-12,52,False
2012-08-13,58,False
2012-08-14,51,False
2012-08-15,57,False
2012-08-16,53,False
2012-08-17,57,False
2012-08-18,50,False
2012-08-19,47,False
2012-08-20,51,False
2012-08-21,54,False
2012-08-22,48,False
2012-08-23,50,False
2012-08-24,52,False
2012-08-25,50,False
2012-08-26,51,False
2012-08-27,55,False
2012-08-28,53,False
2012-08-29,56,False
2012-08-30,56,False
2012-08-31,50,False
2012-09-01,51,False
2012-09-02,54,False
2012-09-03,51,False
2012-09-04,50,False
2012-09-05,51,False
2012-09-06,47,False
2012-09-07,44,False
2012-09-08,52,False
2012-09-09,46,False
2012-09-10,49,False
2012-09-11,49,False
2012-09-12,47,False
2012-09-13,46,False
2012-09-14,52,False
2012-09-15,49,False
2012-09-16,51,False
2012-09-17,50,False
2012-09-18,51,False
2012-09-19,44,False
2012-09-20,50,False
2012-09-21,46,False
2012-09-22,50,False
2012-09-23,52,False
2012-09-24,53,False
2012-09-25,52,False
2012-09-26,49,False
2012-09-27,51,False
2012-09-28,52,False
2012-09-29,52,False
2012-09-30,52,False
2012-10-01,51,False
2012-10-02,54,False
2012-10-03,49,False
2012-10-04,46,False
2012-10-05,50,False
2012-10-06,49,False
2012-10-07,50,False
2012-10-08,52,False
2012-10-09,47,False
2012-10-10,49,False
2012-10-11,51,False
2012-10-12,42,False
2012-10-13,50,False
2012-10-14,52,False
2012-10-15,51,False
2012-10-16,45,False
2012-10-17,50,False
2012-10-18,53,False
2012-10-19,50,False
2012-10-20,47,False
2012-10-21,55,False
2012-10-22,51,False
2012-10-23,49,False
2012-10-24,52,False
2012-10-25,49,False
2012-10-26,46,False
2012-10-27,50,False
2012-10-28,47,False
2012-10-29,50,False
2012-10-30,48,False
2012-10-31,45,False
2012-11-01,52,False
2012-11-02,44,False
2012-11-03,46,False
2012-11-04,50,False
2012-11-05,49,False
2012-11-06,48,False
2012-11-07,42,False
2012-11-08,48,False
2012-11-09,49,False
2012-11-10,45,False
2012-11-11,55,False
2012-11-12,55,False
2012-11-13,51,False
2012-11-14,53,False
2012-11-15,50,False
2012-11-16,50,False
2012-11-17,53,False
2012-11-18,55,False
2012-11-19,54,False
2012-11-20,51,False
2012-11-21,51,False
2012-11-22,51,False
2012-11-23,51,False
2012-11-24,58,False
2012-11-25,64,False
2012-11-26,56,False
2012-11-27,56,False
2012-11-28,55,False
2012-11-29,58,False
2012-11-30,56,False
2012-12-01,56,False
2012-12-02,64,False
2012-12-03,62,False
2012-12-04,62,False
2012-12-05,60,False
2012-12-06,57,False
2012-12-07,56,False
2012-12-08,62,False
2012-12-09,61,False
2012-12-10,62,False
2012-12-11,61,False
2012-12-12,56,False
2012-12-13,61,False
2012-12-14,60,False
2012-12-15,64,False
2012-12-16,65,False
2012-12-17,61,False
2012-12-18,59,False
2012-12-19,60,False
2012-12-20,63,False
2012-12-21,61,False
2012-12-22,58,False
2012-12-23,55,False
2012-12-24,55,False
2012-12-25,81,False
2012-12-26,100,False
2012-12-27,78,False
2012-12-28,77,False
2012-12-29,66,False
2012-12-30,55,False
2012-12-31,51,False
2013-01-01,51,False
2013-01-02,58,False
2013-01-03,51,False
2013-01-04,55,False
2013-01-05,47,False
2013-01-06,48,False
2013-01-07,47,False
2013-01-08,48,False
2013-01-09,45,False
2013-01-10,43,False
2013-01-11,46,False
2013-01-12,50,False
2013-01-13,45,False
2013-01-14,47,False
2013-01-15,47,False
2013-01-16,47,False
2013-01-17,47,False
2013-01-18,43,False
2013-01-19,45,False
2013-01-20,44,False
2013-01-21,48,False
2013-01-22,49,False
2013-01-23,46,False
2013-01-24,46,False
2013-01-25,48,False
2013-01-26,49,False
2013-01-27,47,False
2013-01-28,46,False
2013-01-29,48,False
2013-01-30,47,False
2013-01-31,51,False
2013-02-01,47,False
2013-02-02,46,False
2013-02-03,50,False
2013-02-04,44,False
2013-02-05,48,False
2013-02-06,48,False
2013-02-07,45,False
2013-02-08,45,False
2013-02-09,48,False
2013-02-10,52,False
2013-02-11,43,False
2013-02-12,46,False
2013-02-13,46,False
2013-02-14,44,False
2013-02-15,46,False
2013-02-16,50,False
2013-02-17,46,False
2013-02-18,51,False
2013-02-19,51,False
