date,JD,isPartial
2016-05-04,32,False
2016-05-05,34,False
2016-05-06,34,False
2016-05-07,37,False
2016-05-08,33,False
2016-05-09,35,False
2016-05-10,35,False
2016-05-11,33,False
2016-05-12,33,False
2016-05-13,33,False
2016-05-14,34,False
2016-05-15,36,False
2016-05-16,34,False
2016-05-17,34,False
2016-05-18,33,False
2016-05-19,35,False
2016-05-20,33,False
2016-05-21,38,False
2016-05-22,39,False
2016-05-23,36,False
2016-05-24,34,False
2016-05-25,33,False
2016-05-26,33,False
2016-05-27,33,False
2016-05-28,36,False
2016-05-29,34,False
2016-05-30,36,False
2016-05-31,38,False
2016-06-01,37,False
2016-06-02,37,False
2016-06-03,35,False
2016-06-04,35,False
2016-06-05,35,False
2016-06-06,33,False
2016-06-07,34,False
2016-06-08,33,False
2016-06-09,33,False
2016-06-10,36,False
2016-06-11,39,False
2016-06-12,37,False
2016-06-13,35,False
2016-06-14,36,False
2016-06-15,39,False
2016-06-16,36,False
2016-06-17,38,False
2016-06-18,41,False
2016-06-19,40,False
2016-06-20,37,False
2016-06-21,37,False
2016-06-22,38,False
2016-06-23,37,False
2016-06-24,35,False
2016-06-25,42,False
2016-06-26,42,False
2016-06-27,37,False
2016-06-28,38,False
2016-06-29,38,False
2016-06-30,40,False
2016-07-01,39,False
2016-07-02,41,False
2016-07-03,41,False
2016-07-04,37,False
2016-07-05,38,False
2016-07-06,35,False
2016-07-07,37,False
2016-07-08,36,False
2016-07-09,38,False
2016-07-10,37,False
2016-07-11,35,False
2016-07-12,35,False
2016-07-13,36,False
2016-07-14,33,False
2016-07-15,35,False
2016-07-16,34,False
2016-07-17,35,False
2016-07-18,34,False
2016-07-19,31,False
2016-07-20,35,False
2016-07-21,36,False
2016-07-22,34,False
2016-07-23,36,False
2016-07-24,35,False
2016-07-25,35,False
2016-07-26,36,False
2016-07-27,37,False
2016-07-28,40,False
2016-07-29,38,False
2016-07-30,38,False
2016-07-31,36,False
2016-08-01,38,False
2016-08-02,37,False
2016-08-03,37,False
2016-08-04,38,False
2016-08-05,35,False
2016-08-06,33,False
2016-08-07,36,False
2016-08-08,36,False
2016-08-09,34,False
2016-08-10,35,False
2016-08-11,35,False
2016-08-12,34,False
2016-08-13,34,False
2016-08-14,33,False
2016-08-15,35,False
2016-08-16,34,False
2016-08-17,33,False
2016-08-18,34,False
2016-08-19,38,False
2016-08-20,38,False
2016-08-21,36,False
2016-08-22,37,False
2016-08-23,36,False
2016-08-24,35,False
2016-08-25,36,False
2016-08-26,38,False
2016-08-27,38,False
2016-08-28,37,False
2016-08-29,36,False
2016-08-30,38,False
2016-08-31,37,False
2016-09-01,38,False
2016-09-02,38,False
2016-09-03,41,False
2016-09-04,38,False
2016-09-05,36,False
2016-09-06,35,False
2016-09-07,32,False
2016-09-08,34,False
2016-09-09,35,False
2016-09-10,37,False
2016-09-11,36,False
2016-09-12,34,False
2016-09-13,32,False
2016-09-14,33,False
2016-09-15,34,False
2016-09-16,34,False
2016-09-17,35,False
2016-09-18,36,False
2016-09-19,33,False
2016-09-20,33,False
2016-09-21,34,False
2016-09-22,33,False
2016-09-23,34,False
2016-09-24,44,False
2016-09-25,38,False
2016-09-26,35,False
2016-09-27,34,False
2016-09-28,34,False
2016-09-29,33,False
2016-09-30,35,False
2016-10-01,39,False
2016-10-02,39,False
2016-10-03,35,False
2016-10-04,34,False
2016-10-05,34,False
2016-10-06,34,False
2016-10-07,34,False
2016-10-08,38,False
2016-10-09,40,False
2016-10-10,35,False
2016-10-11,35,False
2016-10-12,34,False
2016-10-13,35,False
2016-10-14,36,False
2016-10-15,39,False
2016-10-16,39,False
2016-10-17,36,False
2016-10-18,36,False
2016-10-19,36,False
2016-10-20,35,False
2016-10-21,34,False
2016-10-22,37,False
2016-10-23,37,False
2016-10-24,37,False
2016-10-25,37,False
2016-10-26,35,False
2016-10-27,36,False
2016-10-28,38,False
2016-10-29,36,False
2016-10-30,37,False
2016-10-31,33,False
2016-11-01,37,False
2016-11-02,38,False
2016-11-03,37,False
2016-11-04,38,False
2016-11-05,41,False
2016-11-06,43,False
2016-11-07,38,False
2016-11-08,39,False
2016-11-09,34,False
2016-11-10,39,False
2016-11-11,41,False
2016-11-12,44,False
2016-11-13,48,False
2016-11-14,42,False
2016-11-15,39,False
2016-11-16,42,False
2016-11-17,41,False
2016-11-18,43,False
2016-11-19,50,False
2016-11-20,52,False
2016-11-21,47,False
2016-11-22,45,False
2016-11-23,46,False
2016-11-24,59,False
2016-11-25,98,False
2016-11-26,63,False
2016-11-27,57,False
2016-11-28,50,False
2016-11-29,47,False
2016-11-30,48,False
2016-12-01,45,False
2016-12-02,43,False
2016-12-03,53,False
2016-12-04,50,False
2016-12-05,46,False
2016-12-06,47,False
2016-12-07,44,False
2016-12-08,47,False
2016-12-09,42,False
2016-12-10,48,False
2016-12-11,53,False
2016-12-12,48,False
2016-12-13,46,False
2016-12-14,47,False
2016-12-15,48,False
2016-12-16,47,False
2016-12-17,50,False
2016-12-18,54,False
2016-12-19,50,False
2016-12-20,49,False
2016-12-21,49,False
2016-12-22,47,False
2016-12-23,54,False
2016-12-24,54,False
2016-12-25,79,False
2016-12-26,100,False
2016-12-27,66,False
2016-12-28,59,False
2016-12-29,53,False
2016-12-30,51,False
2016-12-31,41,False
2017-01-01,45,False
2017-01-02,47,False
2017-01-03,43,False
2017-01-04,40,False
2017-01-05,37,False
2017-01-06,40,False
2017-01-07,40,False
2017-01-08,42,False
2017-01-09,36,False
2017-01-10,35,False
2017-01-11,38,False
2017-01-12,37,False
2017-01-13,38,False
2017-01-14,43,False
2017-01-15,41,False
2017-01-16,38,False
2017-01-17,36,False
2017-01-18,35,False
2017-01-19,36,False
