date,JD,isPartial
2013-02-19,80,False
2013-02-20,69,False
2013-02-21,66,False
2013-02-22,77,False
2013-02-23,68,False
2013-02-24,73,False
2013-02-25,69,False
2013-02-26,74,False
2013-02-27,71,False
2013-02-28,70,False
2013-03-01,71,False
2013-03-02,74,False
2013-03-03,74,False
2013-03-04,75,False
2013-03-05,71,False
2013-03-06,63,False
2013-03-07,72,False
2013-03-08,71,False
2013-03-09,78,False
2013-03-10,74,False
2013-03-11,75,False
2013-03-12,73,False
2013-03-13,73,False
2013-03-14,73,False
2013-03-15,73,False
2013-03-16,76,False
2013-03-17,79,False
2013-03-18,78,False
2013-03-19,73,False
2013-03-20,81,False
2013-03-21,74,False
2013-03-22,78,False
2013-03-23,77,False
2013-03-24,85,False
2013-03-25,79,False
2013-03-26,83,False
2013-03-27,80,False
2013-03-28,83,False
2013-03-29,85,False
2013-03-30,80,False
2013-03-31,80,False
2013-04-01,78,False
2013-04-02,75,False
2013-04-03,85,False
2013-04-04,76,False
2013-04-05,73,False
2013-04-06,75,False
2013-04-07,81,False
2013-04-08,76,False
2013-04-09,76,False
2013-04-10,74,False
2013-04-11,78,False
2013-04-12,82,False
2013-04-13,76,False
2013-04-14,79,False
2013-04-15,76,False
2013-04-16,71,False
2013-04-17,74,False
2013-04-18,75,False
2013-04-19,73,False
2013-04-20,77,False
2013-04-21,83,False
2013-04-22,80,False
2013-04-23,81,False
2013-04-24,76,False
2013-04-25,79,False
2013-04-26,84,False
2013-04-27,81,False
2013-04-28,87,False
2013-04-29,82,False
2013-04-30,85,False
2013-05-01,77,False
2013-05-02,81,False
2013-05-03,79,False
2013-05-04,91,False
2013-05-05,72,False
2013-05-06,76,False
2013-05-07,80,False
2013-05-08,79,False
2013-05-09,74,False
2013-05-10,75,False
2013-05-11,89,False
2013-05-12,80,False
2013-05-13,78,False
2013-05-14,82,False
2013-05-15,80,False
2013-05-16,79,False
2013-05-17,72,False
2013-05-18,86,False
2013-05-19,89,False
2013-05-20,82,False
2013-05-21,85,False
2013-05-22,71,False
2013-05-23,80,False
2013-05-24,77,False
2013-05-25,81,False
2013-05-26,74,False
2013-05-27,81,False
2013-05-28,87,False
2013-05-29,81,False
2013-05-30,82,False
2013-05-31,80,False
2013-06-01,86,False
2013-06-02,83,False
2013-06-03,78,False
2013-06-04,79,False
2013-06-05,79,False
2013-06-06,76,False
2013-06-07,71,False
2013-06-08,90,False
2013-06-09,84,False
2013-06-10,82,False
2013-06-11,86,False
2013-06-12,85,False
2013-06-13,80,False
2013-06-14,84,False
2013-06-15,87,False
2013-06-16,86,False
2013-06-17,87,False
2013-06-18,86,False
2013-06-19,96,False
2013-06-20,89,False
2013-06-21,89,False
2013-06-22,93,False
2013-06-23,100,False
2013-06-24,89,False
2013-06-25,88,False
2013-06-26,84,False
2013-06-27,83,False
2013-06-28,90,False
2013-06-29,91,False
2013-06-30,91,False
2013-07-01,84,False
2013-07-02,88,False
2013-07-03,86,False
2013-07-04,82,False
2013-07-05,86,False
2013-07-06,82,False
2013-07-07,79,False
2013-07-08,78,False
2013-07-09,80,False
2013-07-10,84,False
2013-07-11,79,False
2013-07-12,81,False
2013-07-13,85,False
2013-07-14,83,False
2013-07-15,81,False
2013-07-16,82,False
2013-07-17,84,False
2013-07-18,85,False
2013-07-19,80,False
2013-07-20,85,False
2013-07-21,86,False
2013-07-22,86,False
2013-07-23,85,False
2013-07-24,89,False
2013-07-25,89,False
2013-07-26,87,False
2013-07-27,85,False
2013-07-28,97,False
2013-07-29,95,False
2013-07-30,85,False
2013-07-31,90,False
2013-08-01,87,False
2013-08-02,85,False
2013-08-03,85,False
2013-08-04,90,False
2013-08-05,93,False
2013-08-06,90,False
2013-08-07,90,False
2013-08-08,85,False
2013-08-09,87,False
2013-08-10,91,False
2013-08-11,89,False
2013-08-12,88,False
2013-08-13,85,False
2013-08-14,85,False
2013-08-15,84,False
2013-08-16,80,False
2013-08-17,76,False
2013-08-18,87,False
2013-08-19,88,False
2013-08-20,77,False
2013-08-21,83,False
2013-08-22,83,False
2013-08-23,91,False
2013-08-24,99,False
2013-08-25,96,False
2013-08-26,93,False
2013-08-27,92,False
2013-08-28,88,False
2013-08-29,92,False
2013-08-30,91,False
2013-08-31,91,False
2013-09-01,94,False
2013-09-02,92,False
2013-09-03,93,False
2013-09-04,83,False
2013-09-05,93,False
2013-09-06,88,False
2013-09-07,98,False
2013-09-08,93,False
2013-09-09,91,False
2013-09-10,83,False
2013-09-11,85,False
2013-09-12,90,False
2013-09-13,89,False
2013-09-14,87,False
2013-09-15,89,False
2013-09-16,89,False
2013-09-17,82,False
2013-09-18,78,False
2013-09-19,77,False
2013-09-20,74,False
2013-09-21,80,False
2013-09-22,83,False
2013-09-23,80,False
2013-09-24,78,False
2013-09-25,83,False
2013-09-26,86,False
2013-09-27,80,False
2013-09-28,86,False
2013-09-29,85,False
2013-09-30,88,False
2013-10-01,85,False
2013-10-02,85,False
2013-10-03,88,False
2013-10-04,81,False
2013-10-05,85,False
2013-10-06,80,False
2013-10-07,89,False
2013-10-08,76,False
2013-10-09,87,False
2013-10-10,84,False
2013-10-11,82,False
2013-10-12,86,False
2013-10-13,95,False
2013-10-14,85,False
2013-10-15,78,False
2013-10-16,80,False
2013-10-17,85,False
