date,JD,isPartial
2015-12-26,100,False
2015-12-27,61,False
2015-12-28,55,False
2015-12-29,54,False
2015-12-30,47,False
2015-12-31,39,False
2016-01-01,43,False
2016-01-02,42,False
2016-01-03,38,False
2016-01-04,40,False
2016-01-05,38,False
2016-01-06,40,False
2016-01-07,36,False
2016-01-08,35,False
2016-01-09,39,False
2016-01-10,37,False
2016-01-11,33,False
2016-01-12,32,False
2016-01-13,35,False
2016-01-14,33,False
2016-01-15,33,False
2016-01-16,35,False
2016-01-17,35,False
2016-01-18,33,False
2016-01-19,32,False
2016-01-20,33,False
2016-01-21,33,False
2016-01-22,35,False
2016-01-23,37,False
2016-01-24,37,False
2016-01-25,33,False
2016-01-26,33,False
2016-01-27,36,False
2016-01-28,37,False
2016-01-29,33,False
2016-01-30,38,False
2016-01-31,40,False
2016-02-01,35,False
2016-02-02,34,False
2016-02-03,37,False
2016-02-04,36,False
2016-02-05,35,False
2016-02-06,38,False
2016-02-07,38,False
2016-02-08,35,False
2016-02-09,32,False
2016-02-10,33,False
2016-02-11,36,False
2016-02-12,32,False
2016-02-13,37,False
2016-02-14,33,False
2016-02-15,35,False
2016-02-16,33,False
2016-02-17,35,False
2016-02-18,36,False
2016-02-19,41,False
2016-02-20,36,False
2016-02-21,37,False
2016-02-22,35,False
2016-02-23,33,False
2016-02-24,32,False
2016-02-25,36,False
2016-02-26,34,False
2016-02-27,37,False
2016-02-28,37,False
2016-02-29,33,False
2016-03-01,37,False
2016-03-02,34,False
2016-03-03,34,False
2016-03-04,34,False
2016-03-05,35,False
2016-03-06,38,False
2016-03-07,34,False
2016-03-08,36,False
2016-03-09,35,False
2016-03-10,34,False
2016-03-11,38,False
2016-03-12,38,False
2016-03-13,39,False
2016-03-14,37,False
2016-03-15,36,False
2016-03-16,35,False
2016-03-17,40,False
2016-03-18,37,False
2016-03-19,41,False
2016-03-20,43,False
2016-03-21,40,False
2016-03-22,39,False
2016-03-23,38,False
2016-03-24,41,False
2016-03-25,42,False
2016-03-26,43,False
2016-03-27,41,False
2016-03-28,41,False
2016-03-29,38,False
2016-03-30,39,False
2016-03-31,39,False
2016-04-01,38,False
2016-04-02,40,False
2016-04-03,41,False
2016-04-04,41,False
2016-04-05,40,False
2016-04-06,39,False
2016-04-07,38,False
2016-04-08,41,False
2016-04-09,39,False
2016-04-10,38,False
2016-04-11,38,False
2016-04-12,39,False
2016-04-13,39,False
2016-04-14,41,False
2016-04-15,37,False
2016-04-16,39,False
2016-04-17,41,False
2016-04-18,38,False
2016-04-19,40,False
2016-04-20,35,False
2016-04-21,34,False
2016-04-22,38,False
2016-04-23,42,False
2016-04-24,40,False
2016-04-25,38,False
2016-04-26,38,False
2016-04-27,38,False
2016-04-28,39,False
2016-04-29,40,False
2016-04-30,40,False
2016-05-01,39,False
2016-05-02,45,False
2016-05-03,36,False
2016-05-04,36,False
2016-05-05,37,False
2016-05-06,38,False
2016-05-07,41,False
2016-05-08,37,False
2016-05-09,38,False
2016-05-10,40,False
2016-05-11,38,False
2016-05-12,36,False
2016-05-13,38,False
2016-05-14,38,False
2016-05-15,40,False
2016-05-16,40,False
2016-05-17,38,False
2016-05-18,38,False
2016-05-19,38,False
2016-05-20,37,False
2016-05-21,41,False
2016-05-22,41,False
2016-05-23,38,False
2016-05-24,38,False
2016-05-25,39,False
2016-05-26,37,False
2016-05-27,39,False
2016-05-28,41,False
2016-05-29,37,False
2016-05-30,40,False
2016-05-31,41,False
2016-06-01,42,False
2016-06-02,39,False
2016-06-03,39,False
2016-06-04,39,False
2016-06-05,41,False
2016-06-06,37,False
2016-06-07,38,False
2016-06-08,36,False
2016-06-09,38,False
2016-06-10,38,False
2016-06-11,43,False
2016-06-12,41,False
2016-06-13,41,False
2016-06-14,40,False
2016-06-15,44,False
2016-06-16,40,False
2016-06-17,40,False
2016-06-18,46,False
2016-06-19,43,False
2016-06-20,39,False
2016-06-21,41,False
2016-06-22,43,False
2016-06-23,40,False
2016-06-24,39,False
2016-06-25,48,False
2016-06-26,45,False
2016-06-27,40,False
2016-06-28,43,False
2016-06-29,43,False
2016-06-30,45,False
2016-07-01,45,False
2016-07-02,45,False
2016-07-03,43,False
2016-07-04,43,False
2016-07-05,43,False
2016-07-06,39,False
2016-07-07,40,False
2016-07-08,39,False
2016-07-09,43,False
2016-07-10,43,False
2016-07-11,39,False
2016-07-12,40,False
2016-07-13,41,False
2016-07-14,36,False
2016-07-15,38,False
2016-07-16,39,False
2016-07-17,39,False
2016-07-18,37,False
2016-07-19,37,False
2016-07-20,38,False
2016-07-21,37,False
2016-07-22,37,False
2016-07-23,41,False
2016-07-24,41,False
2016-07-25,38,False
2016-07-26,41,False
2016-07-27,42,False
2016-07-28,45,False
2016-07-29,43,False
2016-07-30,45,False
2016-07-31,42,False
2016-08-01,43,False
2016-08-02,42,False
2016-08-03,42,False
2016-08-04,43,False
2016-08-05,41,False
2016-08-06,36,False
2016-08-07,38,False
2016-08-08,40,False
2016-08-09,38,False
2016-08-10,38,False
2016-08-11,39,False
2016-08-12,41,False
2016-08-13,39,False
2016-08-14,38,False
2016-08-15,40,False
2016-08-16,38,False
2016-08-17,39,False
2016-08-18,35,False
2016-08-19,43,False
2016-08-20,41,False
2016-08-21,38,False
2016-08-22,42,False
2016-08-23,38,False
2016-08-24,40,False
2016-08-25,41,False
2016-08-26,43,False
2016-08-27,42,False
2016-08-28,41,False
2016-08-29,41,False
2016-08-30,41,False
2016-08-31,40,False
2016-09-01,42,False
2016-09-02,39,False
2016-09-03,43,False
2016-09-04,43,False
2016-09-05,41,False
2016-09-06,40,False
2016-09-07,35,False
2016-09-08,40,False
2016-09-09,38,False
2016-09-10,41,False
2016-09-11,41,False
