date,JD,isPartial
2014-03-16,40,False
2014-03-17,44,False
2014-03-18,40,False
2014-03-19,41,False
2014-03-20,40,False
2014-03-21,40,False
2014-03-22,42,False
2014-03-23,41,False
2014-03-24,40,False
2014-03-25,39,False
2014-03-26,42,False
2014-03-27,42,False
2014-03-28,40,False
2014-03-29,41,False
2014-03-30,41,False
2014-03-31,42,False
2014-04-01,42,False
2014-04-02,43,False
2014-04-03,42,False
2014-04-04,43,False
2014-04-05,43,False
2014-04-06,44,False
2014-04-07,42,False
2014-04-08,41,False
2014-04-09,41,False
2014-04-10,43,False
2014-04-11,41,False
2014-04-12,43,False
2014-04-13,41,False
2014-04-14,42,False
2014-04-15,43,False
2014-04-16,43,False
2014-04-17,44,False
2014-04-18,43,False
2014-04-19,40,False
2014-04-20,43,False
2014-04-21,46,False
2014-04-22,43,False
2014-04-23,43,False
2014-04-24,43,False
2014-04-25,43,False
2014-04-26,44,False
2014-04-27,43,False
2014-04-28,43,False
2014-04-29,43,False
2014-04-30,45,False
2014-05-01,50,False
2014-05-02,44,False
2014-05-03,44,False
2014-05-04,45,False
2014-05-05,44,False
2014-05-06,44,False
2014-05-07,41,False
2014-05-08,44,False
2014-05-09,42,False
2014-05-10,44,False
2014-05-11,42,False
2014-05-12,43,False
2014-05-13,41,False
2014-05-14,42,False
2014-05-15,42,False
2014-05-16,42,False
2014-05-17,43,False
2014-05-18,43,False
2014-05-19,42,False
2014-05-20,42,False
2014-05-21,43,False
2014-05-22,46,False
2014-05-23,45,False
2014-05-24,48,False
2014-05-25,45,False
2014-05-26,44,False
2014-05-27,42,False
2014-05-28,42,False
2014-05-29,43,False
2014-05-30,43,False
2014-05-31,42,False
2014-06-01,44,False
2014-06-02,43,False
2014-06-03,39,False
2014-06-04,43,False
2014-06-05,43,False
2014-06-06,40,False
2014-06-07,45,False
2014-06-08,43,False
2014-06-09,43,False
2014-06-10,42,False
2014-06-11,42,False
2014-06-12,40,False
2014-06-13,40,False
2014-06-14,41,False
2014-06-15,43,False
2014-06-16,40,False
2014-06-17,42,False
2014-06-18,50,False
2014-06-19,48,False
2014-06-20,48,False
2014-06-21,48,False
2014-06-22,46,False
