date,JD,isPartial
2017-05-29,36,False
2017-05-30,31,False
2017-05-31,31,False
2017-06-01,34,False
2017-06-02,32,False
2017-06-03,33,False
2017-06-04,32,False
2017-06-05,33,False
2017-06-06,33,False
2017-06-07,38,False
2017-06-08,36,False
2017-06-09,34,False
2017-06-10,42,False
2017-06-11,42,False
2017-06-12,36,False
2017-06-13,35,False
2017-06-14,34,False
2017-06-15,36,False
2017-06-16,34,False
2017-06-17,38,False
2017-06-18,37,False
2017-06-19,34,False
2017-06-20,33,False
2017-06-21,32,False
2017-06-22,35,False
2017-06-23,36,False
2017-06-24,40,False
2017-06-25,40,False
2017-06-26,35,False
2017-06-27,36,False
2017-06-28,38,False
2017-06-29,36,False
2017-06-30,36,False
2017-07-01,39,False
2017-07-02,39,False
2017-07-03,36,False
2017-07-04,34,False
2017-07-05,33,False
2017-07-06,33,False
2017-07-07,33,False
2017-07-08,34,False
2017-07-09,36,False
2017-07-10,34,False
2017-07-11,32,False
2017-07-12,32,False
2017-07-13,36,False
2017-07-14,31,False
2017-07-15,37,False
2017-07-16,36,False
2017-07-17,32,False
2017-07-18,38,False
2017-07-19,39,False
2017-07-20,37,False
2017-07-21,32,False
2017-07-22,34,False
2017-07-23,36,False
2017-07-24,35,False
2017-07-25,32,False
2017-07-26,36,False
2017-07-27,36,False
2017-07-28,36,False
2017-07-29,33,False
2017-07-30,35,False
2017-07-31,34,False
2017-08-01,34,False
2017-08-02,34,False
2017-08-03,35,False
2017-08-04,33,False
2017-08-05,34,False
2017-08-06,33,False
2017-08-07,34,False
2017-08-08,35,False
2017-08-09,32,False
2017-08-10,33,False
2017-08-11,34,False
2017-08-12,33,False
2017-08-13,32,False
2017-08-14,35,False
2017-08-15,34,False
2017-08-16,32,False
2017-08-17,35,False
2017-08-18,33,False
2017-08-19,34,False
2017-08-20,34,False
2017-08-21,33,False
2017-08-22,35,False
2017-08-23,34,False
2017-08-24,35,False
2017-08-25,35,False
2017-08-26,35,False
2017-08-27,31,False
2017-08-28,33,False
2017-08-29,33,False
2017-08-30,37,False
2017-08-31,38,False
2017-09-01,36,False
2017-09-02,39,False
2017-09-03,40,False
2017-09-04,37,False
2017-09-05,38,False
2017-09-06,32,False
2017-09-07,32,False
2017-09-08,32,False
2017-09-09,37,False
2017-09-10,36,False
2017-09-11,32,False
2017-09-12,32,False
2017-09-13,31,False
2017-09-14,33,False
2017-09-15,31,False
2017-09-16,37,False
2017-09-17,36,False
2017-09-18,35,False
2017-09-19,32,False
2017-09-20,32,False
2017-09-21,33,False
2017-09-22,32,False
2017-09-23,35,False
2017-09-24,37,False
2017-09-25,33,False
2017-09-26,32,False
2017-09-27,34,False
2017-09-28,33,False
2017-09-29,33,False
2017-09-30,38,False
2017-10-01,42,False
2017-10-02,36,False
2017-10-03,35,False
2017-10-04,34,False
2017-10-05,35,False
2017-10-06,33,False
2017-10-07,38,False
2017-10-08,40,False
2017-10-09,33,False
2017-10-10,32,False
2017-10-11,33,False
2017-10-12,33,False
2017-10-13,35,False
2017-10-14,37,False
2017-10-15,38,False
2017-10-16,36,False
2017-10-17,35,False
2017-10-18,34,False
2017-10-19,33,False
2017-10-20,34,False
2017-10-21,36,False
2017-10-22,38,False
2017-10-23,34,False
2017-10-24,36,False
2017-10-25,34,False
2017-10-26,37,False
2017-10-27,36,False
2017-10-28,34,False
2017-10-29,35,False
2017-10-30,35,False
2017-10-31,31,False
2017-11-01,33,False
2017-11-02,35,False
2017-11-03,35,False
2017-11-04,40,False
2017-11-05,39,False
2017-11-06,38,False
2017-11-07,38,False
2017-11-08,39,False
2017-11-09,38,False
2017-11-10,38,False
2017-11-11,44,False
2017-11-12,46,False
2017-11-13,42,False
2017-11-14,41,False
2017-11-15,40,False
2017-11-16,39,False
2017-11-17,41,False
2017-11-18,44,False
2017-11-19,48,False
2017-11-20,46,False
2017-11-21,45,False
2017-11-22,49,False
2017-11-23,65,False
2017-11-24,100,False
2017-11-25,62,False
2017-11-26,59,False
