date,CTSH,isPartial
2018-02-13,41,False
2018-02-14,26,False
2018-02-15,51,False
2018-02-16,37,False
2018-02-17,13,False
2018-02-18,2,False
2018-02-19,28,False
2018-02-20,42,False
2018-02-21,45,False
2018-02-22,29,False
2018-02-23,28,False
2018-02-24,10,False
2018-02-25,12,False
2018-02-26,31,False
2018-02-27,49,False
2018-02-28,43,False
2018-03-01,41,False
2018-03-02,23,False
2018-03-03,2,False
2018-03-04,18,False
2018-03-05,32,False
2018-03-06,38,False
2018-03-07,24,False
2018-03-08,33,False
2018-03-09,34,False
2018-03-10,8,False
2018-03-11,6,False
2018-03-12,39,False
2018-03-13,76,False
2018-03-14,38,False
2018-03-15,42,False
2018-03-16,36,False
2018-03-17,13,False
2018-03-18,6,False
2018-03-19,28,False
2018-03-20,34,False
2018-03-21,22,False
2018-03-22,35,False
2018-03-23,40,False
2018-03-24,8,False
2018-03-25,4,False
2018-03-26,38,False
2018-03-27,51,False
2018-03-28,41,False
2018-03-29,35,False
2018-03-30,6,False
2018-03-31,2,False
2018-04-01,4,False
2018-04-02,31,False
2018-04-03,29,False
2018-04-04,29,False
2018-04-05,43,False
2018-04-06,27,False
2018-04-07,2,False
2018-04-08,6,False
2018-04-09,16,False
2018-04-10,20,False
2018-04-11,18,False
2018-04-12,22,False
2018-04-13,33,False
2018-04-14,13,False
2018-04-15,4,False
2018-04-16,20,False
2018-04-17,27,False
2018-04-18,18,False
2018-04-19,34,False
2018-04-20,21,False
2018-04-21,11,False
2018-04-22,15,False
2018-04-23,32,False
2018-04-24,32,False
2018-04-25,20,False
2018-04-26,29,False
2018-04-27,27,False
2018-04-28,7,False
2018-04-29,4,False
2018-04-30,26,False
2018-05-01,23,False
2018-05-02,22,False
2018-05-03,16,False
2018-05-04,42,False
2018-05-05,9,False
2018-05-06,0,False
2018-05-07,100,False
2018-05-08,39,False
2018-05-09,33,False
2018-05-10,43,False
2018-05-11,33,False
2018-05-12,9,False
2018-05-13,6,False
2018-05-14,13,False
2018-05-15,24,False
2018-05-16,18,False
2018-05-17,24,False
2018-05-18,21,False
2018-05-19,6,False
2018-05-20,4,False
2018-05-21,32,False
2018-05-22,14,False
2018-05-23,19,False
2018-05-24,17,False
2018-05-25,16,False
2018-05-26,0,False
2018-05-27,2,False
2018-05-28,4,False
2018-05-29,33,False
2018-05-30,22,False
2018-05-31,26,False
2018-06-01,25,False
