date,CTSH,isPartial
2015-04-10,31,False
2015-04-11,4,False
2015-04-12,7,False
2015-04-13,33,False
2015-04-14,29,False
2015-04-15,36,False
2015-04-16,36,False
2015-04-17,34,False
2015-04-18,11,False
2015-04-19,10,False
2015-04-20,27,False
2015-04-21,18,False
2015-04-22,27,False
2015-04-23,42,False
2015-04-24,41,False
2015-04-25,14,False
2015-04-26,0,False
2015-04-27,30,False
2015-04-28,29,False
2015-04-29,24,False
2015-04-30,15,False
2015-05-01,17,False
2015-05-02,0,False
2015-05-03,14,False
2015-05-04,90,False
2015-05-05,86,False
2015-05-06,38,False
2015-05-07,48,False
2015-05-08,38,False
2015-05-09,14,False
2015-05-10,7,False
2015-05-11,38,False
2015-05-12,27,False
2015-05-13,27,False
2015-05-14,51,False
2015-05-15,40,False
2015-05-16,14,False
2015-05-17,0,False
2015-05-18,23,False
2015-05-19,50,False
2015-05-20,47,False
2015-05-21,27,False
2015-05-22,22,False
2015-05-23,11,False
2015-05-24,7,False
2015-05-25,3,False
2015-05-26,29,False
2015-05-27,29,False
2015-05-28,21,False
2015-05-29,25,False
2015-05-30,7,False
2015-05-31,0,False
2015-06-01,44,False
2015-06-02,29,False
2015-06-03,41,False
2015-06-04,28,False
2015-06-05,34,False
2015-06-06,4,False
2015-06-07,7,False
2015-06-08,32,False
2015-06-09,15,False
2015-06-10,27,False
2015-06-11,24,False
2015-06-12,25,False
2015-06-13,4,False
2015-06-14,14,False
2015-06-15,26,False
2015-06-16,55,False
2015-06-17,29,False
2015-06-18,39,False
2015-06-19,13,False
2015-06-20,7,False
2015-06-21,21,False
2015-06-22,18,False
2015-06-23,32,False
2015-06-24,36,False
2015-06-25,42,False
2015-06-26,34,False
2015-06-27,11,False
2015-06-28,7,False
2015-06-29,27,False
2015-06-30,57,False
2015-07-01,42,False
2015-07-02,51,False
2015-07-03,13,False
2015-07-04,7,False
2015-07-05,4,False
2015-07-06,38,False
2015-07-07,41,False
2015-07-08,33,False
2015-07-09,54,False
2015-07-10,43,False
2015-07-11,11,False
2015-07-12,7,False
2015-07-13,21,False
2015-07-14,24,False
2015-07-15,21,False
2015-07-16,55,False
2015-07-17,32,False
2015-07-18,8,False
2015-07-19,8,False
2015-07-20,22,False
2015-07-21,39,False
2015-07-22,27,False
2015-07-23,21,False
2015-07-24,34,False
2015-07-25,18,False
2015-07-26,7,False
2015-07-27,43,False
2015-07-28,29,False
2015-07-29,26,False
2015-07-30,30,False
2015-07-31,34,False
2015-08-01,14,False
2015-08-02,11,False
2015-08-03,27,False
2015-08-04,38,False
2015-08-05,96,False
2015-08-06,72,False
2015-08-07,41,False
2015-08-08,29,False
2015-08-09,11,False
2015-08-10,42,False
2015-08-11,44,False
2015-08-12,33,False
2015-08-13,42,False
2015-08-14,40,False
2015-08-15,14,False
2015-08-16,10,False
2015-08-17,62,False
2015-08-18,41,False
2015-08-19,23,False
2015-08-20,12,False
