date,CTSH,isPartial
2012-01-26,9,False
2012-01-27,16,False
2012-01-28,16,False
2012-01-29,5,False
2012-01-30,25,False
2012-01-31,13,False
2012-02-01,26,False
2012-02-02,28,False
2012-02-03,18,False
2012-02-04,5,False
2012-02-05,15,False
2012-02-06,25,False
2012-02-07,29,False
2012-02-08,36,False
2012-02-09,34,False
2012-02-10,27,False
2012-02-11,15,False
2012-02-12,12,False
2012-02-13,29,False
2012-02-14,17,False
2012-02-15,21,False
2012-02-16,34,False
2012-02-17,29,False
2012-02-18,10,False
2012-02-19,10,False
2012-02-20,15,False
2012-02-21,30,False
2012-02-22,30,False
2012-02-23,15,False
2012-02-24,24,False
2012-02-25,15,False
2012-02-26,15,False
2012-02-27,29,False
2012-02-28,19,False
2012-02-29,19,False
2012-03-01,29,False
2012-03-02,23,False
2012-03-03,5,False
2012-03-04,16,False
2012-03-05,24,False
2012-03-06,13,False
2012-03-07,15,False
2012-03-08,24,False
2012-03-09,33,False
2012-03-10,0,False
2012-03-11,5,False
2012-03-12,23,False
2012-03-13,17,False
2012-03-14,40,False
2012-03-15,30,False
2012-03-16,31,False
2012-03-17,13,False
2012-03-18,5,False
2012-03-19,34,False
2012-03-20,27,False
2012-03-21,19,False
2012-03-22,24,False
2012-03-23,29,False
2012-03-24,5,False
2012-03-25,16,False
2012-03-26,10,False
2012-03-27,21,False
2012-03-28,13,False
2012-03-29,19,False
2012-03-30,20,False
2012-03-31,0,False
2012-04-01,8,False
2012-04-02,25,False
2012-04-03,17,False
2012-04-04,13,False
2012-04-05,22,False
2012-04-06,17,False
2012-04-07,11,False
2012-04-08,8,False
2012-04-09,41,False
2012-04-10,15,False
2012-04-11,21,False
2012-04-12,21,False
2012-04-13,31,False
2012-04-14,5,False
2012-04-15,10,False
2012-04-16,17,False
2012-04-17,17,False
2012-04-18,25,False
2012-04-19,8,False
2012-04-20,29,False
2012-04-21,5,False
2012-04-22,7,False
2012-04-23,25,False
2012-04-24,16,False
2012-04-25,17,False
2012-04-26,15,False
2012-04-27,11,False
2012-04-28,10,False
2012-04-29,5,False
2012-04-30,13,False
2012-05-01,21,False
2012-05-02,13,False
2012-05-03,11,False
2012-05-04,20,False
2012-05-05,5,False
2012-05-06,7,False
2012-05-07,86,False
2012-05-08,100,False
2012-05-09,37,False
2012-05-10,25,False
2012-05-11,39,False
2012-05-12,21,False
2012-05-13,0,False
2012-05-14,45,False
2012-05-15,35,False
2012-05-16,31,False
2012-05-17,24,False
2012-05-18,22,False
2012-05-19,8,False
2012-05-20,5,False
2012-05-21,25,False
2012-05-22,29,False
2012-05-23,25,False
2012-05-24,32,False
2012-05-25,27,False
2012-05-26,13,False
2012-05-27,8,False
2012-05-28,9,False
2012-05-29,20,False
2012-05-30,16,False
2012-05-31,25,False
2012-06-01,26,False
2012-06-02,18,False
2012-06-03,15,False
2012-06-04,25,False
2012-06-05,22,False
2012-06-06,18,False
2012-06-07,17,False
2012-06-08,31,False
2012-06-09,10,False
2012-06-10,10,False
2012-06-11,32,False
2012-06-12,10,False
2012-06-13,14,False
2012-06-14,25,False
2012-06-15,33,False
2012-06-16,18,False
2012-06-17,0,False
2012-06-18,28,False
2012-06-19,24,False
2012-06-20,21,False
2012-06-21,23,False
2012-06-22,15,False
2012-06-23,0,False
2012-06-24,5,False
2012-06-25,12,False
2012-06-26,26,False
2012-06-27,15,False
2012-06-28,28,False
2012-06-29,31,False
2012-06-30,21,False
2012-07-01,5,False
2012-07-02,10,False
2012-07-03,21,False
2012-07-04,4,False
2012-07-05,19,False
2012-07-06,24,False
2012-07-07,5,False
2012-07-08,8,False
2012-07-09,21,False
2012-07-10,24,False
2012-07-11,27,False
2012-07-12,38,False
2012-07-13,40,False
2012-07-14,10,False
2012-07-15,18,False
2012-07-16,23,False
2012-07-17,23,False
2012-07-18,19,False
2012-07-19,23,False
2012-07-20,20,False
2012-07-21,5,False
2012-07-22,5,False
2012-07-23,21,False
2012-07-24,27,False
2012-07-25,32,False
2012-07-26,28,False
2012-07-27,13,False
2012-07-28,13,False
2012-07-29,8,False
2012-07-30,10,False
2012-07-31,17,False
2012-08-01,11,False
2012-08-02,17,False
2012-08-03,9,False
2012-08-04,11,False
2012-08-05,10,False
2012-08-06,63,False
2012-08-07,34,False
2012-08-08,59,False
2012-08-09,36,False
2012-08-10,29,False
2012-08-11,10,False
2012-08-12,10,False
2012-08-13,29,False
2012-08-14,25,False
2012-08-15,42,False
2012-08-16,41,False
2012-08-17,36,False
2012-08-18,13,False
2012-08-19,0,False
2012-08-20,35,False
2012-08-21,30,False
2012-08-22,33,False
2012-08-23,19,False
2012-08-24,15,False
2012-08-25,25,False
2012-08-26,7,False
2012-08-27,26,False
2012-08-28,18,False
2012-08-29,20,False
2012-08-30,19,False
2012-08-31,32,False
2012-09-01,8,False
2012-09-02,0,False
2012-09-03,17,False
2012-09-04,24,False
2012-09-05,28,False
2012-09-06,35,False
2012-09-07,32,False
2012-09-08,7,False
2012-09-09,10,False
2012-09-10,30,False
2012-09-11,32,False
2012-09-12,30,False
2012-09-13,20,False
2012-09-14,44,False
2012-09-15,7,False
2012-09-16,15,False
2012-09-17,38,False
2012-09-18,24,False
2012-09-19,24,False
2012-09-20,12,False
2012-09-21,19,False
2012-09-22,10,False
2012-09-23,9,False
2012-09-24,29,False
2012-09-25,22,False
2012-09-26,20,False
2012-09-27,22,False
2012-09-28,29,False
2012-09-29,10,False
2012-09-30,14,False
2012-10-01,24,False
2012-10-02,22,False
2012-10-03,32,False
2012-10-04,31,False
2012-10-05,32,False
2012-10-06,14,False
2012-10-07,7,False
2012-10-08,21,False
2012-10-09,25,False
2012-10-10,23,False
