date,CTSH,isPartial
2012-06-04,22,False
2012-06-05,44,False
2012-06-06,22,False
2012-06-07,17,False
2012-06-08,29,False
2012-06-09,14,False
2012-06-10,20,False
2012-06-11,11,False
2012-06-12,5,False
2012-06-13,28,False
2012-06-14,28,False
2012-06-15,12,False
2012-06-16,21,False
2012-06-17,7,False
2012-06-18,28,False
2012-06-19,22,False
2012-06-20,28,False
2012-06-21,45,False
2012-06-22,18,False
2012-06-23,7,False
2012-06-24,7,False
2012-06-25,17,False
2012-06-26,22,False
2012-06-27,17,False
2012-06-28,34,False
2012-06-29,18,False
2012-06-30,36,False
2012-07-01,0,False
2012-07-02,17,False
2012-07-03,22,False
2012-07-04,23,False
2012-07-05,47,False
2012-07-06,48,False
2012-07-07,7,False
2012-07-08,14,False
2012-07-09,11,False
2012-07-10,22,False
2012-07-11,28,False
2012-07-12,35,False
2012-07-13,30,False
2012-07-14,21,False
2012-07-15,0,False
2012-07-16,17,False
2012-07-17,28,False
2012-07-18,11,False
2012-07-19,35,False
2012-07-20,18,False
2012-07-21,22,False
2012-07-22,0,False
2012-07-23,28,False
2012-07-24,68,False
2012-07-25,17,False
2012-07-26,75,False
2012-07-27,12,False
2012-07-28,7,False
2012-07-29,14,False
2012-07-30,17,False
2012-07-31,28,False
2012-08-01,23,False
2012-08-02,29,False
2012-08-03,0,False
2012-08-04,21,False
2012-08-05,7,False
2012-08-06,62,False
2012-08-07,34,False
2012-08-08,57,False
2012-08-09,29,False
2012-08-10,30,False
2012-08-11,28,False
2012-08-12,7,False
2012-08-13,86,False
2012-08-14,40,False
2012-08-15,53,False
2012-08-16,23,False
2012-08-17,49,False
2012-08-18,14,False
2012-08-19,0,False
2012-08-20,59,False
2012-08-21,29,False
2012-08-22,46,False
2012-08-23,29,False
2012-08-24,30,False
2012-08-25,14,False
2012-08-26,7,False
2012-08-27,55,False
2012-08-28,38,False
2012-08-29,51,False
2012-08-30,22,False
2012-08-31,29,False
2012-09-01,7,False
2012-09-02,14,False
2012-09-03,6,False
2012-09-04,33,False
2012-09-05,39,False
2012-09-06,17,False
2012-09-07,23,False
2012-09-08,7,False
2012-09-09,0,False
2012-09-10,43,False
2012-09-11,16,False
2012-09-12,38,False
2012-09-13,22,False
2012-09-14,45,False
2012-09-15,7,False
2012-09-16,20,False
2012-09-17,55,False
2012-09-18,37,False
2012-09-19,11,False
2012-09-20,22,False
2012-09-21,17,False
2012-09-22,13,False
2012-09-23,6,False
2012-09-24,48,False
2012-09-25,16,False
2012-09-26,21,False
2012-09-27,33,False
2012-09-28,40,False
2012-09-29,19,False
2012-09-30,6,False
2012-10-01,32,False
2012-10-02,42,False
2012-10-03,82,False
2012-10-04,32,False
2012-10-05,38,False
2012-10-06,13,False
2012-10-07,0,False
2012-10-08,15,False
2012-10-09,26,False
2012-10-10,15,False
2012-10-11,32,False
2012-10-12,11,False
2012-10-13,6,False
2012-10-14,0,False
2012-10-15,15,False
2012-10-16,30,False
2012-10-17,26,False
2012-10-18,10,False
2012-10-19,22,False
2012-10-20,31,False
2012-10-21,6,False
2012-10-22,56,False
2012-10-23,55,False
2012-10-24,36,False
2012-10-25,47,False
2012-10-26,22,False
2012-10-27,12,False
2012-10-28,12,False
2012-10-29,10,False
2012-10-30,30,False
2012-10-31,16,False
2012-11-01,44,False
2012-11-02,39,False
2012-11-03,6,False
2012-11-04,6,False
2012-11-05,30,False
2012-11-06,25,False
2012-11-07,69,False
2012-11-08,36,False
2012-11-09,43,False
2012-11-10,6,False
2012-11-11,12,False
2012-11-12,5,False
2012-11-13,51,False
2012-11-14,15,False
2012-11-15,47,False
2012-11-16,16,False
2012-11-17,12,False
2012-11-18,12,False
2012-11-19,30,False
2012-11-20,20,False
2012-11-21,36,False
2012-11-22,5,False
2012-11-23,5,False
2012-11-24,24,False
2012-11-25,0,False
2012-11-26,24,False
2012-11-27,49,False
2012-11-28,49,False
2012-11-29,20,False
2012-11-30,16,False
2012-12-01,6,False
2012-12-02,18,False
2012-12-03,20,False
2012-12-04,24,False
2012-12-05,30,False
2012-12-06,31,False
2012-12-07,26,False
2012-12-08,30,False
2012-12-09,12,False
2012-12-10,20,False
2012-12-11,30,False
2012-12-12,40,False
2012-12-13,40,False
2012-12-14,16,False
2012-12-15,18,False
2012-12-16,6,False
2012-12-17,34,False
2012-12-18,56,False
2012-12-19,21,False
2012-12-20,31,False
2012-12-21,33,False
2012-12-22,12,False
2012-12-23,0,False
2012-12-24,25,False
2012-12-25,20,False
2012-12-26,23,False
2012-12-27,48,False
2012-12-28,16,False
2012-12-29,6,False
2012-12-30,18,False
2012-12-31,43,False
2013-01-01,26,False
2013-01-02,66,False
2013-01-03,60,False
2013-01-04,31,False
2013-01-05,0,False
2013-01-06,0,False
2013-01-07,39,False
2013-01-08,58,False
2013-01-09,39,False
2013-01-10,48,False
2013-01-11,50,False
2013-01-12,11,False
2013-01-13,6,False
2013-01-14,43,False
2013-01-15,33,False
2013-01-16,28,False
2013-01-17,53,False
2013-01-18,35,False
2013-01-19,11,False
2013-01-20,0,False
2013-01-21,23,False
2013-01-22,42,False
2013-01-23,28,False
2013-01-24,38,False
2013-01-25,54,False
2013-01-26,11,False
2013-01-27,11,False
2013-01-28,23,False
2013-01-29,28,False
2013-01-30,23,False
2013-01-31,28,False
2013-02-01,20,False
2013-02-02,17,False
2013-02-03,16,False
2013-02-04,46,False
2013-02-05,37,False
2013-02-06,23,False
2013-02-07,100,False
2013-02-08,44,False
2013-02-09,34,False
2013-02-10,11,False
2013-02-11,48,False
2013-02-12,58,False
2013-02-13,57,False
2013-02-14,83,False
2013-02-15,35,False
2013-02-16,11,False
2013-02-17,17,False
2013-02-18,19,False
2013-02-19,46,False
