date,CTSH,isPartial
2017-05-29,7,False
2017-05-30,32,False
2017-05-31,53,False
2017-06-01,58,False
2017-06-02,44,False
2017-06-03,18,False
2017-06-04,5,False
2017-06-05,54,False
2017-06-06,44,False
2017-06-07,33,False
2017-06-08,54,False
2017-06-09,49,False
2017-06-10,10,False
2017-06-11,5,False
2017-06-12,43,False
2017-06-13,32,False
2017-06-14,34,False
2017-06-15,31,False
2017-06-16,27,False
2017-06-17,5,False
2017-06-18,8,False
2017-06-19,32,False
2017-06-20,33,False
2017-06-21,46,False
2017-06-22,29,False
2017-06-23,46,False
2017-06-24,13,False
2017-06-25,13,False
2017-06-26,30,False
2017-06-27,31,False
2017-06-28,27,False
2017-06-29,20,False
2017-06-30,25,False
2017-07-01,8,False
2017-07-02,3,False
2017-07-03,25,False
2017-07-04,18,False
2017-07-05,23,False
2017-07-06,23,False
2017-07-07,32,False
2017-07-08,5,False
2017-07-09,13,False
2017-07-10,33,False
2017-07-11,31,False
2017-07-12,31,False
2017-07-13,38,False
2017-07-14,41,False
2017-07-15,18,False
2017-07-16,13,False
2017-07-17,35,False
2017-07-18,35,False
2017-07-19,44,False
2017-07-20,33,False
2017-07-21,21,False
2017-07-22,10,False
2017-07-23,5,False
2017-07-24,39,False
2017-07-25,41,False
2017-07-26,30,False
2017-07-27,31,False
2017-07-28,34,False
2017-07-29,13,False
2017-07-30,8,False
2017-07-31,37,False
2017-08-01,39,False
2017-08-02,44,False
2017-08-03,79,False
2017-08-04,67,False
2017-08-05,15,False
2017-08-06,8,False
2017-08-07,58,False
2017-08-08,56,False
2017-08-09,34,False
2017-08-10,39,False
2017-08-11,78,False
2017-08-12,15,False
2017-08-13,0,False
2017-08-14,54,False
2017-08-15,44,False
2017-08-16,40,False
2017-08-17,43,False
2017-08-18,46,False
2017-08-19,19,False
2017-08-20,5,False
2017-08-21,25,False
2017-08-22,31,False
2017-08-23,42,False
2017-08-24,23,False
2017-08-25,45,False
2017-08-26,5,False
2017-08-27,15,False
2017-08-28,36,False
2017-08-29,31,False
2017-08-30,21,False
2017-08-31,36,False
2017-09-01,24,False
2017-09-02,7,False
2017-09-03,5,False
2017-09-04,9,False
2017-09-05,43,False
2017-09-06,46,False
2017-09-07,30,False
2017-09-08,30,False
2017-09-09,2,False
2017-09-10,7,False
2017-09-11,41,False
2017-09-12,56,False
2017-09-13,33,False
2017-09-14,25,False
2017-09-15,24,False
2017-09-16,10,False
2017-09-17,7,False
2017-09-18,39,False
2017-09-19,25,False
2017-09-20,24,False
2017-09-21,31,False
2017-09-22,33,False
2017-09-23,14,False
2017-09-24,2,False
2017-09-25,31,False
2017-09-26,16,False
2017-09-27,31,False
2017-09-28,27,False
2017-09-29,11,False
2017-09-30,7,False
2017-10-01,2,False
2017-10-02,12,False
2017-10-03,35,False
2017-10-04,25,False
2017-10-05,23,False
2017-10-06,17,False
2017-10-07,5,False
2017-10-08,2,False
2017-10-09,31,False
2017-10-10,32,False
2017-10-11,27,False
2017-10-12,27,False
2017-10-13,32,False
2017-10-14,10,False
2017-10-15,2,False
2017-10-16,23,False
2017-10-17,28,False
2017-10-18,27,False
2017-10-19,25,False
2017-10-20,28,False
2017-10-21,12,False
2017-10-22,5,False
2017-10-23,28,False
2017-10-24,38,False
2017-10-25,30,False
2017-10-26,29,False
2017-10-27,24,False
2017-10-28,7,False
2017-10-29,11,False
2017-10-30,22,False
2017-10-31,50,False
2017-11-01,100,False
2017-11-02,52,False
2017-11-03,53,False
2017-11-04,14,False
2017-11-05,7,False
2017-11-06,40,False
2017-11-07,35,False
2017-11-08,22,False
2017-11-09,22,False
2017-11-10,29,False
2017-11-11,12,False
2017-11-12,2,False
2017-11-13,34,False
2017-11-14,22,False
2017-11-15,28,False
2017-11-16,38,False
2017-11-17,35,False
2017-11-18,11,False
2017-11-19,7,False
2017-11-20,28,False
2017-11-21,36,False
2017-11-22,32,False
2017-11-23,10,False
2017-11-24,19,False
2017-11-25,7,False
2017-11-26,4,False
2017-11-27,23,False
2017-11-28,21,False
2017-11-29,24,False
2017-11-30,40,False
2017-12-01,44,False
2017-12-02,5,False
2017-12-03,7,False
2017-12-04,22,False
2017-12-05,26,False
2017-12-06,12,False
2017-12-07,29,False
2017-12-08,40,False
2017-12-09,16,False
2017-12-10,9,False
2017-12-11,35,False
2017-12-12,10,False
2017-12-13,20,False
2017-12-14,25,False
2017-12-15,32,False
2017-12-16,5,False
2017-12-17,14,False
2017-12-18,20,False
2017-12-19,10,False
2017-12-20,23,False
2017-12-21,30,False
2017-12-22,14,False
2017-12-23,7,False
2017-12-24,3,False
