date,CTSH,isPartial
2017-10-06,20,False
2017-10-07,9,False
2017-10-08,6,False
2017-10-09,26,False
2017-10-10,31,False
2017-10-11,26,False
2017-10-12,31,False
2017-10-13,32,False
2017-10-14,4,False
2017-10-15,5,False
2017-10-16,39,False
2017-10-17,27,False
2017-10-18,28,False
2017-10-19,43,False
2017-10-20,30,False
2017-10-21,13,False
2017-10-22,7,False
2017-10-23,32,False
2017-10-24,40,False
2017-10-25,27,False
2017-10-26,29,False
2017-10-27,44,False
2017-10-28,14,False
2017-10-29,9,False
2017-10-30,29,False
2017-10-31,48,False
2017-11-01,100,False
2017-11-02,53,False
2017-11-03,41,False
2017-11-04,18,False
2017-11-05,9,False
2017-11-06,49,False
2017-11-07,39,False
2017-11-08,31,False
2017-11-09,34,False
2017-11-10,34,False
2017-11-11,8,False
2017-11-12,4,False
2017-11-13,26,False
2017-11-14,27,False
2017-11-15,34,False
2017-11-16,39,False
2017-11-17,37,False
2017-11-18,17,False
2017-11-19,9,False
2017-11-20,21,False
2017-11-21,27,False
2017-11-22,36,False
2017-11-23,3,False
2017-11-24,17,False
2017-11-25,11,False
2017-11-26,4,False
2017-11-27,26,False
2017-11-28,39,False
2017-11-29,27,False
2017-11-30,31,False
2017-12-01,36,False
2017-12-02,0,False
2017-12-03,7,False
2017-12-04,25,False
2017-12-05,38,False
2017-12-06,33,False
2017-12-07,23,False
2017-12-08,34,False
2017-12-09,17,False
2017-12-10,9,False
2017-12-11,29,False
2017-12-12,19,False
2017-12-13,25,False
2017-12-14,21,False
2017-12-15,38,False
2017-12-16,11,False
2017-12-17,9,False
2017-12-18,30,False
2017-12-19,13,False
2017-12-20,27,False
2017-12-21,23,False
2017-12-22,21,False
2017-12-23,12,False
2017-12-24,4,False
2017-12-25,7,False
2017-12-26,17,False
2017-12-27,25,False
2017-12-28,28,False
2017-12-29,18,False
2017-12-30,9,False
2017-12-31,19,False
2018-01-01,8,False
2018-01-02,18,False
2018-01-03,33,False
2018-01-04,35,False
2018-01-05,30,False
2018-01-06,6,False
2018-01-07,10,False
2018-01-08,40,False
2018-01-09,26,False
2018-01-10,29,False
2018-01-11,35,False
2018-01-12,31,False
2018-01-13,6,False
2018-01-14,6,False
2018-01-15,16,False
2018-01-16,35,False
2018-01-17,30,False
2018-01-18,45,False
2018-01-19,32,False
2018-01-20,7,False
2018-01-21,8,False
2018-01-22,44,False
2018-01-23,46,False
2018-01-24,42,False
2018-01-25,45,False
2018-01-26,31,False
2018-01-27,12,False
2018-01-28,7,False
2018-01-29,23,False
2018-01-30,31,False
2018-01-31,42,False
2018-02-01,23,False
2018-02-02,29,False
2018-02-03,16,False
2018-02-04,13,False
2018-02-05,30,False
2018-02-06,59,False
2018-02-07,85,False
2018-02-08,59,False
2018-02-09,40,False
2018-02-10,12,False
2018-02-11,8,False
2018-02-12,42,False
2018-02-13,39,False
2018-02-14,48,False
2018-02-15,60,False
2018-02-16,55,False
2018-02-17,16,False
2018-02-18,8,False
2018-02-19,17,False
2018-02-20,45,False
2018-02-21,56,False
2018-02-22,40,False
2018-02-23,46,False
2018-02-24,12,False
2018-02-25,9,False
2018-02-26,40,False
2018-02-27,56,False
2018-02-28,45,False
2018-03-01,47,False
2018-03-02,34,False
2018-03-03,15,False
2018-03-04,9,False
2018-03-05,38,False
2018-03-06,43,False
2018-03-07,43,False
2018-03-08,44,False
2018-03-09,42,False
2018-03-10,11,False
2018-03-11,2,False
2018-03-12,37,False
2018-03-13,49,False
2018-03-14,47,False
2018-03-15,51,False
2018-03-16,50,False
2018-03-17,13,False
2018-03-18,7,False
2018-03-19,35,False
2018-03-20,28,False
2018-03-21,35,False
2018-03-22,37,False
2018-03-23,38,False
2018-03-24,11,False
2018-03-25,7,False
2018-03-26,37,False
2018-03-27,63,False
2018-03-28,47,False
2018-03-29,36,False
2018-03-30,17,False
2018-03-31,6,False
2018-04-01,9,False
2018-04-02,27,False
2018-04-03,38,False
2018-04-04,41,False
2018-04-05,33,False
2018-04-06,40,False
2018-04-07,6,False
2018-04-08,6,False
2018-04-09,28,False
2018-04-10,22,False
2018-04-11,25,False
2018-04-12,23,False
2018-04-13,29,False
2018-04-14,18,False
2018-04-15,5,False
2018-04-16,30,False
2018-04-17,27,False
2018-04-18,34,False
2018-04-19,39,False
2018-04-20,22,False
2018-04-21,15,False
2018-04-22,12,False
2018-04-23,38,False
2018-04-24,25,False
2018-04-25,24,False
2018-04-26,29,False
2018-04-27,22,False
2018-04-28,4,False
2018-04-29,4,False
2018-04-30,24,False
2018-05-01,26,False
2018-05-02,22,False
2018-05-03,29,False
2018-05-04,26,False
2018-05-05,8,False
2018-05-06,6,False
2018-05-07,94,False
2018-05-08,48,False
2018-05-09,40,False
2018-05-10,44,False
2018-05-11,44,False
2018-05-12,15,False
2018-05-13,7,False
2018-05-14,22,False
2018-05-15,35,False
2018-05-16,30,False
2018-05-17,27,False
2018-05-18,28,False
2018-05-19,9,False
2018-05-20,0,False
2018-05-21,23,False
2018-05-22,26,False
2018-05-23,26,False
2018-05-24,26,False
2018-05-25,31,False
2018-05-26,6,False
2018-05-27,2,False
2018-05-28,10,False
2018-05-29,21,False
2018-05-30,28,False
2018-05-31,33,False
2018-06-01,29,False
