date,SRCL
2015-08-18,31
2015-08-19,19
2015-08-20,32
2015-08-21,20
2015-08-22,11
2015-08-23,11
2015-08-24,21
2015-08-25,36
2015-08-26,19
2015-08-27,22
2015-08-28,20
2015-08-29,23
2015-08-30,11
2015-08-31,0
2015-09-01,27
2015-09-02,37
2015-09-03,22
2015-09-04,10
2015-09-05,11
2015-09-06,0
2015-09-07,19
2015-09-08,36
2015-09-09,39
2015-09-10,30
2015-09-11,14
2015-09-12,11
2015-09-13,10
2015-09-14,15
2015-09-15,27
2015-09-16,27
2015-09-17,24
2015-09-18,19
2015-09-19,22
2015-09-20,10
2015-09-21,30
2015-09-22,33
2015-09-23,23
2015-09-24,19
2015-09-25,19
2015-09-26,11
2015-09-27,11
2015-09-28,21
2015-09-29,24
2015-09-30,22
2015-10-01,32
2015-10-02,28
2015-10-03,11
2015-10-04,21
2015-10-05,9
2015-10-06,24
2015-10-07,30
2015-10-08,51
2015-10-09,19
2015-10-10,11
2015-10-11,26
2015-10-12,15
2015-10-13,20
2015-10-14,27
2015-10-15,36
2015-10-16,34
2015-10-17,11
2015-10-18,14
2015-10-19,26
2015-10-20,17
2015-10-21,12
2015-10-22,39
2015-10-23,47
2015-10-24,14
2015-10-25,13
2015-10-26,44
2015-10-27,29
2015-10-28,41
2015-10-29,21
2015-10-30,43
2015-10-31,11
2015-11-01,21
2015-11-02,35
2015-11-03,13
2015-11-04,20
2015-11-05,18
2015-11-06,23
2015-11-07,0
2015-11-08,10
2015-11-09,15
2015-11-10,23
2015-11-11,27
2015-11-12,27
2015-11-13,14
2015-11-14,20
2015-11-15,15
2015-11-16,13
2015-11-17,13
2015-11-18,15
2015-11-19,18
2015-11-20,25
2015-11-21,10
2015-11-22,15
2015-11-23,22
2015-11-24,26
2015-11-25,12
2015-11-26,14
2015-11-27,18
2015-11-28,10
2015-11-29,10
2015-11-30,26
2015-12-01,26
2015-12-02,26
2015-12-03,21
2015-12-04,12
2015-12-05,17
2015-12-06,10
2015-12-07,32
2015-12-08,24
2015-12-09,9
2015-12-10,9
2015-12-11,32
2015-12-12,21
2015-12-13,10
2015-12-14,23
2015-12-15,30
2015-12-16,30
2015-12-17,16
2015-12-18,24
2015-12-19,11
2015-12-20,16
2015-12-21,19
2015-12-22,29
2015-12-23,25
2015-12-24,11
2015-12-25,0
2015-12-26,17
2015-12-27,0
2015-12-28,10
2015-12-29,10
2015-12-30,20
2015-12-31,22
2016-01-01,0
2016-01-02,21
2016-01-03,0
2016-01-04,22
2016-01-05,15
2016-01-06,13
2016-01-07,27
2016-01-08,15
2016-01-09,10
2016-01-10,10
2016-01-11,14
2016-01-12,23
2016-01-13,29
2016-01-14,32
2016-01-15,24
2016-01-16,15
2016-01-17,10
2016-01-18,26
2016-01-19,32
2016-01-20,29
2016-01-21,26
2016-01-22,12
2016-01-23,10
2016-01-24,10
2016-01-25,17
2016-01-26,26
2016-01-27,26
2016-01-28,23
2016-01-29,36
2016-01-30,15
2016-01-31,10
2016-02-01,22
2016-02-02,24
2016-02-03,29
2016-02-04,46
2016-02-05,29
2016-02-06,24
2016-02-07,19
2016-02-08,17
2016-02-09,30
2016-02-10,45
2016-02-11,14
2016-02-12,22
2016-02-13,10
2016-02-14,19
2016-02-15,14
2016-02-16,36
2016-02-17,25
2016-02-18,19
2016-02-19,29
2016-02-20,24
2016-02-21,9
2016-02-22,17
2016-02-23,19
2016-02-24,33
2016-02-25,25
2016-02-26,26
2016-02-27,9
2016-02-28,23
2016-02-29,12
2016-03-01,32
2016-03-02,32
2016-03-03,19
2016-03-04,31
2016-03-05,9
2016-03-06,14
2016-03-07,30
2016-03-08,41
2016-03-09,19
2016-03-10,25
2016-03-11,25
2016-03-12,10
2016-03-13,9
2016-03-14,30
2016-03-15,22
2016-03-16,13
2016-03-17,21
2016-03-18,20
2016-03-19,10
2016-03-20,9
2016-03-21,25
2016-03-22,22
2016-03-23,28
2016-03-24,23
2016-03-25,14
2016-03-26,13
2016-03-27,10
2016-03-28,14
2016-03-29,22
2016-03-30,25
2016-03-31,25
2016-04-01,17
2016-04-02,16
2016-04-03,14
2016-04-04,29
2016-04-05,38
2016-04-06,19
2016-04-07,22
2016-04-08,28
2016-04-09,10
2016-04-10,0
2016-04-11,24
2016-04-12,13
2016-04-13,16
2016-04-14,22
2016-04-15,17
2016-04-16,10
2016-04-17,0
2016-04-18,22
2016-04-19,24
2016-04-20,19
2016-04-21,33
2016-04-22,23
2016-04-23,0
2016-04-24,10
2016-04-25,24
2016-04-26,24
2016-04-27,24
2016-04-28,39
2016-04-29,100
2016-04-30,20
2016-05-01,29
2016-05-02,19
2016-05-03,30
2016-05-04,44
